leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
113,694,A,001,Hydraulic (Advanced) Piston Core,01,PUD,000,,,088,,,"void(0-8cm),clay(8-88cm)",dark grayish brown,2.5y 4/2,,soupy (few slighty firmer streaks) (0-82cm); moderately disturbed (82-88cm),,,,,,,H,-66.84715,-33.44650,0000.00,0,88
113,694,A,001,Hydraulic (Advanced) Piston Core,01,PUD,088,,,115,,,graded bed of sandy mud to silt,light olive brown(88-93cm)to light olive grayish brown(93-115cm),2.5y 5/4(88-93cm)to 2.5y 5/3(93-115cm),normal graded bedding(88-115cm),moderately disturbed,,,,fine sand (sandy mud) at base grading to silt at top,,,H,-66.84715,-33.44650,0000.00,88,115
113,694,A,001,Hydraulic (Advanced) Piston Core,01,PUD,115,,,150,,,clay (80%),grayish brown with small clasts of very dark grayish brown at 131 and 148cm,2.5y 5/2 with clasts of 10yr 3/2 at 131 and 148cm,"moderate bioturbation,small clasts(131,148cm),streaky vertical laminae(due to coring disturbance)",highly disturbed,,,,"clasts(131,148cm)",,,H,-66.84715,-33.44650,0000.00,115,150
113,694,A,001,Hydraulic (Advanced) Piston Core,02,PUD,000,,,099,,,clay with graded silt laminae at 9 and 35-36cm,dark grayish brown(?) with a grayish brown layer at 75-76cm & dark grayish brown in burrows,2.5y 4/2(?) with 2.5y 5/2 at 75-76cm and 10yr 4/2 inside burrows,"normal graded bedding in laminae(9,35-36cm),moderate(0-8cm)to strong(9-88cm)to minor(88-94cm)bioturbation,burrows,dropstones (40cm)",,,,,"scattered sand grains(50-85cm), fewer burrows(75-76cm), dropstones (40cm)",,,H,-66.84715,-33.44650,0001.50,150,249
113,694,A,001,Hydraulic (Advanced) Piston Core,02,PUD,099,,,106,,,graded silt,dark grayish brown to olive brown,2.5y 4/3,"normal graded bedding, faint laminae?",,,,,,,,H,-66.84715,-33.44650,0001.50,249,256
113,694,A,001,Hydraulic (Advanced) Piston Core,02,PUD,106,,,119,,,clay,grayish brown with dark grayish brown mottling,2.5y 5/2 with 10yr 4/2 mottling,"moderate bioturbation,mottling",,,,,,,,H,-66.84715,-33.44650,0001.50,256,269
113,694,A,001,Hydraulic (Advanced) Piston Core,02,PUD,119,,,150,,,"clay with four graded silt laminae 8mm thick at 130,136,141,147cm","dark grayish brown with grayish brown laminae at 130,136,141,147cm","2.5y 4/2 with 2.5y 5/2 laminae at 130,136,141,147cm","normal graded bedding in 8mm thick laminae(130,136,141,147cm),moderate to minor(125-130cm)bioturbation,burrows",slightly disturbed(127-150cm),,,,"8mm thick laminae at 130,136,and 147cm are burrowed; no sand below 120cm",,,H,-66.84715,-33.44650,0001.50,269,300
113,694,A,001,Hydraulic (Advanced) Piston Core,03,PUD,000,,,043,,,clay,grayish brown mottles of dark grayish brown from 8-43cm,2.5y 5/2 with mottles of 10yr 4/2 from 8-43cm,"mottling(8-43cm),minor(0-8cm)to moderate(8-43cm)bioturbation",slightly disturbed,,,,scattered sand grains(10-43cm),,,H,-66.84715,-33.44650,0003.00,300,343
113,694,A,001,Hydraulic (Advanced) Piston Core,03,PUD,043,,,071,,,clay,grayish brown with some mottling of olive gray,2.5y 5/2 with some mottling of 5y 5/2,"mottling, 4cm dropstone (plutonic, sub-rounded, intermediate to mafic, weathered; 56-60cm)",slightly disturbed,,,,"scattered sand grains, 4cm dropstone(56-60cm)",,,H,-66.84715,-33.44650,0003.00,343,371
113,694,A,001,Hydraulic (Advanced) Piston Core,03,PUD,071,,,115,,,clay with a burrowed silt laminae at 71cm,grayish brown with dark grayish brown mottles,2.5y 5/2 with 10yr 4/2 mottles,"mottling,burrowed 3mm thick silt laminae(71cm),moderate(71-107cm)to minor(107-115cm)bioturbation",slightly disturbed,,,,scattered sand grains(71-100cm),,,H,-66.84715,-33.44650,0003.00,371,415
113,694,A,001,Hydraulic (Advanced) Piston Core,03,PUD,115,,,127,,,clay with a graded silt lamina 3mm thick at 121cm,olive gray with a grayish brown to light olive brown graded silt lamina at 121cm,5y 5/2 with a 2.5y 5/3 graded silt lamina 3mm thick at 121cm,"normal graded bedding in a lamina 3mm thick(121cm),minor bioturbation",slightly disturbed,,,,,,,H,-66.84715,-33.44650,0003.00,415,427
113,694,A,001,Hydraulic (Advanced) Piston Core,03,PUD,127,,,150,,,clay,grayish brown with dark grayish brown mottling,2.5y 5/2 with 10yr 4/2 mottling,"moderate bioturbation,mottling",slightly disturbed,,,,scattered sand grains(133-150cm),,,H,-66.84715,-33.44650,0003.00,427,450
113,694,A,001,Hydraulic (Advanced) Piston Core,04,PUD,000,,,064,,,"void(0-2cm),clay(2-64cm)",grayish brown mottled with dark grayish brown from 0-52cm,2.5y 5/2 mottled with 10yr 4/2 from 0-52cm,"moderate(0-26,36-50cm)to minor(26-36,50-64cm)bioturbation,mottling(0-52cm)",,,,,scattered sand grains,,,H,-66.84715,-33.44650,0004.50,450,514
113,694,A,001,Hydraulic (Advanced) Piston Core,04,PUD,064,,,150,,,clay with burrowed silt laminae at 106 and 116cm,"olive gray with grayish brown mottles(64-126cm),to grayish brown (slightly darker from 142-150cm)",5y 5/2 with 2.5y 5/2 mottling(64-126cm)to 2.5y 5/2(126-150cm),"minor(64-95,126-142cm)to moderate(95-126,142-150cm)bioturbation,mottling(64-126cm),burrowed silt laminae(106,116cm)",,,,,"scattered sand grains(64-90,128-150cm)",,,H,-66.84715,-33.44650,0004.50,514,600
