path,type,expedition,site,taxon_group
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/626/HOLE_C/Benthic_Foraminifers.csv,taxa,101,626,benthic_foraminfera
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/626/HOLE_D/Benthic_Foraminifers.csv,taxa,101,626,benthic_foraminfera
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/626/HOLE_C/Nannofossils.csv,taxa,101,626,nannofossils
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/626/HOLE_D/Nannofossils.csv,taxa,101,626,nannofossils
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/626/HOLE_C/Planktonic_Foraminifers.csv,taxa,101,626,planktic_foraminfera
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/626/HOLE_D/Planktonic_Foraminifers.csv,taxa,101,626,planktic_foraminfera
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/627/HOLE_B/Benthic_Foraminifers.csv,taxa,101,627,benthic_foraminfera
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/627/HOLE_B/Dinoflagellates_Acritarchs_Prasinophytes.csv,taxa,101,627,dinoflagellates/acritarchs/prasinophytes
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/627/HOLE_B/Nannofossils.csv,taxa,101,627,nannofossils
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/627/HOLE_B/Ostracodes.csv,taxa,101,627,ostracods
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/627/HOLE_B/Planktonic_Foraminifers.csv,taxa,101,627,planktic_foraminfera
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/627/HOLE_B/Radiolarians.csv,taxa,101,627,radiolarians
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/627/HOLE_B/Sponge_Spicules.csv,taxa,101,627,sponge_spicules
NOAA/JanusIODP_paleo_agemodel/paleontology/age_models/101/628/HOLE_A/Age_Model_Post_Moratorium.csv,age,101,628,
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/628/HOLE_A/Benthic_Foraminifers.csv,taxa,101,628,benthic_foraminfera
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/628/HOLE_A/Nannofossils.csv,taxa,101,628,nannofossils
NOAA/JanusIODP_paleo_agemodel/paleontology/range_tables/101/628/HOLE_A/Ostracodes.csv,taxa,101,628,ostracods
