path,type,expedition,site
NOAA/Janus_core_data/101/626a/sed_lith_101_626a_delimited_pre-janus.csv,lithology,101,626a
NOAA/Janus_core_data/101/626b/sed_lith_101_626b_delimited_pre-janus.csv,lithology,101,626b
NOAA/Janus_core_data/101/626c/sed_lith_101_626c_delimited_pre-janus.csv,lithology,101,626c
NOAA/Janus_core_data/101/626d/sed_lith_101_626d_delimited_pre-janus.csv,lithology,101,626d
NOAA/Janus_core_data/101/627a/sed_lith_101_627a_delimited_pre-janus.csv,lithology,101,627a
NOAA/Janus_core_data/101/627b/sed_lith_101_627b_delimited_pre-janus.csv,lithology,101,627b
NOAA/Janus_core_data/101/628a/sed_lith_101_628a_delimited_pre-janus.csv,lithology,101,628a
NOAA/Janus_core_data/101/629a/sed_lith_101_629a_delimited_pre-janus.csv,lithology,101,629a
NOAA/Janus_core_data/101/630a/sed_lith_101_630a_delimited_pre-janus.csv,lithology,101,630a
NOAA/Janus_core_data/101/630b/sed_lith_101_630b_delimited_pre-janus.csv,lithology,101,630b
NOAA/Janus_core_data/101/630c/sed_lith_101_630c_delimited_pre-janus.csv,lithology,101,630c
NOAA/Janus_core_data/101/631a/sed_lith_101_631a_delimited_pre-janus.csv,lithology,101,631a
NOAA/Janus_core_data/101/632a/sed_lith_101_632a_delimited_pre-janus.csv,lithology,101,632a
NOAA/Janus_core_data/101/632b/sed_lith_101_632b_delimited_pre-janus.csv,lithology,101,632b
NOAA/Janus_core_data/101/633a/sed_lith_101_633a_delimited_pre-janus.csv,lithology,101,633a
NOAA/Janus_core_data/101/634a/sed_lith_101_634a_delimited_pre-janus.csv,lithology,101,634a
NOAA/Janus_core_data/101/635a/sed_lith_101_635a_delimited_pre-janus.csv,lithology,101,635a
NOAA/Janus_core_data/101/635b/sed_lith_101_635b_delimited_pre-janus.csv,lithology,101,635b
NOAA/Janus_core_data/101/636a/sed_lith_101_636a_delimited_pre-janus.csv,lithology,101,636a
NOAA/Janus_core_data/103/637a/sed_lith_103_637a_delimited_pre-janus.csv,lithology,103,637a
NOAA/Janus_core_data/103/638b/sed_lith_103_638b_delimited_pre-janus.csv,lithology,103,638b
NOAA/Janus_core_data/103/638c/sed_lith_103_638c_delimited_pre-janus.csv,lithology,103,638c
NOAA/Janus_core_data/103/639a/sed_lith_103_639a_delimited_pre-janus.csv,lithology,103,639a
NOAA/Janus_core_data/103/639b/sed_lith_103_639b_delimited_pre-janus.csv,lithology,103,639b
NOAA/Janus_core_data/103/639c/sed_lith_103_639c_delimited_pre-janus.csv,lithology,103,639c
NOAA/Janus_core_data/103/639d/sed_lith_103_639d_delimited_pre-janus.csv,lithology,103,639d
NOAA/Janus_core_data/103/639e/sed_lith_103_639e_delimited_pre-janus.csv,lithology,103,639e
NOAA/Janus_core_data/103/639f/sed_lith_103_639f_delimited_pre-janus.csv,lithology,103,639f
NOAA/Janus_core_data/103/640a/sed_lith_103_640a_delimited_pre-janus.csv,lithology,103,640a
NOAA/Janus_core_data/103/641a/sed_lith_103_641a_delimited_pre-janus.csv,lithology,103,641a
NOAA/Janus_core_data/103/641c/sed_lith_103_641c_delimited_pre-janus.csv,lithology,103,641c
NOAA/Janus_core_data/104/642a/sed_lith_104_642a_delimited_pre-janus.csv,lithology,104,642a
NOAA/Janus_core_data/104/642b/sed_lith_104_642b_delimited_pre-janus.csv,lithology,104,642b
NOAA/Janus_core_data/104/642c/sed_lith_104_642c_delimited_pre-janus.csv,lithology,104,642c
NOAA/Janus_core_data/104/642d/sed_lith_104_642d_delimited_pre-janus.csv,lithology,104,642d
NOAA/Janus_core_data/104/642e/sed_lith_104_642e_delimited_pre-janus.csv,lithology,104,642e
NOAA/Janus_core_data/104/643a/sed_lith_104_643a_delimited_pre-janus.csv,lithology,104,643a
NOAA/Janus_core_data/104/644a/sed_lith_104_644a_delimited_pre-janus.csv,lithology,104,644a
NOAA/Janus_core_data/104/644b/sed_lith_104_644b_delimited_pre-janus.csv,lithology,104,644b
NOAA/Janus_core_data/105/645a/sed_lith_105_645a_delimited_pre-janus.csv,lithology,105,645a
NOAA/Janus_core_data/105/645b/sed_lith_105_645b_delimited_pre-janus.csv,lithology,105,645b
NOAA/Janus_core_data/105/645c/sed_lith_105_645c_delimited_pre-janus.csv,lithology,105,645c
NOAA/Janus_core_data/105/645d/sed_lith_105_645d_delimited_pre-janus.csv,lithology,105,645d
NOAA/Janus_core_data/105/645e/sed_lith_105_645e_delimited_pre-janus.csv,lithology,105,645e
NOAA/Janus_core_data/105/645f/sed_lith_105_645f_delimited_pre-janus.csv,lithology,105,645f
NOAA/Janus_core_data/105/645g/sed_lith_105_645g_delimited_pre-janus.csv,lithology,105,645g
NOAA/Janus_core_data/105/646a/sed_lith_105_646a_delimited_pre-janus.csv,lithology,105,646a
NOAA/Janus_core_data/105/646b/sed_lith_105_646b_delimited_pre-janus.csv,lithology,105,646b
NOAA/Janus_core_data/105/647a/sed_lith_105_647a_delimited_pre-janus.csv,lithology,105,647a
NOAA/Janus_core_data/105/647b/sed_lith_105_647b_delimited_pre-janus.csv,lithology,105,647b
NOAA/Janus_core_data/107/650a/sed_lith_107_650a_delimited_pre-janus.csv,lithology,107,650a
NOAA/Janus_core_data/107/651a/sed_lith_107_651a_delimited_pre-janus.csv,lithology,107,651a
NOAA/Janus_core_data/107/652a/sed_lith_107_652a_delimited_pre-janus.csv,lithology,107,652a
NOAA/Janus_core_data/107/653a/sed_lith_107_653a_delimited_pre-janus.csv,lithology,107,653a
NOAA/Janus_core_data/107/653b/sed_lith_107_653b_delimited_pre-janus.csv,lithology,107,653b
NOAA/Janus_core_data/107/654a/sed_lith_107_654a_delimited_pre-janus.csv,lithology,107,654a
NOAA/Janus_core_data/107/655a/sed_lith_107_655a_delimited_pre-janus.csv,lithology,107,655a
NOAA/Janus_core_data/107/656a/sed_lith_107_656a_delimited_pre-janus.csv,lithology,107,656a
NOAA/Janus_core_data/107/656b/sed_lith_107_656b_delimited_pre-janus.csv,lithology,107,656b
NOAA/Janus_core_data/108/657a/sed_lith_108_657a_delimited_pre-janus.csv,lithology,108,657a
NOAA/Janus_core_data/108/657b/sed_lith_108_657b_delimited_pre-janus.csv,lithology,108,657b
NOAA/Janus_core_data/108/658a/sed_lith_108_658a_delimited_pre-janus.csv,lithology,108,658a
NOAA/Janus_core_data/108/658b/sed_lith_108_658b_delimited_pre-janus.csv,lithology,108,658b
NOAA/Janus_core_data/108/659a/sed_lith_108_659a_delimited_pre-janus.csv,lithology,108,659a
NOAA/Janus_core_data/108/659b/sed_lith_108_659b_delimited_pre-janus.csv,lithology,108,659b
NOAA/Janus_core_data/108/659c/sed_lith_108_659c_delimited_pre-janus.csv,lithology,108,659c
NOAA/Janus_core_data/108/660a/sed_lith_108_660a_delimited_pre-janus.csv,lithology,108,660a
NOAA/Janus_core_data/108/660b/sed_lith_108_660b_delimited_pre-janus.csv,lithology,108,660b
NOAA/Janus_core_data/108/661a/sed_lith_108_661a_delimited_pre-janus.csv,lithology,108,661a
NOAA/Janus_core_data/108/661b/sed_lith_108_661b_delimited_pre-janus.csv,lithology,108,661b
NOAA/Janus_core_data/108/662a/sed_lith_108_662a_delimited_pre-janus.csv,lithology,108,662a
NOAA/Janus_core_data/108/662b/sed_lith_108_662b_delimited_pre-janus.csv,lithology,108,662b
NOAA/Janus_core_data/108/663a/sed_lith_108_663a_delimited_pre-janus.csv,lithology,108,663a
NOAA/Janus_core_data/108/663b/sed_lith_108_663b_delimited_pre-janus.csv,lithology,108,663b
NOAA/Janus_core_data/108/664a/sed_lith_108_664a_delimited_pre-janus.csv,lithology,108,664a
NOAA/Janus_core_data/108/664b/sed_lith_108_664b_delimited_pre-janus.csv,lithology,108,664b
NOAA/Janus_core_data/108/664c/sed_lith_108_664c_delimited_pre-janus.csv,lithology,108,664c
NOAA/Janus_core_data/108/664d/sed_lith_108_664d_delimited_pre-janus.csv,lithology,108,664d
NOAA/Janus_core_data/108/665a/sed_lith_108_665a_delimited_pre-janus.csv,lithology,108,665a
NOAA/Janus_core_data/108/665b/sed_lith_108_665b_delimited_pre-janus.csv,lithology,108,665b
NOAA/Janus_core_data/108/666a/sed_lith_108_666a_delimited_pre-janus.csv,lithology,108,666a
NOAA/Janus_core_data/108/667a/sed_lith_108_667a_delimited_pre-janus.csv,lithology,108,667a
NOAA/Janus_core_data/108/667b/sed_lith_108_667b_delimited_pre-janus.csv,lithology,108,667b
NOAA/Janus_core_data/108/668a/sed_lith_108_668a_delimited_pre-janus.csv,lithology,108,668a
NOAA/Janus_core_data/108/668b/sed_lith_108_668b_delimited_pre-janus.csv,lithology,108,668b
NOAA/Janus_core_data/110/671a/sed_lith_110_671a_delimited_pre-janus.csv,lithology,110,671a
NOAA/Janus_core_data/110/671b/sed_lith_110_671b_delimited_pre-janus.csv,lithology,110,671b
NOAA/Janus_core_data/110/671c/sed_lith_110_671c_delimited_pre-janus.csv,lithology,110,671c
NOAA/Janus_core_data/110/672a/sed_lith_110_672a_delimited_pre-janus.csv,lithology,110,672a
NOAA/Janus_core_data/110/673a/sed_lith_110_673a_delimited_pre-janus.csv,lithology,110,673a
NOAA/Janus_core_data/110/673b/sed_lith_110_673b_delimited_pre-janus.csv,lithology,110,673b
NOAA/Janus_core_data/110/674a/sed_lith_110_674a_delimited_pre-janus.csv,lithology,110,674a
NOAA/Janus_core_data/110/675a/sed_lith_110_675a_delimited_pre-janus.csv,lithology,110,675a
NOAA/Janus_core_data/110/676a/sed_lith_110_676a_delimited_pre-janus.csv,lithology,110,676a
NOAA/Janus_core_data/111/677a/sed_lith_111_677a_delimited_pre-janus.csv,lithology,111,677a
NOAA/Janus_core_data/111/677b/sed_lith_111_677b_delimited_pre-janus.csv,lithology,111,677b
NOAA/Janus_core_data/111/678a/sed_lith_111_678a_delimited_pre-janus.csv,lithology,111,678a
NOAA/Janus_core_data/111/678b/sed_lith_111_678b_delimited_pre-janus.csv,lithology,111,678b
NOAA/Janus_core_data/112/679a/sed_lith_112_679a_delimited_pre-janus.csv,lithology,112,679a
NOAA/Janus_core_data/112/679b/sed_lith_112_679b_delimited_pre-janus.csv,lithology,112,679b
NOAA/Janus_core_data/112/679c/sed_lith_112_679c_delimited_pre-janus.csv,lithology,112,679c
