Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
190,1177,A,Initial Reports          ,     308.650,    1.950000,LAD Discoaster brouweri
,,,,,,
190,1177,A,Initial Reports          ,     331.050,    2.520000,LAD Discoaster pentaradiatus
,,,,,,
190,1177,A,Initial Reports          ,     357.090,    2.550000,LAD Discoaster surculus
,,,,,,
190,1177,A,Initial Reports          ,     399.500,    4.000000,LAD Amaurolithus spp.
,,,,,,
190,1177,A,Initial Reports          ,     425.990,    5.600000,LAD Discoaster quinqueramus
,,,,,,
190,1177,A,Initial Reports          ,     502.300,    7.800000,LAD Discoaster bergenii
,,,,,,
190,1177,A,Initial Reports          ,     526.920,    9.000000,LAD Reticulofenestra pseudoumbilicus (>7microns)
,,,,,,
190,1177,A,Initial Reports          ,     598.550,   10.900000,LAD Coccolithus miopelagicus
,,,,,,
190,1177,A,Initial Reports          ,     637.580,   11.800000,LAD Discoaster kugleri
,,,,,,
190,1177,A,Initial Reports          ,     672.480,   13.600000,LAD Sphenolithus heteromorphus
,,,,,,
190,1177,A,Initial Reports          ,     745.690,   15.600000,LAD Helicosphaera ampliaperta
,,,,,,
190,1177,A,Initial Reports          ,     795.570,   18.600000,LAD Discoaster druggii
,,,,,,
