leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
33,317,B,QUATERNARY,,0.0,6.5,,NO AGE GIVEN,,NO AGE GIVEN,    0,  1.8,  0.9,DSDP INITIAL REPORTS
33,317,B,UPPER PLIOCENE,,6.5,35.0,,NO AGE GIVEN,,NO AGE GIVEN,  1.8,  3.4,  2.6,DSDP INITIAL REPORTS
33,317,B,LOWER PLIOCENE,,35.0,54.0,,NO AGE GIVEN,,NO AGE GIVEN,  3.4,    5,  4.2,DSDP INITIAL REPORTS
33,317,B,UPPER MIOCENE,,54.0,120.5,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
33,317,B,MIDDLE MIOCENE,,120.5,168.0,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
33,317,B,LOWER MIOCENE,,168.0,225.0,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
33,317,B,UPPER OLIGOCENE,,225.0,272.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
33,317,B,MIDDLE OLIGOCENE,,272.5,291.5,,NO AGE GIVEN,,NO AGE GIVEN,   29,   32, 30.5,DSDP INITIAL REPORTS
33,317,B,LOWER OLIGOCENE,,291.5,320.0,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
33,317,B,LOWER OLIGOCENE,UPPER EOCENE,320.0,329.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   30,   43, 36.5,DSDP INITIAL REPORTS
33,317,B,UPPER EOCENE,,329.5,358.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
33,317,B,MIDDLE EOCENE,,358.0,405.5,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
33,317,B,LOWER EOCENE,,405.5,424.5,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
