leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
87,583,G,1,1,0.0,150.0,306.60,306.60,308.10,JKL, SILTY MUDSTONE,,,,,,,, HARD, 00000000,2eddc6a2b7045d5a7bf88bca2324110d,87-583G-1-1
87,583,G,1,2,0.0,150.0,306.60,308.10,309.60,JKL, SILTY MUDSTONE,,,,,,,, HARD, 00000000,e6c01c96fc647df5dfb2916ea5fb56d5,87-583G-1-2
87,583,G,1,3,0.0,148.0,306.60,309.60,311.08,JKL, SILTY MUDSTONE,,,,,,,, HARD, 00000000,d8051826c2d32ac1b2a380f15aded72a,87-583G-1-3
87,583,G,2,1,0.0,55.0,316.20,316.20,316.75,JKL, DRILL BRECCIA,,,,,,,, HARD, 00000000,e786d1d137e732bf67dc3189adc7841d,87-583G-2-1
87,583,G,2,1,55.0,150.0,316.20,316.75,317.70,JKL, MUDSTONE,,,,,,,, HARD, 00000000,dff22e6eaf62af6b176a51eb7aa1d065,87-583G-2-1
87,583,G,2,2,0.0,150.0,316.20,317.70,319.20,COUL," MUDSTONE,MUD",,,,,,,," HARD,FIRM", 00000000,5c25a0ac0fb4eb566314829c3e8a0205,87-583G-2-2
87,583,G,2,3,0.0,150.0,316.20,319.20,320.70,COUL, MUDSTONE,,,,,,,, HARD, 00000000,2cbf690181ff3a55f52ad2988f599f7b,87-583G-2-3
87,583,G,2,4,0.0,140.0,316.20,320.70,322.10,COUL," MUDSTONE,SAND",,,,,,,, HARD, 00000000,833f3fae2bab325dc420047f76e9b971,87-583G-2-4
87,583,G,3,1,0.0,150.0,325.90,325.90,327.40,COUL, MUD,,,,,,,, FIRM, 00000000,66ec0c5f8c96758c27cf64a09d4df044,87-583G-3-1
87,583,G,3,2,0.0,45.0,325.90,327.40,327.85,COUL, MUD,,,,,,,, FIRM, 00000000,d723e86676d04908de8f7eee13d88056,87-583G-3-2
