leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
38,343,,5,2,125.0,126.0,145.50,148.26, 1,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,885,SDIST0010,Distephanus antiquus,PRESENT,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0330,Corbisema ovalis,RARE,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0162,Dictyocha epiodon (q),PRESENT,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0610,Dictyocha rotundata,COMMON,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0010,Distephanus antiquus,RARE,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0420,Distephanus speculum,RARE,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0171,Mesocena oamaruensis (q),RARE,  ,1
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0080,Naviculopsis foliacea,RARE,  ,2
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCANN0060,Cannopilus hemisphaericus,RARE,  ,1
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0140,Dictyocha deflandrei,RARE,  ,1
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0340,Dictyocha frenguellii,RARE,  ,1
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0610,Dictyocha rotundata,RARE,  ,1
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0741,Dictyocha transitoria (q),RARE,  ,1
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1
