leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
38,343,,5,2,125.0,126.0,145.50,148.26, 1,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,885,SDIST0010,Distephanus antiquus,PRESENT,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCANN0060,Cannopilus hemisphaericus,RARE,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0140,Dictyocha deflandrei,RARE,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0162,Dictyocha epiodon (q),RARE,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0610,Dictyocha rotundata,COMMON,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0010,Distephanus antiquus,RARE,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0420,Distephanus speculum,RARE,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0102,Mesocena elliptica (q),PRESENT,  ,1
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0080,Naviculopsis foliacea,RARE,  ,2
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0111,Naviculopsis minor (q),PRESENT,  ,2
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0340,Dictyocha frenguellii,RARE,  ,1
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0610,Dictyocha rotundata,COMMON,  ,1
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0420,Distephanus speculum,RARE,  ,1
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0080,Naviculopsis foliacea,RARE,  ,1
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0111,Naviculopsis minor (q),RARE,  ,1
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0340,Dictyocha frenguellii,RARE,  ,1
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0350,Dictyocha hemisphaerica,RARE,  ,1
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0610,Dictyocha rotundata,COMMON,  ,1
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0010,Distephanus antiquus,RARE,  ,1
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0080,Naviculopsis foliacea,RARE,  ,1
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0111,Naviculopsis minor (q),RARE,  ,1
