Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Tanyosphaeridium sp. A,Tanyosphaeridium boletus,Systematophora palmula,Systematophora areolata,Spiniferites spp.,Sentusidinium spp.,Senoniasphaera sp. cf. S. ptomatis,Scriniodinium (?) campanula,Scriniodinium attadalense,Rigaudella aemula,Prolixosphaeridium parvispinum,Pareodinia spp.,Oligosphaeridium cf. O. asterigerum,Meiourogonyaulax sp. B,Meiourogonyaulax maculata,Leptodinium spp.,Kleithriasphaeridium fasciatum,Kallosphaeridium norvickii,Hystrichosphaeridium pachydermum,Gonyaulacysta jurassica,Eyrea nebulosa,Egmontodinium torynum,Dissiliodinium spp.,Dinocyst sp. nov. A,Cometodinium whitei,Cleistosphaeridium spp.,Circulodinium colliveri,Chytroeisphaeridia chytroeides,Batiacasphaera subtilis,Batiacasphaera spp.,Avellodinium spp. ,Apteodinium granulatum,Aldorfia (?)  sp. A,Aldorfia deflandrei,Achomosphaera (?) neptuni,Yalkalpodinium scutum,Tubotuberella vlamingii,Prolixosphaeridium inequiornatum,Oligosphaeridium sp. cf. O. poculum,Occisucysta tenuiceras,Micrhystridium spp.,Meiourogonyaulax stoveri,Leptodinium (?) sp. B,Leptodinium pinnosum,Leptodinium eumorphum,Hystrichosphaeridium petilum,Hystrichodinium spp.,Gonyaulacysta helicoidea,Gardodinium sp. cf. G. attenuatum,Exochosphaeridium robustum,Druggidium spp.,Dollidinium sinuosum,Dissimulidinium lobispinosum,Dinocyst sp. C,Dinocyst sp. B,Dingodinium jurassicum,Dapsilidinium warrenii,Circulodinium deflandrei,Chlamydophorella nyei,Cassiculosphaeridia magna,Canninginopsis tabulata,Canningia reticulata,Broomea simplex,Belodinium dysculum,Batioladinium reticulatum,Batioladinium micropodum,Batiacasphaera sp. A,Aprobolocysta (?) galeata,Kaiwaradinium scrutillinum,Sirmiodinium grossii,Phoberocysta neocomica,Muderongia tetracantha,Muderongia australis,Epitricysta sp. A,Cribroperidinium aparsium,Batiacasphaera imperfecta,Pterospermella australiensis,Impagidinium phlyctaena,Exochosphaeridium phragmites,Exochosphaeridium arnace,Epitricysta vinckensis,Epelidosphaeridia colligata,Cribroperidinium muderongense,Cribroperidinium leedervillense,Apteodinium maculatum,Meiourogonyaulax (?) sp. A,Leptodinium simplex,Herendeenia postprojecta,Dingodinium cerviculum,Carpodinium granulatum,Leptodinium asymmetricum,Kiokansium polypes,Cymatiosphaera spp.,Cribroperidinium sp. cf. C. asarotum,Cribroperidinium sp. A,Rhombodella paucispina,Pyxidiella tumida,Coronifera oceanica,Cleistosphaeridium ancoriferum,Fibradinium variculum,Exiguisphaera phragma,Odontochitina operculata,Kleithriasphaeridium simplicispinum,Exochosphaeridium sp. A,Cassiculosphaeridia reticulata,Wallodinium luna,Veryhachium spp.,Pterospermella aureolata,Platycystidia eisenackii,Nummus spp.,Muderongia macwhaei,Fromea monilifera,Fromea amphora,Circulodinium hirtellum,Cernicysta helbyi,Batioladinium jaegeri,Oligosphaeridium anthophorum,Escharisphaeridia sp. A,Cassiculosphaeridia sp. A,Oligosphaeridium pulcherrimum,Oligosphaeridium complex,Lanterna (?) sp. A,Kallosphaeridium sp. A,Cribroperidinium sp. B,Leptodinium tunellum,Batioladinium longicornutum,Pyxidinopsis challengerensis,Batiacasphaera scrobiculata,Angustidinium acribes,Leptodinium (?) sp. A,Florentinia mantellii,Elytrocysta circulata,Dinocyst sp. A,Diconodinium davidii,Ascodinium sp. A,Prolixosphaeridium spp.,Trichodinium castanea,Pseudoceratium turneri,Palaeoperidinium cretaceum,Hystrichosphaeropsis sp. A,Hapsocysta peridictya,Cribroperidinium edwardsii,Codoniella campanulata,Chichaouadinium boydii,Canninginopsis intermedia,Callaoisphaeridium asymmetricum,Ascodinium (?) sp. A,Adnatosphaeridium tutulosum,Wallodinium krutzschii,Schizocystia laevigata,Protoellipsodinium densispinum,Heslertonia striata,Diconodinium pusillum,Systematophora placacantha,Polysphaeridium zoharyi,Impagidinium aculeatum,Batiacasphaera micropapillata,Operculodinium janduchenei,Impagidinium patulum,Impagidinium paradoxum,Spiniferites ramosus,Spiniferites hyperacanthus,Spiniferites bulloideus,Pyxidinopsis sp.,Operculodinium israelianum,Operculodinium centrocarpum,Impagidinium strialatum,Tectatodinium sp.,Nematosphaeropsis lemniscata,Spiniferites mirabilis,Impletosphaeridium spp.,Achomosphaera sp.,Spiniferites rubinus,Operculodinium echigoense,Hystrichokolpoma rigaudiae,Dapsilidinium pastielsii,Comment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,123, 765,C,  8,R, 2,  61.00,    419.8100,McMinn   ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                        ,                      ,                       ,                 ,                  ,                                  ,                           ,                         ,                 ,                              ,               ,                                   ,                      ,                         ,                ,                              ,                          ,                                ,                       ,              ,                     ,                   ,                   ,                   ,                       ,                       ,                              ,                       ,                   ,                  ,                      ,                   ,                   ,                         ,                     ,                       ,                                ,                                   ,                      ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,                        ,                     ,                         ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,                      ,                    ,                 ,                         ,                         ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,                      ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,2.6%                   ,                      ,                             ,                          ,5.1%                ,5.1%                  ,2.6%                ,17.9%                     ,28.2%                  ,7.7%            ,23.1%                     ,5.1%                       ,2.6%                   ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,total count = 42; from ODP Leg 123 SR Chapter 20 Table 2 p 424-426
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,123, 765,C,  9,R, 3,  13.00,    430.4300,McMinn   ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                        ,                      ,                       ,                 ,                  ,                                  ,                           ,                         ,                 ,                              ,               ,                                   ,                      ,                         ,                ,                              ,                          ,                                ,                       ,              ,                     ,                   ,                   ,                   ,                       ,                       ,                              ,                       ,                   ,                  ,                      ,                   ,                   ,                         ,                     ,                       ,                                ,                                   ,                      ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,                        ,                     ,                         ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,                      ,                    ,                 ,                         ,                         ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,                      ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,16.7%                        ,16.7%                     ,16.7%               ,50.0%                 ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,total count = 7; from ODP Leg 123 SR Chapter 20 Table 2 p 424-426
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,                  ,              ,123, 765,C, 10,R, 4,  54.00,    441.5400,McMinn   ,Dinoflagellates/Acritarchs/Prasinophytes     ,               ,                  ,                      ,                        ,                      ,                       ,                 ,                  ,                                  ,                           ,                         ,                 ,                              ,               ,                                   ,                      ,                         ,                ,                              ,                          ,                                ,                       ,              ,                     ,                   ,                   ,                   ,                       ,                       ,                              ,                       ,                   ,                  ,                      ,                   ,                   ,                         ,                     ,                       ,                                ,                                   ,                      ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,                        ,                     ,                         ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,                      ,                    ,                 ,                         ,                         ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,                      ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,14.3%                     ,42.9%                  ,14.3%                 ,28.6%                        ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,total count = 7; from ODP Leg 123 SR Chapter 20 Table 2 p 424-426
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 33,R, 1,  38.00,    655.0800,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,F              ,                  ,                      ,                        ,                      ,                       ,F                ,T                 ,                                  ,                           ,                         ,                 ,T                             ,               ,                                   ,                      ,                         ,F               ,                              ,T                         ,                                ,                       ,R             ,                     ,                   ,                   ,T                  ,T                      ,T                      ,                              ,                       ,                   ,                  ,T                     ,                   ,                   ,                         ,                     ,                       ,                                ,                                   ,                      ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,T                       ,T                    ,                         ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,                      ,                    ,                 ,                         ,                         ,                            ,                       ,T                           ,                        ,                      ,                           ,                             ,T                              ,                     ,                          ,                   ,                        ,T                     ,T                     ,                        ,T                 ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,R                       ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,T             ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,T                       ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,T                    ,                     ,              ,F                   ,T               ,                       ,                     ,T                     ,                          ,                          ,                     ,T                         ,T                     ,T                     ,C                        ,T                              ,                    ,                           ,                      ,                      ,?                             ,T                  ,T                    ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 34,R, 1, 130.00,    665.7000,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,                  ,                      ,                        ,                      ,                       ,R                ,F                 ,                                  ,                           ,                         ,                 ,T                             ,               ,                                   ,                      ,                         ,R               ,                              ,T                         ,                                ,                       ,              ,                     ,T                  ,                   ,R                  ,F                      ,                       ,                              ,                       ,T                  ,                  ,T                     ,                   ,                   ,                         ,                     ,                       ,                                ,                                   ,                      ,T                  ,                        ,                     ,                    ,                     ,                            ,                    ,R                       ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,                        ,F                    ,                         ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,                      ,                    ,                 ,                         ,                         ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,C                     ,                      ,                        ,R                 ,                   ,                                    ,                      ,C                     ,                 ,T                  ,                              ,                     ,                     ,                        ,                                   ,                       ,                              ,T               ,F               ,                        ,                        ,T          ,                   ,                 ,T             ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,T                    ,                     ,T                    ,                     ,              ,A                   ,R               ,T                      ,                     ,                      ,                          ,                          ,                     ,                          ,T                     ,R                     ,                         ,                               ,                    ,                           ,T                     ,T                     ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,Trace occurrences of reworked Permian taxa; from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 35,R,CC,  28.00,    679.5600,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,C              ,                  ,                      ,                        ,                      ,                       ,F                ,R                 ,                                  ,                           ,                         ,                 ,                              ,               ,                                   ,                      ,                         ,R               ,                              ,T                         ,                                ,                       ,T             ,                     ,T                  ,                   ,T                  ,T                      ,C                      ,                              ,                       ,                   ,                  ,R                     ,                   ,                   ,                         ,T                    ,                       ,                                ,T                                  ,T                     ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,R                       ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,                        ,R                    ,                         ,                       ,                    ,               ,                   ,                         ,T                       ,                    ,                         ,                          ,                    ,                      ,T                     ,                    ,                 ,                         ,                         ,                            ,                       ,T                           ,                        ,                      ,                           ,                             ,R                              ,T                    ,                          ,                   ,                        ,R                     ,T                     ,                        ,T                 ,                   ,                                    ,                      ,R                     ,                 ,T                  ,                              ,T                    ,                     ,R                       ,                                   ,                       ,R                             ,                ,T               ,                        ,                        ,           ,                   ,                 ,T             ,                       ,T                ,                     ,                            ,                       ,                         ,R                            ,R                       ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,T                    ,                     ,              ,A                   ,T               ,                       ,R                    ,T                     ,T                         ,T                         ,T                    ,T                         ,T                     ,R                     ,F                        ,R                              ,T                   ,T                          ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,Trace occurrences of reworked Permian taxa; from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 37,R,CC,  11.00,    698.1900,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,T              ,                  ,                      ,                        ,                      ,T                      ,                 ,C                 ,                                  ,                           ,                         ,                 ,                              ,               ,                                   ,                      ,                         ,                ,                              ,T                         ,                                ,                       ,              ,                     ,R                  ,                   ,                   ,T                      ,R                      ,                              ,                       ,F                  ,                  ,                      ,                   ,                   ,                         ,                     ,                       ,                                ,                                   ,                      ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,C                       ,                     ,                         ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,                      ,                    ,                 ,                         ,                         ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,                      ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,T                             ,                     ,                     ,                        ,                                   ,                       ,                              ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,F                       ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,T                      ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,Trace occurrences of reworked Triassic taxa; from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 39,R,CC,   8.00,    717.9500,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,T              ,                  ,                      ,                        ,                      ,                       ,                 ,F                 ,                                  ,                           ,                         ,                 ,                              ,               ,                                   ,                      ,                         ,T               ,                              ,T                         ,                                ,                       ,              ,                     ,                   ,                   ,                   ,T                      ,                       ,                              ,                       ,R                  ,                  ,                      ,                   ,                   ,                         ,                     ,                       ,                                ,                                   ,                      ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,F                       ,T                    ,                         ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,                      ,                    ,                 ,                         ,                         ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,C                     ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,                        ,                                   ,                       ,R                             ,                ,                ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,                     ,                            ,                       ,                         ,                             ,                        ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,T                   ,F               ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 40,R, 4, 138.00,    726.8600,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,C              ,                  ,                      ,T                       ,                      ,                       ,R                ,R                 ,                                  ,                           ,                         ,                 ,T                             ,               ,                                   ,                      ,                         ,T               ,                              ,T                         ,                                ,                       ,              ,                     ,F                  ,                   ,R                  ,                       ,                       ,                              ,A                      ,T                  ,                  ,F                     ,                   ,T                  ,                         ,T                    ,                       ,T                               ,                                   ,R                     ,                   ,T                       ,                     ,                    ,                     ,                            ,                    ,F                       ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,T                     ,                        ,                     ,R                        ,                       ,                    ,               ,                   ,                         ,T                       ,                    ,                         ,                          ,                    ,                      ,                      ,                    ,                 ,                         ,R                        ,                            ,                       ,R                           ,                        ,                      ,                           ,T                            ,                               ,                     ,                          ,                   ,                        ,T                     ,                      ,T                       ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,F                       ,                                   ,T                      ,F                             ,                ,T               ,                        ,                        ,           ,                   ,                 ,              ,                       ,                 ,T                    ,                            ,T                      ,R                        ,T                            ,                        ,R                 ,                      ,                      ,                    ,T                          ,T                           ,                           ,                     ,T                    ,T                    ,T                    ,T             ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 42,R, 2, 117.00,    742.4700,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,R              ,                  ,                      ,T                       ,                      ,                       ,A                ,C                 ,                                  ,                           ,                         ,                 ,F                             ,               ,                                   ,                      ,                         ,R               ,                              ,R                         ,                                ,                       ,              ,                     ,                   ,                   ,T                  ,                       ,F                      ,                              ,C                      ,T                  ,                  ,                      ,                   ,                   ,                         ,T                    ,                       ,T                               ,                                   ,                      ,                   ,                        ,                     ,                    ,                     ,                            ,                    ,R                       ,                                 ,                          ,               ,                    ,                            ,              ,              ,                      ,                      ,                        ,C                    ,                         ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,F                     ,                    ,                 ,                         ,R                        ,                            ,                       ,                            ,                        ,                      ,                           ,                             ,                               ,                     ,                          ,                   ,                        ,F                     ,                      ,                        ,                  ,                   ,                                    ,                      ,                      ,                 ,                   ,                              ,                     ,                     ,R                       ,                                   ,T                      ,R                             ,                ,                ,                        ,                        ,           ,                   ,                 ,T             ,                       ,                 ,                     ,T                           ,                       ,T                        ,                             ,R                       ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,T                    ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,                  ,              ,123, 765,C, 42,R,CC,  14.00,    746.6200,Helby    ,Dinoflagellates/Acritarchs/Prasinophytes     ,F              ,                  ,                      ,                        ,                      ,T                      ,T                ,R                 ,                                  ,                           ,                         ,                 ,T                             ,               ,                                   ,                      ,                         ,R               ,                              ,                          ,                                ,                       ,              ,                     ,                   ,                   ,                   ,                       ,                       ,                              ,R                      ,T                  ,                  ,                      ,                   ,                   ,                         ,T                    ,                       ,                                ,                                   ,T                     ,                   ,T                       ,                     ,                    ,                     ,                            ,                    ,                        ,                                 ,                          ,T              ,                    ,                            ,              ,              ,                      ,                      ,F                       ,                     ,F                        ,                       ,                    ,               ,                   ,                         ,                        ,                    ,                         ,                          ,                    ,                      ,T                     ,T                   ,                 ,                         ,F                        ,                            ,                       ,                            ,                        ,T                     ,                           ,                             ,                               ,                     ,T                         ,                   ,                        ,T                     ,R                     ,                        ,T                 ,                   ,                                    ,                      ,                      ,                 ,T                  ,                              ,T                    ,                     ,T                       ,                                   ,T                      ,                              ,                ,                ,                        ,                        ,           ,T                  ,                 ,              ,                       ,                 ,                     ,T                           ,F                      ,                         ,                             ,R                       ,                  ,                      ,                      ,                    ,                           ,                            ,                           ,                     ,                     ,                     ,                     ,              ,                    ,                ,                       ,                     ,                      ,                          ,                          ,                     ,                          ,                      ,                      ,                         ,                               ,                    ,                           ,                      ,                      ,                              ,                   ,                     ,                          ,                       ,                      ,                             ,                          ,                    ,                      ,                    ,                          ,                       ,                ,                          ,                           ,                       ,                 ,                            ,                      ,                       ,                 ,                    ,                         ,                          ,                        ,Trace occurrences of reworked Triassic taxa; from ODP Leg 123 SR Chapter 19 Tables 1& 2 p 410 & 413-415
