leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
87,583,C,1,1,0.0,10.0,25.00,25.00,25.10,AJS, MUD,,,,,,,, SOFT, 33213000,1cd82287a0d3518ea94db38939880eaa
87,583,C,1,CC,0.0,15.0,25.00,25.21,25.26,AJS, MUD,,,,,,,, SOFT, 33213000,0fd657df332ba85c32529a8cee4b5822
87,583,C,2,1,0.0,145.0,30.00,30.00,31.45,JC," MUD,SILT",,,,,,,, SOFT, 33213000,81adacedc090c3656772205398574d8f
87,583,C,2,2,0.0,120.0,30.00,31.50,32.70,CLS," MUD,SILT",,,,,,,, SOFT, 33213000,ac0fdb61291ca4a16037b1b787c6b6fd
87,583,C,2,3,0.0,135.0,30.00,33.00,34.35,CLS," MUD,SANDY SILT",,,,,,,, SOFT, 00000000,3003ea7a07c60cf838989e88369369ec
87,583,C,2,4,0.0,60.0,30.00,34.50,35.10,CLS," MUD,SAND",,,,,,,, SOFT, 00000000,529270be3b2582fc5747e497397d0693
87,583,C,2,CC,0.0,24.0,30.00,35.22,35.36,CLS," MUD,SAND",,,,,,,, SOFT, 00000000,0845ecefa98d34f58bd98e60b20ecf56
87,583,C,3,1,0.0,150.0,35.00,35.00,36.50,CLS," MUD,SILTY TURBIDITES",,,,,,,, SOFT, 00000000,becc2118dbf4ba48bd84829ef0a14957
87,583,C,3,2,0.0,150.0,35.00,36.50,38.00,CLS," MUD, TURBIDITES",,,,,,,, SOFT, 00000000,7dbc1447f4d12d27ad1a3652dee35256
87,583,C,3,3,0.0,150.0,35.00,38.00,39.50,AT," MUD, TURBIDITES",,,,,,,, SOFT, 00000000,ff6a8e6a0967482d02ebe30c6145380e
87,583,C,3,4,0.0,43.0,35.00,39.50,39.93,AT," MUD,SAND",,,,,,,, SOFT, 00000000,4c14f065510f06476e291ee337f4ffde
87,583,C,4,1,0.0,150.0,40.00,40.00,41.50,COUL," MUD,SILT,SAND",,,,,,,, SOFT, 00000000,f5ce54bf976f9f5e492dff8c7e18ee85
87,583,C,4,2,0.0,135.0,40.00,41.50,42.85,COUL," MUD,SILT,SAND",,,,,,,, SOFT, 00000000,8b517612b8c60888c0f99187d6b41bf2
87,583,C,4,3,0.0,12.0,40.00,43.00,43.12,COUL, MUD,,,,,,,, SOFT, 00000000,f7afe8ccd2195f05c273df1e866f4488
87,583,C,4,CC,0.0,33.0,40.00,43.22,43.45,COUL, MUD,,,,,,,, SOFT, 00000000,1cf9b0735737e80008fe30953382e0e9
87,583,C,5,1,0.0,150.0,45.00,45.00,46.50,JC, MUD,,,,,,,, SOFT, 00000000,d43e0b3180f50f8a20a7809064fa8c12
87,583,C,5,2,0.0,150.0,45.00,46.50,48.00,JC, MUD,,,,,,,, SOFT, 00000000,0c76449376236d56449f716664575783
87,583,C,5,3,0.0,80.0,45.00,48.00,48.80,JC, MUD,,,,,,,, SOFT, 33213000,c5fb2c9fa5de0afbf99fe90db507182f
87,583,C,5,CC,0.0,15.0,45.00,48.90,48.95,JC, MUD,,,,,,,, SOFT, 33213000,677e6bf5fd12fe49c7cdbd8b9d679e56
