Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,verbatim_name,name comment field,Comment,Notes (change to Internal only notes?),comments,eodp_id
,?,Ammodiscus,,,,incertus,,,,? Ammodiscus incertus,benthic_forams,Ammodiscus incertus (q),,,,,NOAA-1-96:23
,,Ammodiscus,,,,peruvianus,,,,Ammodiscus peruvianus,benthic_forams,Ammodiscus peruvianus,,,,,NOAA-1-96:24
,,Ammolagena,,,,clavata,,,,Ammolagena clavata,benthic_forams,Ammolagena clavata,,,,,NOAA-1-96:25
,,Ammomassilina,,,,alveoliniformis,,,,Ammomassilina alveoliniformis,benthic_forams,Ammomassilina alveoliniformis,,,,,NOAA-1-96:26
,?,Ammomassilina,,,,alveoliniformis,,,,? Ammomassilina alveoliniformis,benthic_forams,Ammomassilina alveoliniformis (q),,,,,NOAA-1-96:27
,,Ammonia,,,,ammoniformis,,,,Ammonia ammoniformis,benthic_forams,Ammonia ammoniformis,,,,,NOAA-1-96:28
,,Ammonia,,,,hatatensis,,,,Ammonia hatatensis,benthic_forams,Ammonia hatatensis,,,,,NOAA-1-96:29
,,Ammonia,,,,parkinsoniana,,,,Ammonia parkinsoniana,benthic_forams,Ammonia parkinsoniana,,,,,NOAA-1-96:30
,,Ammonia,,,,perlucida,,,,Ammonia perlucida,benthic_forams,Ammonia perlucida,,,,,NOAA-1-96:31
,,Ammonia,,,,sikokuensis,,,,Ammonia sikokuensis,benthic_forams,Ammonia sikokuensis,,,,,NOAA-1-96:32
,,Ammonia,,,,viennensis-compacta,,,,Ammonia viennensis-compacta,benthic_forams,Ammonia viennensis-compacta,,,"intergrade? AF (summer 21): compacta is no longer a valid species (circa 2019), but was at the time, so it was an intergrade then. It should now be put under viennensis, I would figure",,NOAA-1-96:33
,,Ammopalmula,,,,sp.,,,,Ammopalmula sp.,benthic_forams,Ammopalmula sp.,,,,,NOAA-1-96:34
,,Ammoscalaria,,,,pseudospiralis,,,,Ammoscalaria pseudospiralis,benthic_forams,Ammoscalaria pseudospiralis,,,,,NOAA-1-96:35
,?,Ammoscalaria,,,,pseudospiralis,,,,? Ammoscalaria pseudospiralis,benthic_forams,Ammoscalaria pseudospiralis (q),,,,,NOAA-1-96:36
,?,Ammosphaeroidina,,,,sp.,,,,? Ammosphaeroidina sp.,benthic_forams,Ammosphaeroidina (q),,,,,NOAA-1-96:37
,,Ammotium,,,,cassis,,,,Ammotium cassis,benthic_forams,Ammotium cassis,,,,,NOAA-1-96:38
,,Amphicoryna,,,,scalaris,,sagamiensis,,Amphicoryna scalaris sagamiensis,benthic_forams,Amphicoryna scalaris sagamiensis,,,,,NOAA-1-96:39
,,Amphimorphina,,,,lessonii,,,,Amphimorphina lessonii,benthic_forams,Amphimorphina lessonii,,,,,NOAA-1-96:40
,,Angulogavelinella,,,,becariiformis,,,,Angulogavelinella becariiformis,benthic_forams,Angulogavelinella becariiformis,,,,,NOAA-1-96:41
,,Angulogerina,,,,carinata,,,,Angulogerina carinata,benthic_forams,Angulogerina carinata,,,,,NOAA-1-96:42
,,Angulogerina,,,,cuneata,,,,Angulogerina cuneata,benthic_forams,Angulogerina cuneata,,,,,NOAA-1-96:43
,,Angulogerina,,,,esuriens,,,,Angulogerina esuriens,benthic_forams,Angulogerina esuriens,,,,,NOAA-1-96:44
,,Angulogerina,,,,illingi,,,,Angulogerina illingi,benthic_forams,Angulogerina illingi,,,,,NOAA-1-96:45
,,Angulogerina,,,,kokozuraensis,,,,Angulogerina kokozuraensis,benthic_forams,Angulogerina kokozuraensis,,,,,NOAA-1-96:46
,,Angulogerina,,,,occidentalis,,,,Angulogerina occidentalis,benthic_forams,Angulogerina occidentalis,,,,,NOAA-1-96:47
,,Angulogerina,,,,sp.,,,,Angulogerina sp.,benthic_forams,Angulogerina sp.,,,,,NOAA-1-96:48
,,Angulogerina,,,,virginiana,,,,Angulogerina virginiana,benthic_forams,Angulogerina virginiana,,,,,NOAA-1-96:49
,,Anomalina,,,,acuta,,,,Anomalina acuta,benthic_forams,Anomalina acuta,,,,,NOAA-1-96:50
,,Anomalina,,,,affinis,,,,Anomalina affinis,benthic_forams,Anomalina affinis,,,,,NOAA-1-96:51
,,Anomalina,,,,alazensis,,,,Anomalina alazensis,benthic_forams,Anomalina alazensis,,,,,NOAA-1-96:52
,,Anomalina,,,,alazensis,,spissiformis,,Anomalina alazensis spissiformis,benthic_forams,Anomalina alazensis spissiformis,,,,,NOAA-1-96:53
,,Anomalina,,,,aragonensis,,,,Anomalina aragonensis,benthic_forams,Anomalina aragonensis,,,,,NOAA-1-96:54
,,Anomalina,,,,capita,,,,Anomalina capita,benthic_forams,Anomalina capita,,,,,NOAA-1-96:55
,,Anomalina,,,,cicatricosus,,,,Anomalina cicatricosus,benthic_forams,Anomalina cicatricosus,,,,,NOAA-1-96:56
,,Anomalina,,,,cubana,,,,Anomalina cubana,benthic_forams,Anomalina cubana,,,,,NOAA-1-96:57
,,Anomalina,,,,dorri,,aragonensis,,Anomalina dorri aragonensis,benthic_forams,Anomalina dorri aragonensis,,,,,NOAA-1-96:58
,,Anomalina,,,,flintii,,,,Anomalina flintii,benthic_forams,Anomalina flintii,,,,,NOAA-1-96:59
,,Anomalina,,,,globulosa,,,,Anomalina globulosa,benthic_forams,Anomalina globulosa,,,,,NOAA-1-96:60
,,Anomalina,,,,helicina,,,,Anomalina helicina,benthic_forams,Anomalina helicina,,,,,NOAA-1-96:61
,,Anomalina,,,,illingi,,,,Anomalina illingi,benthic_forams,Anomalina illingi,,,,,NOAA-1-96:62
,,Anomalina,,,,midwayensis,,,,Anomalina midwayensis,benthic_forams,Anomalina midwayensis,,,,,NOAA-1-96:63
,,Anomalina,,,,pompilioides,,,,Anomalina pompilioides,benthic_forams,Anomalina pompilioides,,,,,NOAA-1-96:64
,,Anomalina,,,,praespissiformis,,,,Anomalina praespissiformis,benthic_forams,Anomalina praespissiformis,,,,,NOAA-1-96:65
,,Anomalina,,,,semicribrata,,,,Anomalina semicribrata,benthic_forams,Anomalina semicribrata,,,,,NOAA-1-96:66
,,Anomalina,,,,spissiformis,,,,Anomalina spissiformis,benthic_forams,Anomalina spissiformis,,,,,NOAA-1-96:67
,?,Anomalina,,,,spissiformis,,,,? Anomalina spissiformis,benthic_forams,Anomalina spissiformis (q),,,,,NOAA-1-96:68
,,Anomalina,,,,subbadensis,,,,Anomalina subbadensis,benthic_forams,Anomalina subbadensis,,,,,NOAA-1-96:69
,,Anomalina,,,,welleri,,,,Anomalina welleri,benthic_forams,Anomalina welleri,,,,,NOAA-1-96:70
,,Anomalinoides,,,,acuta,,,,Anomalinoides acuta,benthic_forams,Anomalinoides acuta,,,,,NOAA-1-96:71
,,Anomalinoides,,,,alazanensis,,,,Anomalinoides alazanensis,benthic_forams,Anomalinoides alazanensis,,,,,NOAA-1-96:72
,,Anomalinoides,,,,aragonensis,,,,Anomalinoides aragonensis,benthic_forams,Anomalinoides aragonensis,,,,,NOAA-1-96:73
,,Anomalinoides,,,,badensis,,,,Anomalinoides badensis,benthic_forams,Anomalinoides badensis,,,,,NOAA-1-96:74
,,Anomalinoides,,,,cicatricosus,,,,Anomalinoides cicatricosus,benthic_forams,Anomalinoides cicatricosus,,,,,NOAA-1-96:75
,,Anomalinoides,,,,ciperensis,,,,Anomalinoides ciperensis,benthic_forams,Anomalinoides ciperensis,,,,,NOAA-1-96:76
,,Anomalinoides,,,,flinti,,,,Anomalinoides flinti,benthic_forams,Anomalinoides flinti,,,,,NOAA-1-96:77
,,Anomalinoides,,,,globulosa,,,,Anomalinoides globulosa,benthic_forams,Anomalinoides globulosa,,,,,NOAA-1-96:78
,,Anomalinoides,,,,howelli,,,,Anomalinoides howelli,benthic_forams,Anomalinoides howelli,,,,,NOAA-1-96:79
,?,Anomalinoides,,,,macroglabra,,,,? Anomalinoides macroglabra,benthic_forams,Anomalinoides macroglabra (q),,,,,NOAA-1-96:80
,,Anomalinoides,,,,nobilis,,,,Anomalinoides nobilis,benthic_forams,Anomalinoides nobilis,,,,,NOAA-1-96:81
,,Anomalinoides,,,,pinguiglabra,,,,Anomalinoides pinguiglabra,benthic_forams,Anomalinoides pinguiglabra,,,,,NOAA-1-96:82
,?,Anomalinoides,,,,pinguiglabra,,,,? Anomalinoides pinguiglabra,benthic_forams,Anomalinoides pinguiglabra (q),,,,,NOAA-1-96:83
,,Anomalinoides,,,,pompilioides,,,,Anomalinoides pompilioides,benthic_forams,Anomalinoides pompilioides,,,,,NOAA-1-96:84
,,Anomalinoides,,,,praespissiformis,,,,Anomalinoides praespissiformis,benthic_forams,Anomalinoides praespissiformis,,,,,NOAA-1-96:85
,,Anomalinoides,,,,pseudogrosserugosa,,,,Anomalinoides pseudogrosserugosa,benthic_forams,Anomalinoides pseudogrosserugosa,,,,,NOAA-1-96:86
,,Anomalinoides,,,,semicribrata,,,,Anomalinoides semicribrata,benthic_forams,Anomalinoides semicribrata,,,,,NOAA-1-96:87
,,Anomalinoides,,,,semiteres,,,,Anomalinoides semiteres,benthic_forams,Anomalinoides semiteres,,,,,NOAA-1-96:88
,,Anomalinoides,,,,trinitalensis,,,,Anomalinoides trinitalensis,benthic_forams,Anomalinoides trinitalensis,,,,,NOAA-1-96:89
,,Aragonia,,,,anauna,,,,Aragonia anauna,benthic_forams,Aragonia anauna,,,,,NOAA-1-96:90
,,Aragonia,,,,capdevilensis,,,,Aragonia capdevilensis,benthic_forams,Aragonia capdevilensis,,,,,NOAA-1-96:91
,,Aragonia,,,,semi-reticulata,,,,Aragonia semi-reticulata,benthic_forams,Aragonia semi-reticulata,,,,,NOAA-1-96:92
,,Aragonia,,,,trinitatensis,,,,Aragonia trinitatensis,benthic_forams,Aragonia trinitatensis,,,,,NOAA-1-96:93
,,Aragonia,,,,velascoensis,,,,Aragonia velascoensis,benthic_forams,Aragonia velascoensis,,,,,NOAA-1-96:94
,,Aragonia,,,,aragonensis,,,,Aragonia aragonensis,benthic_forams,Aragonina aragonensis,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:95
,,Aragonia,,,,velascoensis,,,,Aragonia velascoensis,benthic_forams,Aragonina velascoensis,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:96
,?,Arenobulimina,,,,cuskleyae,,,,? Arenobulimina cuskleyae,benthic_forams,Arenobulimina cuskleyae (q),,,,,NOAA-1-96:97
,,Arenobulimina,,,,ovoidea,,,,Arenobulimina ovoidea,benthic_forams,Arenobulimina ovoidea,,,,,NOAA-1-96:98
,,Articulina,,,,sp.,,,,Articulina sp.,benthic_forams,Articulina sp.,,,,,NOAA-1-96:99
,,Articulina,,,,tubulosa,,,,Articulina tubulosa,benthic_forams,Articulina tubulosa,,,,,NOAA-1-96:100
,,Assilina,,,,leymeriei,,,,Assilina leymeriei,benthic_forams,Assilina leymeriei,,,,,NOAA-1-96:101
,,Astacolus,,,,calliopsis,,,,Astacolus calliopsis,benthic_forams,Astacolus calliopsis,,,,,NOAA-1-96:102
,,Astacolus,,,,crepidularis,,,,Astacolus crepidularis,benthic_forams,Astacolus crepidularis,,,,,NOAA-1-96:103
,?,Astacolus,,,,crepidularis,,,,? Astacolus crepidularis,benthic_forams,Astacolus crepidularis (q),,,,,NOAA-1-96:104
,,Asterigerina,,,,crassaformis,,,,Asterigerina crassaformis,benthic_forams,Asterigerina crassaformis,,,,,NOAA-1-96:105
,,Asterigerina,,,,guraboensis,,,,Asterigerina guraboensis,benthic_forams,Asterigerina guraboensis,,,,,NOAA-1-96:106
,,Asterigerinata,,,,mamilla,,,,Asterigerinata mamilla,benthic_forams,Asterigerinata mamilla,,,,,NOAA-1-96:107
,,Asterocyclina,,,,malladai,,,,Asterocyclina malladai,benthic_forams,Asterocyclina malladai,,,,,NOAA-1-96:108
,,Asterocyclina,,,,matanzensis,,,,Asterocyclina matanzensis,benthic_forams,Asterocyclina matanzensis,,,,,NOAA-1-96:109
,,Asterocyclina,,,,penuria,,,,Asterocyclina penuria,benthic_forams,Asterocyclina penuria,,,,,NOAA-1-96:110
,,Asterocyclina,,,,sp.,,,,Asterocyclina sp.,benthic_forams,Asterocyclina sp.,,,,,NOAA-1-96:111
,,Astrorhiza,,,,granulosa,,,,Astrorhiza granulosa,benthic_forams,Astrohiza granulosa,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:112
,,Astrononion,,,,astrale,,,,Astrononion astrale,benthic_forams,Astronion astrale,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:113
"""Astronion charlottensis""",,,,,,,,,,"""Astronion charlottensis""",benthic_forams,Astronion charlottensis,,Consulted with ET; not a known genus-species pair,"JAS: need help with this one, could be a misspelling for Astrononion, but I can't find Astrononion charlottensis. AF(summer 21): Requires benthic specialist. It does look like it's a misspelling, but there are multiple charlottensis w/in the benthic forams, and I'm not positive that this is going to be what _was_ Trochammina charlottensis (which is even Paratrochammina now).",,NOAA-1-96:114
,,Astrononion,,,,echolsi,,,,Astrononion echolsi,benthic_forams,Astronion echolsi,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:115
,,Astrononion,,,,gallowayi,,,,Astrononion gallowayi,benthic_forams,Astronion gallowayi,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:116
,,Astrononion,,,,guadelupae,,,,Astrononion guadelupae,benthic_forams,Astronion guadelupae,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:117
,,Astrononion,,,,impressum,,,,Astrononion impressum,benthic_forams,Astronion impressum,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:118
,,Astrononion,,,,pusillum,,,,Astrononion pusillum,benthic_forams,Astronion pusillum,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:119
,,Astrononion,,,,sp.,,,,Astrononion sp.,benthic_forams,Astronion sp.,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:120
,,Astrononion,,,,umbilicatulum,,,,Astrononion umbilicatulum,benthic_forams,Astronion umbilicatulum,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:121
,,Baggatella,,,,sp.,,,,Baggatella sp.,benthic_forams,Baggatellla sp.,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:122
,,Baggina,,,,dominicana,,,,Baggina dominicana,benthic_forams,Baggina dominicana,,,,,NOAA-1-96:123
,,Bandyella,,,,beckmanni,,,,Bandyella beckmanni,benthic_forams,Bandyella beckmanni,,,,,NOAA-1-96:124
,?,Bathysiphon,,,,alba,,,,? Bathysiphon alba,benthic_forams,Bathysiphon alba (q),,,,,NOAA-1-96:125
,?,Bathysiphon,,,,cyclindrica,,,,? Bathysiphon cyclindrica,benthic_forams,Bathysiphon cyclindrica (q),,,,,NOAA-1-96:126
,,Bathysiphon,,,,discreta,,,,Bathysiphon discreta,benthic_forams,Bathysiphon discreta,,,,,NOAA-1-96:127
,,Bathysiphon,,,,eocenicus,,,,Bathysiphon eocenicus,benthic_forams,Bathysiphon eocenicus,,,,,NOAA-1-96:128
,,Bathysiphon,,,,nodosariaformis,,,,Bathysiphon nodosariaformis,benthic_forams,Bathysiphon nodosariaformis,,,,,NOAA-1-96:129
,,Biloculinella,,,,sp.,,,,Biloculinella sp.,benthic_forams,Biloculinellla sp.,,genus misspelled; WoRMS (JAS),,,NOAA-1-96:130
,?,Biplanispira,,,,sp.,,,,? Biplanispira sp.,benthic_forams,Biplanispira sp. (q),,,,,NOAA-1-96:131
,,Boldia,,,,cushmani,,,,Boldia cushmani,benthic_forams,Boldia cushmani,,,,,NOAA-1-96:132
,,Boldia,,,,sp.,,,,Boldia sp.,benthic_forams,Boldia sp.,,,,,NOAA-1-96:133
,,Bulimina,,,,exilis,,,,Bulimina exilis,benthic_forams,Boliminella exilis,,"genus misspelled , ET","JAS: misspelling? http://www.marinespecies.org/foraminifera/aphia.php?p=taxdetails&id=417980 AF(Summer 21): I think so, but want specialist look because it's different enough (and exilis is a very common foram species name); ET: yes, it is a typo (see taxonomic discussion in 'Need Specialist' tab)",,NOAA-1-96:134
,,Bolivina,,,,acerosa,,,,Bolivina acerosa,benthic_forams,Bolivina acerosa,,,,,NOAA-1-96:135
,,Bolivina,,,,acuminata,,,,Bolivina acuminata,benthic_forams,Bolivina acuminata,,,,,NOAA-1-96:136
,,Bolivina,,,,advena,,,,Bolivina advena,benthic_forams,Bolivina advena,,,,,NOAA-1-96:137
,,Bolivina,,,,advena,,striatella,,Bolivina advena striatella,benthic_forams,Bolivina advena striatella,,,,,NOAA-1-96:138
,?,Bolivina,,,,advena,,striatella,,? Bolivina advena striatella,benthic_forams,Bolivina advena striatella (q),,,,,NOAA-1-96:139
,,Bolivina,,,,aenariensis,,,,Bolivina aenariensis,benthic_forams,Bolivina aenariensis,,,,,NOAA-1-96:140
,,Bolivina,,,,alazanensis,,,,Bolivina alazanensis,benthic_forams,Bolivina alazanensis,,,,,NOAA-1-96:141
,?,Bolivina,,,,alazanensis,,,,? Bolivina alazanensis,benthic_forams,Bolivina alazanensis (q),,,,,NOAA-1-96:142
,,Bolivina,,,,albatrossi,,,,Bolivina albatrossi,benthic_forams,Bolivina albatrossi,,,,,NOAA-1-96:143
,,Bolivina,,,,alta,,,,Bolivina alta,benthic_forams,Bolivina alta,,,,,NOAA-1-96:144
,,Bolivina,,,,anastomosa,,,,Bolivina anastomosa,benthic_forams,Bolivina anastomosa,,,,,NOAA-1-96:145
,,Bolivina,,,,anglica,,,,Bolivina anglica,benthic_forams,Bolivina anglica,,,,,NOAA-1-96:146
,?,Bolivina,,,,anglica,,,,? Bolivina anglica,benthic_forams,Bolivina anglica (q),,,,,NOAA-1-96:147
,,Bolivina,,,,antegressa,,,,Bolivina antegressa,benthic_forams,Bolivina antegressa,,,,,NOAA-1-96:148
,,Bolivina,,,,antegressa,,angulata,,Bolivina antegressa angulata,benthic_forams,Bolivina antegressa angulata,,,,,NOAA-1-96:149
,,Bolivina,,,,beyrichi,,,,Bolivina beyrichi,benthic_forams,Bolivina beyrichi,,,,,NOAA-1-96:150
,,Bolivina,,,,bicostata,,,,Bolivina bicostata,benthic_forams,Bolivina bicostata,,,,,NOAA-1-96:151
,?,Bolivina,,,,bicostata,,,,? Bolivina bicostata,benthic_forams,Bolivina bicostata (q),,,,,NOAA-1-96:152
,,Bolivina,,,,bradyi,,,,Bolivina bradyi,benthic_forams,Bolivina bradyi,,,,,NOAA-1-96:153
,,Bolivina,,,,bramletti,,,,Bolivina bramletti,benthic_forams,Bolivina bramletti,,,,,NOAA-1-96:154
,,Bolivina,,,,californica,,,,Bolivina californica,benthic_forams,Bolivina californica,,,,,NOAA-1-96:155
,,Bolivina,,,,catanensis,,,,Bolivina catanensis,benthic_forams,Bolivina catanensis,,,,,NOAA-1-96:156
,,Bolivina,,,,compacta,,,,Bolivina compacta,benthic_forams,Bolivina compacta,,,,,NOAA-1-96:157
,,Bolivina,,,,conica,,,,Bolivina conica,benthic_forams,Bolivina conica,,,,,NOAA-1-96:158
,,Bolivina,,,,crenulata,,,,Bolivina crenulata,benthic_forams,Bolivina crenulata,,,,,NOAA-1-96:159
,,Bolivina,,,,daniensis,,,,Bolivina daniensis,benthic_forams,Bolivina daniensis,,,,,NOAA-1-96:160
,,Bolivina,,,,dilatata,,,,Bolivina dilatata,benthic_forams,Bolivina dilatata,,,,,NOAA-1-96:161
,,Bolivina,,,,foraminata,,,,Bolivina foraminata,benthic_forams,Bolivina foraminata,,,,,NOAA-1-96:162
,,Bolivina,,,,gasparensis,,,,Bolivina gasparensis,benthic_forams,Bolivina gasparensis,,,,,NOAA-1-96:163
,?,Bolivina,,,,gladius,,,,? Bolivina gladius,benthic_forams,Bolivina gladius (q),,,,,NOAA-1-96:164
,,Bolivina,,,,globulosa,,,,Bolivina globulosa,benthic_forams,Bolivina globulosa,,,,,NOAA-1-96:165
,,Bolivina,,,,granti,,,,Bolivina granti,benthic_forams,Bolivina granti,,,,,NOAA-1-96:166
,,Bolivina,,,,hebes,,,,Bolivina hebes,benthic_forams,Bolivina hebes,,,,,NOAA-1-96:167
,,Bolivina,,,,humilis,,,,Bolivina humilis,benthic_forams,Bolivina humilis,,,,,NOAA-1-96:168
,?,Bolivina,,,,humilis,,,,? Bolivina humilis,benthic_forams,Bolivina humilis (q),,,,,NOAA-1-96:169
,,Bolivina,,,,inflata,,,,Bolivina inflata,benthic_forams,Bolivina inflata,,,,,NOAA-1-96:170
,,Bolivina,,,,interjuncta,,,,Bolivina interjuncta,benthic_forams,Bolivina interjuncta,,,,,NOAA-1-96:171
,,Bolivina,,,,marginata,,,,Bolivina marginata,benthic_forams,Bolivina marginata,,,,,NOAA-1-96:172
,,Bolivina,,,,midwayensis,,,,Bolivina midwayensis,benthic_forams,Bolivina midwayensis,,,,,NOAA-1-96:173
,?,Bolivina,,,,nacheolensis,,,,? Bolivina nacheolensis,benthic_forams,Bolivina nacheolensis (q),,,,,NOAA-1-96:174
,,Bolivina,,,,obscuratum,,,,Bolivina obscuratum,benthic_forams,Bolivina obscuratum,,,,,NOAA-1-96:175
,,Bolivina,,,,parvula,,,,Bolivina parvula,benthic_forams,Bolivina parvula,,,,,NOAA-1-96:176
,,Bolivina,,,,peirsonae,,,,Bolivina peirsonae,benthic_forams,Bolivina peirsonae,,,,,NOAA-1-96:177
,,Bolivina,,,,placentina,,,,Bolivina placentina,benthic_forams,Bolivina placentina,,,,,NOAA-1-96:178
,,Bolivina,,,,plicata,,,,Bolivina plicata,benthic_forams,Bolivina plicata,,,,,NOAA-1-96:179
,,Bolivina,,,,pseudobeyrichi,,,,Bolivina pseudobeyrichi,benthic_forams,Bolivina pseudobeyrichi,,,,,NOAA-1-96:180
,,Bolivina,,,,pseudospissa,,,,Bolivina pseudospissa,benthic_forams,Bolivina pseudospissa,,,,,NOAA-1-96:181
,?,Bolivina,,,,pseudospissa,,,,? Bolivina pseudospissa,benthic_forams,Bolivina pseudospissa (q),,,,,NOAA-1-96:182
,,Bolivina,,,,quadrilatera,,,,Bolivina quadrilatera,benthic_forams,Bolivina quadrilatera,,,,,NOAA-1-96:183
,,Bolivina,,,,scrabata,,,,Bolivina scrabata,benthic_forams,Bolivina scrabata,,,,,NOAA-1-96:184
,,Bolivina,,,,semiperforata,,,,Bolivina semiperforata,benthic_forams,Bolivina semiperforata,,,,,NOAA-1-96:185
,?,Bolivina,,,,semiperforata,,,,? Bolivina semiperforata,benthic_forams,Bolivina semiperforata (q),,,,,NOAA-1-96:186
,,Bolivina,,,,silvestrina,,,,Bolivina silvestrina,benthic_forams,Bolivina silvestrina,,,,,NOAA-1-96:187
,?,Bolivina,,,,simpsoni,,,,? Bolivina simpsoni,benthic_forams,Bolivina simpsoni (q),,,,,NOAA-1-96:188
,,Bolivina,,,,sinuatum,,,,Bolivina sinuatum,benthic_forams,Bolivina sinuatum,,,,,NOAA-1-96:189
,?,Bolivina,,,,sinuatum,,,,? Bolivina sinuatum,benthic_forams,Bolivina sinuatum (q),,,,,NOAA-1-96:190
,,Bolivina,,,,spiralis,,,,Bolivina spiralis,benthic_forams,Bolivina spiralis,,,,,NOAA-1-96:191
,?,Bolivina,,,,spiralis,,,,? Bolivina spiralis,benthic_forams,Bolivina spiralis (q),,,,,NOAA-1-96:192
,,Bolivina,,,,striatacarinata,,,,Bolivina striatacarinata,benthic_forams,Bolivina striatacarinata,,,,,NOAA-1-96:193
,,Bolivina,,,,subadvena,,,,Bolivina subadvena,benthic_forams,Bolivina subadvena,,,,,NOAA-1-96:194
,,Bolivina,,,,subadvena,,sulphrensis,,Bolivina subadvena sulphrensis,benthic_forams,Bolivina subadvena sulphrensis,,,,,NOAA-1-96:195
,?,Bolivina,,,,subadvena,,,,? Bolivina subadvena,benthic_forams,Bolivina subadvena(q),,,,,NOAA-1-96:196
,,Bolivina,,,,subangularis,,osagensis,,Bolivina subangularis osagensis,benthic_forams,Bolivina subangularis osagensis,,,,,NOAA-1-96:197
,,Bolivina,,,,sublobata,,,,Bolivina sublobata,benthic_forams,Bolivina sublobata,,,,,NOAA-1-96:198
,,Bolivina,,,,subspinescens,,,,Bolivina subspinescens,benthic_forams,Bolivina subspinescens,,,,,NOAA-1-96:199
,,Bolivina,,,,tectiformis,,,,Bolivina tectiformis,benthic_forams,Bolivina tectiformis,,,,,NOAA-1-96:200
,,Bolivina,,,,thalmani,,,,Bolivina thalmani,benthic_forams,Bolivina thalmani,,,,,NOAA-1-96:201
