taxon_group,genus name,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,check,unranked clade_taxon_id,unranked clade_taxon_name,genus_taxon_id,genus_taxon_name
benthic_forams,Abyssamina,762,Abyssamina,genus,103796,Chilostomellidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Adercotryma,774,Adercotryma,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Alabamina,788,Alabamina,genus,82213,Alabaminidae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Alabaminoides,789,Alabaminoides,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Alabaminella,423746,Alabaminella,genus,241423,Eponididae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Allomorphinella,795,Allomorphinella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Alveolophragmium,805,Alveolophragmium,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Ammobaculites,813,Ammobaculites,genus,103761,Haplophragmoiidae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Ammobaculoides,814,Ammobaculoides,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Ammodiscus,818,Ammodiscus,genus,112199,Ammodiscidae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Ammolagena,821,Ammolagena,genus,112199,Ammodiscidae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Ammomassilina,240354,Ammomassilina,genus,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Ammonia,823,Ammonia,genus,103768,Rotaliidae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Ammopalmula,824,Ammopalmula,genus,103761,Haplophragmoiidae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Ammoscalaria,825,Ammoscalaria,genus,250221,Discamminidae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Ammosphaeroidina,827,Ammosphaeroidina,genus,112313,Ammosphaeroidinidae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Ammotium,829,Ammotium,genus,103761,Haplophragmoiidae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Amphicoryna,835,Amphicoryna,genus,112281,Vaginulinidae,428878,Vaginulinida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Amphimorphina,836,Amphimorphina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Angulogavelinella,851,Angulogavelinella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Angulogerina,852,Angulogerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Anomalina,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria,True,,,,
benthic_forams,Anomalinoides,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria,True,,,,
