Any taxon above genus,genus modifier,genus name,subgenera modifier,subgenera name,species modifier,species name,subspecies modifier,subspecies name,non-taxa descriptor,normalized_name,taxon_group,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name
,,Angulogavelinella,,,,becariiformis,,,,Angulogavelinella becariiformis,benthic_forams,851,Angulogavelinella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Angulogerina,,,,carinata,,,,Angulogerina carinata,benthic_forams,852,Angulogerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Angulogerina,,,,cuneata,,,,Angulogerina cuneata,benthic_forams,852,Angulogerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Angulogerina,,,,esuriens,,,,Angulogerina esuriens,benthic_forams,852,Angulogerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Angulogerina,,,,illingi,,,,Angulogerina illingi,benthic_forams,852,Angulogerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Angulogerina,,,,kokozuraensis,,,,Angulogerina kokozuraensis,benthic_forams,852,Angulogerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Angulogerina,,,,occidentalis,,,,Angulogerina occidentalis,benthic_forams,852,Angulogerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Angulogerina,,,,sp.,,,,Angulogerina sp.,benthic_forams,852,Angulogerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Angulogerina,,,,virginiana,,,,Angulogerina virginiana,benthic_forams,852,Angulogerina,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,acuta,,,,Anomalina acuta,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,affinis,,,,Anomalina affinis,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,alazensis,,,,Anomalina alazensis,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,alazensis,,spissiformis,,Anomalina alazensis spissiformis,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,aragonensis,,,,Anomalina aragonensis,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,capita,,,,Anomalina capita,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,cicatricosus,,,,Anomalina cicatricosus,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,cubana,,,,Anomalina cubana,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,dorri,,aragonensis,,Anomalina dorri aragonensis,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,flintii,,,,Anomalina flintii,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,globulosa,,,,Anomalina globulosa,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,helicina,,,,Anomalina helicina,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,illingi,,,,Anomalina illingi,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,midwayensis,,,,Anomalina midwayensis,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,pompilioides,,,,Anomalina pompilioides,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,praespissiformis,,,,Anomalina praespissiformis,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,semicribrata,,,,Anomalina semicribrata,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,spissiformis,,,,Anomalina spissiformis,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,?,Anomalina,,,,spissiformis,,,,? Anomalina spissiformis,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,subbadensis,,,,Anomalina subbadensis,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalina,,,,welleri,,,,Anomalina welleri,benthic_forams,86769,Anomalina,genus,103798,Anomalinidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,acuta,,,,Anomalinoides acuta,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,alazanensis,,,,Anomalinoides alazanensis,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,aragonensis,,,,Anomalinoides aragonensis,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,badensis,,,,Anomalinoides badensis,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,cicatricosus,,,,Anomalinoides cicatricosus,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,ciperensis,,,,Anomalinoides ciperensis,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,flinti,,,,Anomalinoides flinti,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,globulosa,,,,Anomalinoides globulosa,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,howelli,,,,Anomalinoides howelli,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,?,Anomalinoides,,,,macroglabra,,,,? Anomalinoides macroglabra,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,nobilis,,,,Anomalinoides nobilis,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,pinguiglabra,,,,Anomalinoides pinguiglabra,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,?,Anomalinoides,,,,pinguiglabra,,,,? Anomalinoides pinguiglabra,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,pompilioides,,,,Anomalinoides pompilioides,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,praespissiformis,,,,Anomalinoides praespissiformis,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,pseudogrosserugosa,,,,Anomalinoides pseudogrosserugosa,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,semicribrata,,,,Anomalinoides semicribrata,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,semiteres,,,,Anomalinoides semiteres,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Anomalinoides,,,,trinitalensis,,,,Anomalinoides trinitalensis,benthic_forams,859,Anomalinoides,genus,155878,Heterolepidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Aragonia,,,,anauna,,,,Aragonia anauna,benthic_forams,865,Aragonia,genus,432106,Loxostomatidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Aragonia,,,,capdevilensis,,,,Aragonia capdevilensis,benthic_forams,865,Aragonia,genus,432106,Loxostomatidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Aragonia,,,,semi-reticulata,,,,Aragonia semi-reticulata,benthic_forams,865,Aragonia,genus,432106,Loxostomatidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Aragonia,,,,trinitatensis,,,,Aragonia trinitatensis,benthic_forams,865,Aragonia,genus,432106,Loxostomatidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Aragonia,,,,velascoensis,,,,Aragonia velascoensis,benthic_forams,865,Aragonia,genus,432106,Loxostomatidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Aragonia,,,,aragonensis,,,,Aragonia aragonensis,benthic_forams,865,Aragonia,genus,432106,Loxostomatidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,?,Arenobulimina,,,,cuskleyae,,,,? Arenobulimina cuskleyae,benthic_forams,879,Arenobulimina,genus,112207,Globotextulariidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Arenobulimina,,,,ovoidea,,,,Arenobulimina ovoidea,benthic_forams,879,Arenobulimina,genus,112207,Globotextulariidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Articulina,,,,sp.,,,,Articulina sp.,benthic_forams,890,Articulina,genus,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria
,,Articulina,,,,tubulosa,,,,Articulina tubulosa,benthic_forams,890,Articulina,genus,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria
,,Assilina,,,,leymeriei,,,,Assilina leymeriei,benthic_forams,897,Assilina,genus,103799,Nummulitidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astacolus,,,,calliopsis,,,,Astacolus calliopsis,benthic_forams,898,Astacolus,genus,112281,Vaginulinidae,428878,Vaginulinida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
,,Astacolus,,,,crepidularis,,,,Astacolus crepidularis,benthic_forams,898,Astacolus,genus,112281,Vaginulinidae,428878,Vaginulinida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
,?,Astacolus,,,,crepidularis,,,,? Astacolus crepidularis,benthic_forams,898,Astacolus,genus,112281,Vaginulinidae,428878,Vaginulinida,428875,Nodosariata,288974,Foraminifera,212476,Rhizaria
,,Asterigerina,,,,crassaformis,,,,Asterigerina crassaformis,benthic_forams,899,Asterigerina,genus,241494,Asterigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Asterigerina,,,,guraboensis,,,,Asterigerina guraboensis,benthic_forams,899,Asterigerina,genus,241494,Asterigerinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Asterigerinata,,,,mamilla,,,,Asterigerinata mamilla,benthic_forams,900,Asterigerinata,genus,432463,Asterigerinatidae,279579,Rotaliida,428504,Globothalamea,288974,Foraminifera,212476,Rhizaria
,,Asterocyclina,,,,malladai,,,,Asterocyclina malladai,benthic_forams,905,Asterocyclina,genus,112186,Discocyclinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Asterocyclina,,,,matanzensis,,,,Asterocyclina matanzensis,benthic_forams,905,Asterocyclina,genus,112186,Discocyclinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Asterocyclina,,,,penuria,,,,Asterocyclina penuria,benthic_forams,905,Asterocyclina,genus,112186,Discocyclinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Asterocyclina,,,,sp.,,,,Asterocyclina sp.,benthic_forams,905,Asterocyclina,genus,112186,Discocyclinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astrorhiza,,,,granulosa,,,,Astrorhiza granulosa,benthic_forams,912,Astrorhiza,genus,147614,Astrorhizidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astrononion,,,,astrale,,,,Astrononion astrale,benthic_forams,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
"""Astronion charlottensis""",,,,,,,,,,"""Astronion charlottensis""",benthic_forams,,,,,,,,,,,,,
,,Astrononion,,,,echolsi,,,,Astrononion echolsi,benthic_forams,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astrononion,,,,gallowayi,,,,Astrononion gallowayi,benthic_forams,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astrononion,,,,guadelupae,,,,Astrononion guadelupae,benthic_forams,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astrononion,,,,impressum,,,,Astrononion impressum,benthic_forams,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astrononion,,,,pusillum,,,,Astrononion pusillum,benthic_forams,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astrononion,,,,sp.,,,,Astrononion sp.,benthic_forams,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Astrononion,,,,umbilicatulum,,,,Astrononion umbilicatulum,benthic_forams,911,Astrononion,genus,82211,Nonionidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Baggatella,,,,sp.,,,,Baggatella sp.,benthic_forams,935,Baggatella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Baggina,,,,dominicana,,,,Baggina dominicana,benthic_forams,936,Baggina,genus,241044,Bagginidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bandyella,,,,beckmanni,,,,Bandyella beckmanni,benthic_forams,941,Bandyella,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,?,Bathysiphon,,,,alba,,,,? Bathysiphon alba,benthic_forams,948,Bathysiphon,genus,113019,Bathysiphonidae,,,,,288974,Foraminifera,212476,Rhizaria
,?,Bathysiphon,,,,cyclindrica,,,,? Bathysiphon cyclindrica,benthic_forams,948,Bathysiphon,genus,113019,Bathysiphonidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bathysiphon,,,,discreta,,,,Bathysiphon discreta,benthic_forams,948,Bathysiphon,genus,113019,Bathysiphonidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bathysiphon,,,,eocenicus,,,,Bathysiphon eocenicus,benthic_forams,948,Bathysiphon,genus,113019,Bathysiphonidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bathysiphon,,,,nodosariaformis,,,,Bathysiphon nodosariaformis,benthic_forams,948,Bathysiphon,genus,113019,Bathysiphonidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Biloculinella,,,,sp.,,,,Biloculinella sp.,benthic_forams,972,Biloculinella,genus,155936,Hauerinidae,256604,Miliolida,428719,Tubothalamea,288974,Foraminifera,212476,Rhizaria
,?,Biplanispira,,,,sp.,,,,? Biplanispira sp.,benthic_forams,978,Biplanispira,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Boldia,,,,cushmani,,,,Boldia cushmani,benthic_forams,994,Boldia,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Boldia,,,,sp.,,,,Boldia sp.,benthic_forams,994,Boldia,genus,,,,,,,288974,Foraminifera,212476,Rhizaria
,,Bulimina,,,,exilis,,,,Bulimina exilis,benthic_forams,1032,Bulimina,genus,103766,Buliminidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,acerosa,,,,Bolivina acerosa,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,acuminata,,,,Bolivina acuminata,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,advena,,,,Bolivina advena,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,advena,,striatella,,Bolivina advena striatella,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,?,Bolivina,,,,advena,,striatella,,? Bolivina advena striatella,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,aenariensis,,,,Bolivina aenariensis,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,alazanensis,,,,Bolivina alazanensis,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,?,Bolivina,,,,alazanensis,,,,? Bolivina alazanensis,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,albatrossi,,,,Bolivina albatrossi,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,alta,,,,Bolivina alta,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,anastomosa,,,,Bolivina anastomosa,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,anglica,,,,Bolivina anglica,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,?,Bolivina,,,,anglica,,,,? Bolivina anglica,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,antegressa,,,,Bolivina antegressa,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,antegressa,,angulata,,Bolivina antegressa angulata,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,beyrichi,,,,Bolivina beyrichi,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,,Bolivina,,,,bicostata,,,,Bolivina bicostata,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
,?,Bolivina,,,,bicostata,,,,? Bolivina bicostata,benthic_forams,995,Bolivina,genus,112279,Bolivinidae,,,,,288974,Foraminifera,212476,Rhizaria
