taxon_group,genus species,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,kingdom_taxon_id,kingdom_taxon_name,phylum_taxon_id,phylum_taxon_name,class_taxon_id,class_taxon_name,order_taxon_id,order_taxon_name,family_taxon_id,family_taxon_name,genus_taxon_id,genus_taxon_name,species_taxon_id,species_taxon_name
benthic_forams,Aragonia anauna,,,,,,,,,,,,,,,,,
benthic_forams,Aragonia capdevilensis,,,,,,,,,,,,,,,,,
benthic_forams,Aragonia semi-reticulata,,,,,,,,,,,,,,,,,
benthic_forams,Aragonia trinitatensis,,,,,,,,,,,,,,,,,
benthic_forams,Aragonia velascoensis,,,,,,,,,,,,,,,,,
benthic_forams,Aragonia aragonensis,,,,,,,,,,,,,,,,,
benthic_forams,Arenobulimina cuskleyae,,,,,,,,,,,,,,,,,
benthic_forams,Arenobulimina ovoidea,,,,,,,,,,,,,,,,,
benthic_forams,Articulina tubulosa,,,,,,,,,,,,,,,,,
benthic_forams,Assilina leymeriei,,,,,,,,,,,,,,,,,
benthic_forams,Astacolus calliopsis,485087,Astacolus calliopsis,species,87643,Chromista,71228,Foraminifera,428875,Nodosariata,429322,Nodosariida,82197,Nodosariidae,898,Astacolus,485087,Astacolus calliopsis
benthic_forams,Astacolus crepidularis,,,,,,,,,,,,,,,,,
benthic_forams,Asterigerina crassaformis,355090,Asterigerina crassaformis,species,87643,Chromista,71228,Foraminifera,,,,,241494,Asterigerinidae,899,Asterigerina,355090,Asterigerina crassaformis
benthic_forams,Asterigerina guraboensis,,,,,,,,,,,,,,,,,
benthic_forams,Asterigerinata mamilla,,,,,,,,,,,,,,,,,
benthic_forams,Asterocyclina malladai,,,,,,,,,,,,,,,,,
benthic_forams,Asterocyclina matanzensis,393209,Asterocyclina matanzensis,species,87643,Chromista,71228,Foraminifera,,,,,112186,Discocyclinidae,905,Asterocyclina,393209,Asterocyclina matanzensis
benthic_forams,Asterocyclina penuria,393210,Asterocyclina penuria,species,87643,Chromista,71228,Foraminifera,,,,,112186,Discocyclinidae,905,Asterocyclina,393210,Asterocyclina penuria
benthic_forams,Astrorhiza granulosa,,,,,,,,,,,,,,,,,
benthic_forams,Astrononion astrale,,,,,,,,,,,,,,,,,
benthic_forams,Astrononion echolsi,,,,,,,,,,,,,,,,,
benthic_forams,Astrononion gallowayi,,,,,,,,,,,,,,,,,
benthic_forams,Astrononion guadelupae,,,,,,,,,,,,,,,,,
benthic_forams,Astrononion impressum,,,,,,,,,,,,,,,,,
benthic_forams,Astrononion pusillum,,,,,,,,,,,,,,,,,
benthic_forams,Astrononion umbilicatulum,,,,,,,,,,,,,,,,,
benthic_forams,Baggina dominicana,,,,,,,,,,,,,,,,,
benthic_forams,Bandyella beckmanni,,,,,,,,,,,,,,,,,
benthic_forams,Bathysiphon alba,,,,,,,,,,,,,,,,,
benthic_forams,Bathysiphon cyclindrica,,,,,,,,,,,,,,,,,
benthic_forams,Bathysiphon discreta,,,,,,,,,,,,,,,,,
benthic_forams,Bathysiphon eocenicus,412553,Bathysiphon eocenicus,species,87643,Chromista,71228,Foraminifera,,,,,113019,Bathysiphonidae,948,Bathysiphon,412553,Bathysiphon eocenicus
benthic_forams,Bathysiphon nodosariaformis,,,,,,,,,,,,,,,,,
benthic_forams,Boldia cushmani,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina exilis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina acerosa,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina acuminata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina advena,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina aenariensis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina alazanensis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina albatrossi,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina alta,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina anastomosa,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina anglica,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina antegressa,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina beyrichi,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina bicostata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina bradyi,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina bramletti,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina californica,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina catanensis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina compacta,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina conica,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina crenulata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina daniensis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina dilatata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina foraminata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina gasparensis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina gladius,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina globulosa,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina granti,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina hebes,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina humilis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina inflata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina interjuncta,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina marginata,354877,Bolivina marginata,species,87643,Chromista,71228,Foraminifera,,,,,112279,Bolivinidae,995,Bolivina,354877,Bolivina marginata
benthic_forams,Bolivina midwayensis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina nacheolensis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina obscuratum,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina parvula,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina peirsonae,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina placentina,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina plicata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina pseudobeyrichi,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina pseudospissa,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina quadrilatera,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina scrabata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina semiperforata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina silvestrina,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina simpsoni,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina sinuatum,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina spiralis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina striatacarinata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina subadvena,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina subangularis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina sublobata,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina subspinescens,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina tectiformis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina thalmani,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina tongi,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina tortuosa,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina variablis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina vaughani,,,,,,,,,,,,,,,,,
benthic_forams,Bolivina woodringii,,,,,,,,,,,,,,,,,
benthic_forams,Bolivinita concavomoenia,,,,,,,,,,,,,,,,,
benthic_forams,Bolivinoides delicatula,,,,,,,,,,,,,,,,,
benthic_forams,Bolivinopsis adamsi,,,,,,,,,,,,,,,,,
benthic_forams,Bolivinopsis cubensis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivinopsis garlandi,,,,,,,,,,,,,,,,,
benthic_forams,Bolivinopsis parvissima,,,,,,,,,,,,,,,,,
benthic_forams,Bolivinopsis praelonga,,,,,,,,,,,,,,,,,
benthic_forams,Bolivinopsis spectabilis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivinopsis trinitatensis,,,,,,,,,,,,,,,,,
benthic_forams,Bolivinopsis tubensis,,,,,,,,,,,,,,,,,
benthic_forams,Bradynella subglobosa,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina acuminata,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina acutuula,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina aenariensis,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina anastamosa,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina argentea,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina bradyi,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina finlayi,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina interjuncta,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina pseudopunctata,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina reticulata,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina semiperforata,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina silvestrina,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina spissa,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina subaenariensis,,,,,,,,,,,,,,,,,
benthic_forams,Brizalina thalmanni,,,,,,,,,,,,,,,,,
benthic_forams,Buccella mansfieldi,,,,,,,,,,,,,,,,,
benthic_forams,Buccella tenerrima,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina affecta,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina arkadelphiana,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina asperoculeata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina beaumonti,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina bleeckeri,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina bradburyi,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina buchiana,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina consanguinea,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina denudata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina eccentrica,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina excavata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina fusiformis-gibba,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina grata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina microcostata,354863,Bulimina microcostata,species,87643,Chromista,71228,Foraminifera,,,,,103766,Buliminidae,1032,Bulimina,354863,Bulimina microcostata
benthic_forams,Bulimina ovata,354864,Bulimina ovata,species,87643,Chromista,71228,Foraminifera,,,,,103766,Buliminidae,1032,Bulimina,354864,Bulimina ovata
benthic_forams,Bulimina pagoda,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina praeinflata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina quadrata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina semicostata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina seratospina,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina spicata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina spinata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina spinescens,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina spinosa,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina striata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina tenuata,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina trigonalis,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina truncana,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina tuxpomensis,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina uvigerinaformis,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina velascoensis,,,,,,,,,,,,,,,,,
benthic_forams,Bulimina versa,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella basicostata,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella beaumonti-grata,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella curta,354859,Buliminella curta,species,87643,Chromista,71228,Foraminifera,,,,,103766,Buliminidae,1033,Buliminella,354859,Buliminella curta
benthic_forams,Buliminella grata,,,,,,,,,,,,,,,,,
benthic_forams,Buliminella subfusiformis,354860,Buliminella subfusiformis,species,87643,Chromista,71228,Foraminifera,,,,,103766,Buliminidae,1033,Buliminella,354860,Buliminella subfusiformis
benthic_forams,Cancris auriculatus,,,,,,,,,,,,,,,,,
benthic_forams,Cancris carmenensis,,,,,,,,,,,,,,,,,
benthic_forams,Cancris panamensis,,,,,,,,,,,,,,,,,
benthic_forams,Cancris sagra,203688,Cancris sagra,species,87643,Chromista,71228,Foraminifera,,,,,241044,Bagginidae,1051,Cancris,203688,Cancris sagra
benthic_forams,Cancris subconicus,,,,,,,,,,,,,,,,,
benthic_forams,Carpenteria balaniformis,,,,,,,,,,,,,,,,,
benthic_forams,Cassidella bradyi,,,,,,,,,,,,,,,,,
benthic_forams,Cassidella tegulata,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina angulosa,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina bradyi,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina braziliensis,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina caudriae,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina depressa,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina havanensis,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina islandica,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina laevigata,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina limbata,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina lomitensis,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina moluccensis,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina murrhyna,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina norcrossi,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina oblonga,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina obtusa,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina pacifica,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina reflexa,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina reniforme,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina spinifera,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina subcarinita,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina subglobosa,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina tortuosa,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina tricamerata,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulina yabei,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulinella renulinoformis,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulinoides bradyi,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulinoides braziliensis,,,,,,,,,,,,,,,,,
benthic_forams,Cassidulinoides cornutus,,,,,,,,,,,,,,,,,
benthic_forams,Ceratobulimina alazaensis,,,,,,,,,,,,,,,,,
benthic_forams,Ceratobulimina globata,,,,,,,,,,,,,,,,,
benthic_forams,Ceratobulimina oolina,,,,,,,,,,,,,,,,,
benthic_forams,Ceratobulimina ovoidea,,,,,,,,,,,,,,,,,
benthic_forams,Ceratobulimina perplexa,477332,Ceratobulimina perplexa,species,87643,Chromista,71228,Foraminifera,428875,Nodosariata,430090,Robertinida,112260,Ceratobuliminidae,1075,Ceratobulimina,477332,Ceratobulimina perplexa
benthic_forams,Charltonina florialis,,,,,,,,,,,,,,,,,
benthic_forams,Chilostomella czizeki,,,,,,,,,,,,,,,,,
benthic_forams,Chilostomella fimbricata,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium asperum,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium breviloculum,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium brevilocum,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium ciperense,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium elongatum,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium lanceolum,,,,,,,,,,,,,,,,,
benthic_forams,Chrysalogonium longicostatum,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides aknerianus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides alleni,478043,Cibicides alleni,species,87643,Chromista,71228,Foraminifera,428504,Globothalamea,279579,Rotaliida,82208,Cibicididae,1107,Cibicides,478043,Cibicides alleni
benthic_forams,Cibicides barnetti,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides blanpiedi,478046,Cibicidina blanpiedi,species,87643,Chromista,71228,Foraminifera,428504,Globothalamea,279579,Rotaliida,103798,Anomalinidae,1108,Cibicidina,478046,Cibicidina blanpiedi
benthic_forams,Cibicides centralis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides cicatricosus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides cocoaensis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides constrictus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides dohmi,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides floridanus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides granulosa,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides guraboensis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides hemingwayae,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides io,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides laurisae,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides lobatus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides matanzaensis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides mckennai,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides medocris,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides mexicanus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides novozealandica,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides nucleatus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides pachydermus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides perilucidus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides perlucidus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides pseduoungarianus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides pseudoungerianus,355121,Cibicides pseudoungerianus,species,87643,Chromista,71228,Foraminifera,428504,Globothalamea,279579,Rotaliida,82208,Cibicididae,1107,Cibicides,355121,Cibicides pseudoungerianus
benthic_forams,Cibicides richardsoni,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides rugosus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides spirolimbatus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides spiropunctatus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides temperata,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides thiara,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides trincherasensis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides umbonatus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides westi,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides whitei,,,,,,,,,,,,,,,,,
benthic_forams,Cibicides yaqatensis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides aknerianus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides alleni,477335,Cibicidoides alleni,species,87643,Chromista,71228,Foraminifera,428504,Globothalamea,279579,Rotaliida,82208,Cibicididae,1109,Cibicidoides,477335,Cibicidoides alleni
benthic_forams,Cibicidoides beckmanni,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides centralis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides cookei,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides coryelli,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides dayi,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides dicatricosis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides floridanus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides haitiensis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides hercegovinensis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides io,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides jarvisi,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides madrugaensis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides martinezi,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides mexicana,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides notocenicus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides opacus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides parki,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides perlucidus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides pseudowuellerstorfi,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides semiteres,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides sinistralis,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides subcandidulus,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides subhaidingeri,,,,,,,,,,,,,,,,,
benthic_forams,Cibicidoides succedens,,,,,,,,,,,,,,,,,
