taxon_group,Any taxon above genus,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,family_taxon_id,family_taxon_name,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,phylum_taxon_id,phylum_taxon_name,kingdom_taxon_id,kingdom_taxon_name,check
pollen,Onagraceae indet.,55691,Onagraceae,family,55691,Onagraceae,54926,Myrtales,55217,Magnoliopsida,55350,Spermatophyta,54311,Plantae,False
pollen,Ophioglossaceae indet.,54779,Ophioglossaceae,family,54779,Ophioglossaceae,,,263811,Pteridopsida,54828,Pteridophyta,54311,Plantae,False
pollen,Palmae indet.,54575,Palmae,family,54575,Palmae,54950,Arecales,,,54885,Angiospermae,54311,Plantae,False
pollen,Plumbaginaceae indet.,55426,Plumbaginaceae,family,55426,Plumbaginaceae,54896,Caryophyllales,55217,Magnoliopsida,55350,Spermatophyta,54311,Plantae,False
pollen,Polygonaceae indet.,55425,Polygonaceae,family,55425,Polygonaceae,54896,Caryophyllales,55217,Magnoliopsida,55350,Spermatophyta,54311,Plantae,False
pollen,Polypodiaceae indet.,54782,Polypodiaceae,family,54782,Polypodiaceae,,,263811,Pteridopsida,54828,Pteridophyta,54311,Plantae,False
pollen,Ranunculaceae indet.,55402,Ranunculaceae,family,55402,Ranunculaceae,54893,Ranunculales,55217,Magnoliopsida,55350,Spermatophyta,54311,Plantae,False
pollen,Rosaceae indet.,54647,,,,,54921,Rosales,452804,Angiospermae,55350,Spermatophyta,54311,Plantae,False
pollen,Rubiaceae indet.,55784,Rubiaceae,family,55784,Rubiaceae,54936,Gentianales,55217,Magnoliopsida,55350,Spermatophyta,54311,Plantae,False
pollen,Sapotaceae indet.,53924,Sapotaceae,family,53924,Sapotaceae,54919,Ericales,55217,Magnoliopsida,55350,Spermatophyta,54311,Plantae,False
pollen,Saxifragaceae indet.,54632,Saxifragaceae,family,54632,Saxifragaceae,182995,Saxifragales,55217,Magnoliopsida,55350,Spermatophyta,54311,Plantae,False
pollen,"""Schizoporis sp.""",,,,,,,,,,,,,,True
pollen,Solanaceae indet.,55747,Solanaceae,family,55747,Solanaceae,54938,Solanales,55217,Magnoliopsida,55350,Spermatophyta,54311,Plantae,False
pollen,Taxodiaceae indet.,54798,,,54798,Taxodiaceae,82140,Pinales,82141,Pinopsida,82139,Pinophyta,54311,Plantae,False
pollen,Thymelaeaceae indet.,55607,,,,,54911,Malvales,452804,Angiospermae,55350,Spermatophyta,54311,Plantae,False
pollen,Tubiflorae indet.,,,,,,,,,,,,,,True
pollen,Typhaceae indet.,55817,Typhaceae,family,55817,Typhaceae,182987,Poales,,,54885,Angiospermae,54311,Plantae,False
pollen,Ulmaceae indet.,54598,Ulmaceae,family,54598,Ulmaceae,54921,Rosales,55217,Magnoliopsida,55350,Spermatophyta,54311,Plantae,False
pollen,Umbelliferae indet.,55741,Umbelliferae,family,55741,Umbelliferae,54935,Apiales,55217,Magnoliopsida,55350,Spermatophyta,54311,Plantae,False
pollen,Urticales indet.,54912,Urticales,order,,,54912,Urticales,55233,Dicotyledoneae,54885,Angiospermae,54311,Plantae,False
pollen,Urticaceae indet.,55603,,,,,54921,Rosales,452804,Angiospermae,55350,Spermatophyta,54311,Plantae,False
radiolarians,"""? Clistophaera armata""",,,,,,,,,,,,,,True
radiolarians,"""Clistophaera sp.""",,,,,,,,,,,,,,True
radiolarians,Orosphaeridae indet.,64242,Orosphaeridae,family,,,5,Spumellaria,,,4,Radiolaria,212476,Rhizaria,False
radiolarians,Sponguridae indet.,65957,,,,,5,Spumellaria,,,4,Radiolaria,87643,Chromista,False
radiolarians,"""Tripodiscinos clavipes""",,,,,,,,,,,,,,True
radiolarians,"""Xiphospira circularis""",,,,,,,,,,,,,,True
radiolarians,"""? Xiphospira circularis""",,,,,,,,,,,,,,True
radiolarians,"""Xiphospira ocellata""",,,,,,,,,,,,,,True
