taxon_group,genus name,check,pbdb_taxon_id,pbdb_taxon_name,pbdb_taxon_rank,order_taxon_id,order_taxon_name,class_taxon_id,class_taxon_name,family_taxon_id,family_taxon_name,phylum_taxon_id,phylum_taxon_name,unranked clade_taxon_id,unranked clade_taxon_name,kingdom_taxon_id,kingdom_taxon_name,subclass_taxon_id,subclass_taxon_name,genus_taxon_id,genus_taxon_name
dinoflagellates,Labyrinthodinium,True,443826,Labyrinthodinium,genus,321606,Gonyaulacales,321578,Dinophyceae,,,,,,,,,,,,
dinoflagellates,Maduradinium,True,325673,Maduradinium,genus,277919,Peridiniales,321578,Dinophyceae,277915,Peridiniaceae,,,,,,,,,,
dinoflagellates,Pyxidiella,True,336773,Pyxidiella,genus,277919,Peridiniales,321578,Dinophyceae,277915,Peridiniaceae,,,,,,,,,,
dinoflagellates,Aandalusiella,True,,,,,,,,,,,,,,,,,,,
dinoflagellates,Abratopdinium,True,,,,,,,,,,,,,,,,,,,
dinoflagellates,Acanthaulax,True,276986,Acanthaulax,genus,,,,,,,,,,,,,,,,
dinoflagellates,Achilleodinium,True,323991,Achilleodinium,genus,321606,Gonyaulacales,321578,Dinophyceae,321603,Gonyaulacaceae,,,,,,,,,,
dinoflagellates,Achomosphaera,True,277048,Achomosphaera,genus,321606,Gonyaulacales,321578,Dinophyceae,321603,Gonyaulacaceae,,,,,,,,,,
dinoflagellates,Actiniscus,True,434218,Actiniscus,genus,434216,Actiniscales,321578,Dinophyceae,434217,Actiniscaceae,,,,,,,,,,
dinoflagellates,Adnatosphaeridium,True,286028,Adnatosphaeridium,genus,321606,Gonyaulacales,321578,Dinophyceae,321604,Areoligeraceae,,,,,,,,,,
dinoflagellates,Aireiana,True,,,,,,,,,,,,,,,,,,,
dinoflagellates,Aldorfia,True,381125,Aldorfia,genus,,,,,,,277918,Myzozoa,,,,,,,,
dinoflagellates,Algidasphaeridium,True,,,,,,,,,,,,,,,,,,,
dinoflagellates,Alisocysta,True,443415,Alisocysta,genus,321606,Gonyaulacales,321578,Dinophyceae,321644,Goniodomaceae,,,,,,,,,,
dinoflagellates,Alisogymnium,True,,,,,,,,,,,,,,,,,,,
dinoflagellates,Alterbidinium,True,276891,Alterbidinium,genus,,,,,,,,,,,,,,,,
dinoflagellates,Amiculosphaera,True,,,,,,,,,,,,,,,,,,,
dinoflagellates,Amphidiadema,True,277050,Amphidiadema,genus,,,,,,,277918,Myzozoa,,,,,,,,
dinoflagellates,Amphorasphaeridium,True,,,,,,,,,,,,,,,,,,,
dinoflagellates,Amphorosphaeridium,True,,,,,,,,,,,,,,,,,,,
dinoflagellates,Amphorula,True,,,,,,,,,,,,,,,,,,,
dinoflagellates,Andalusiella,True,276893,Andalusiella,genus,277919,Peridiniales,321578,Dinophyceae,277915,Peridiniaceae,,,,,,,,,,
dinoflagellates,Angustidinium,True,,,,,,,,,,,,,,,,,,,
dinoflagellates,Apectodinium,True,317821,Apectodinium,genus,,,,,,,277918,Myzozoa,,,,,,,,
dinoflagellates,Aprobolocysta,True,276954,Aprobolocysta,genus,,,321578,Dinophyceae,322363,Pareodiniaceae,,,,,,,,,,
