Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
133, 823,B,Post Moratorium          ,      12.200,    0.275000,FO Emiliania huxleyi
,,,,,,
133, 823,B,Post Moratorium          ,      32.000,    0.470000,LO Pseudoemiliania lacunosa
,,,,,,
133, 823,B,Post Moratorium          ,      80.200,    0.920000,FO Gephyrocapsa spp. C-D
,,,,,,
133, 823,B,Post Moratorium          ,      95.500,    1.100000,LO Gephyrocapsa spp. A-B
,,,,,,
133, 823,B,Post Moratorium          ,     105.700,    1.320000,LO Helicosphaera sellii
,,,,,,
133, 823,B,Post Moratorium          ,     150.900,    1.460000,LO Calcidiscus macintyrei
,,,,,,
133, 823,B,Post Moratorium          ,     163.000,    1.890000,LO Discoaster brouweri
,,,,,,
133, 823,B,Post Moratorium          ,     222.300,    2.340000,LO Discoaster pentaradiatus
,,,,,,
133, 823,B,Post Moratorium          ,     236.200,    2.410000,LO Discoaster surculus
,,,,,,
133, 823,B,Post Moratorium          ,     244.300,    2.600000,LO Discoaster tamalis
,,,,,,
133, 823,B,Post Moratorium          ,     359.300,    3.500000,LO Reticulofenestra pseudoumbilica
,,,,,,
133, 823,B,Post Moratorium          ,     435.500,    3.940000,FO Discoaster assymetricus
,,,,,,
133, 823,B,Post Moratorium          ,     521.600,    3.970000,LO Amaurolithus tricorniculatus
,,,,,,
133, 823,B,Post Moratorium          ,     602.000,    4.600000,LO Ceratolithus armatus
,,,,,,
133, 823,B,Post Moratorium          ,     653.000,    5.430000,LO Discoaster quiqueramus
,,,,,,
133, 823,B,Post Moratorium          ,     733.100,    5.600000,LO Amaurolithus primus
,,,,,,
133, 823,B,Post Moratorium          ,     767.600,    5.900000,FO Amaurolithus amplificus
,,,,,,
