Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
182,1126,C,Shipboard                ,      13.250,    0.410000,P. lacunosa
,,,,,,
182,1126,C,Shipboard                ,      51.350,    1.650000,C. macintyrei
,,,,,,
182,1126,C,Shipboard                ,      60.520,    1.950000,D. brouweri
,,,,,,
182,1126,C,Shipboard                ,      70.360,    4.200000,G. puncticulata
,,,,,,
182,1126,C,Shipboard                ,      81.880,    5.600000,G. dehiscens
,,,,,,
