Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
138, 846,B,Initial Reports          ,       0.000,    0.000000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
138, 846,B,Initial Reports          ,      44.850,    1.120000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
138, 846,B,Initial Reports          ,      59.920,    1.580000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
138, 846,B,Initial Reports          ,      98.400,    2.410000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
138, 846,B,Initial Reports          ,     149.370,    3.560000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
138, 846,B,Initial Reports          ,     220.200,    4.980000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
138, 846,B,Initial Reports          ,     299.500,    7.000000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
138, 846,B,Initial Reports          ,     306.650,    7.490000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
138, 846,B,Initial Reports          ,     343.750,    9.940000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
138, 846,B,Initial Reports          ,     400.100,   13.500000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
138, 846,B,Initial Reports          ,     426.060,   16.000000,By site only; depth=mcd; Leg 138 IR vol 1; p 295
,,,,,,
