leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
38,343,,5,2,125.0,126.0,145.50,148.26, 1,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,885,SDIST0010,Distephanus antiquus,PRESENT,  ,1,a15c8ee49f0d2f7cdcfb49d790526592
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0080,Naviculopsis foliacea,RARE,  ,2,2039a2123024da62c06e7582e3168b0f
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCANN0060,Cannopilus hemisphaericus,RARE,  ,1,7cc16d121148ee972ce474c1992c660e
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1,92abf49de6cac08e7581a8c625f8dae1
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1,a0dd41b20db39b1bab08f58332932000
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0140,Dictyocha deflandrei,RARE,  ,1,795137a940719493353ece9118750078
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1,6f2f37f98a56d5bd1b74747b5d13e10a
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0340,Dictyocha frenguellii,RARE,  ,1,646acec5c033e530e598fa91d66a927a
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0610,Dictyocha rotundata,RARE,  ,1,05752f351824dcbda4976435e10e9a77
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0741,Dictyocha transitoria (q),RARE,  ,1,22c53d5c9b4cf4345af28eeda52dc2f0
38,343,,5,4,25.0,26.0,145.50,150.26, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1,891ece6d9dcd92c889711cc9b678f1bd
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCANN0060,Cannopilus hemisphaericus,RARE,  ,1,9f16c0d82c103facec11891131741f70
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1,392a0440df3c6b984a380546a5c901f4
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1,f35c481def272a779068f84bfa463f34
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0140,Dictyocha deflandrei,RARE,  ,1,c38dc49d41a76fccadd47aad9ea8ae43
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0162,Dictyocha epiodon (q),RARE,  ,1,7628e20cfc9c8be607c39755975c82a8
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0610,Dictyocha rotundata,COMMON,  ,1,3e1e561578874d7e82a68246af58cac2
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0010,Distephanus antiquus,RARE,  ,1,ba8e9f776127337315e58c9d0619a2c9
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1,4f6a5f96a90ddc163ec44d0614601419
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0420,Distephanus speculum,RARE,  ,1,d950f6fc1d32656a88d811eef659e1ef
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0102,Mesocena elliptica (q),PRESENT,  ,1,1daef8bdaf7a826e8983f657d3046610
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0080,Naviculopsis foliacea,RARE,  ,2,e88d5c911d2a3101c5857013e4295202
38,343,,5,6,35.0,36.0,145.50,153.36,12,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0111,Naviculopsis minor (q),PRESENT,  ,2,e58524e9838131f2d60bfbcc9525db45
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1,7f94429e372bdd45f2732b2c8f72f37b
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1,e1ff3013c299899ac7f6d1959682682c
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1,c4013a38d74a489f3279fcc54efdee66
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0340,Dictyocha frenguellii,RARE,  ,1,5040652f8526b875c652fbc3d7ae20c8
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0610,Dictyocha rotundata,COMMON,  ,1,7c23f646432181885050a544c62f354a
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1,cd074a9d9e0a24d53795706cf3111776
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0420,Distephanus speculum,RARE,  ,1,66b82eacb27366e85e26ba7b472d3f1b
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0080,Naviculopsis foliacea,RARE,  ,1,d3eddb552753d215fadcee366b75bf95
38,343,,5,6,110.0,111.0,145.50,154.11, 9,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0111,Naviculopsis minor (q),RARE,  ,1,faedcf033b5fde10c9a81517eef02686
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1,11d7be66b887569bb99398150ca322a3
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1,61621cd6299cfd93f6eaadb3c606ec73
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0340,Dictyocha frenguellii,RARE,  ,1,d4ed04ff51da963c78afad6460bf8e99
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0350,Dictyocha hemisphaerica,RARE,  ,1,c5d7bb0d8f9813ec005408ae0c7173e7
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0610,Dictyocha rotundata,COMMON,  ,1,07102b7ed2a6ab2abb08c83c07e9504c
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0010,Distephanus antiquus,RARE,  ,1,18ca599a3f1a58e7029ade69f64d693f
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0080,Naviculopsis foliacea,RARE,  ,1,b19b1163e0ec7048d89a1c780f516c65
38,343,,6,1,128.0,129.0,193.00,194.29, 8,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SNAVI0111,Naviculopsis minor (q),RARE,  ,1,a410636359d32f9920f619bb7acf3f58
