leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
38,343,,5,2,125.0,126.0,145.50,148.26, 1,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,885,SDIST0010,Distephanus antiquus,PRESENT,  ,1,a15c8ee49f0d2f7cdcfb49d790526592
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0010,Corbisema apiculata,RARE,  ,1,08e53a5f2e3753e143d5bddff523d88c
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0330,Corbisema ovalis,RARE,  ,1,2feed8c445e75af756692f23cafc8fa9
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SCORB0370,Corbisema spinosa,RARE,  ,1,6f62f8b7dd708f8b10132da1a25ca650
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0162,Dictyocha epiodon (q),PRESENT,  ,1,d948e0379d386a72a26b024ba7ba68c6
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0171,Dictyocha fibula (q),RARE,  ,1,bcfed0525881929a385698aa64f2c8db
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDICT0610,Dictyocha rotundata,COMMON,  ,1,103fe7710a81ac7fb4bde376e15f9c40
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0010,Distephanus antiquus,RARE,  ,1,b3759a103e0e18f41beb06d638384e19
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0350,Distephanus quinquangellus,RARE,  ,1,8b44ebde7a42c43e1ecc053f5db3f943
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SDIST0420,Distephanus speculum,RARE,  ,1,e0508f90bed92672c067f61ae2d235df
38,343,,5,3,100.0,101.0,145.50,149.51,11,"MARTINI,E.;MULLER,C.",12/1976,38,SILICOFLAGELLATES,,,,,NO AGE GIVEN,865,SMESO0171,Mesocena oamaruensis (q),RARE,  ,1,4154907d0441f7047cbc93011474a93b
