Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Pulleniatina obliquiloculata,Neogloboquadrina dutertrei,Hastigerina digitata,Globorotalia tumida flexuosa,Globorotalia tumida,Globorotalia truncatulinoides,Globorotalia tosaensis,Globorotalia menardii,Globorotalia inflata,Globorotalia hexagonus,Globorotalia fimbriata,Globorotalia crassaformis viola,Globorotalia crassaformis hessi,Globorotalia crassaformis crassaformis,Globigerinoides trilobus trilobus,Globigerinoides trilobus sacculifer,Globigerinoides ruber (white),Globigerinoides ruber (pink),Globigerina calida calida,Globigerina bulloides,Bolliella adamsi,Comment
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 939,B,  2,H,CC,  43.00,     13.3300,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,C                           ,-                         ,-                   ,-                           ,R                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,C                                  ,F                            ,-                           ,-                        ,-                    ,-               ,PT;RN;BN;M; from Leg 155IR p. 451 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 939,B,  3,H,CC,   5.00,     23.8300,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,C                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,C                                  ,C                            ,-                           ,-                        ,-                    ,-               ,IS;RN;BN;SP; from Leg 155IR p. 451 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 939,B,  4,H,CC,  14.00,     33.0300,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,C                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,C                                  ,C                            ,-                           ,-                        ,-                    ,-               ,IS;RN;BN;SP; from Leg 155IR p. 451 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 939,B,  5,H,CC,  63.00,     42.9800,Showers  ,Planktonic Foraminifers                      ,R              ,G                 ,-                           ,A                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,C                                  ,F                            ,-                           ,-                        ,-                    ,-               ,SF;RN; from Leg 155IR p. 451 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 939,B,  6,H,CC,  33.00,     52.1900,Showers  ,Planktonic Foraminifers                      ,R              ,G                 ,-                           ,C                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,C                                  ,C                            ,R                           ,-                        ,-                    ,-               ,BN;SP; from Leg 155IR p. 451 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 939,B,  7,H,CC,  45.00,     61.9100,Showers  ,Planktonic Foraminifers                      ,F              ,G                 ,-                           ,C                         ,-                   ,-                           ,-                  ,R                            ,-                     ,R                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,C                                  ,C                            ,R                           ,-                        ,-                    ,-               ,BN;SP; from Leg 155IR p. 451 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 939,B,  8,H,CC,  54.00,     68.8900,Showers  ,Planktonic Foraminifers                      ,R              ,G                 ,-                           ,A                         ,-                   ,-                           ,-                  ,F                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,F                                  ,F                            ,-                           ,R                        ,-                    ,-               ,M;SP; from Leg 155IR p. 451 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 939,B,  9,H,CC,  47.00,     80.3300,Showers  ,Planktonic Foraminifers                      ,F              ,M                 ,-                           ,A                         ,-                   ,-                           ,-                  ,F                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,F                                ,F                                  ,C                            ,F                           ,R                        ,-                    ,-               ,IS;M;SP; from Leg 155IR p. 451 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 939,B, 10,X,CC,   0.00,     87.4000,Showers  ,Planktonic Foraminifers                      ,R              ,M                 ,-                           ,A                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,-                              ,-                                     ,C                                ,C                                  ,C                            ,-                           ,-                        ,-                    ,-               ,PT;M;IS; from Leg 155IR p. 451 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  IR,Late Pleistocene ,                 ,Y                 ,              ,155, 939,B, 11,X,CC,   0.00,     97.7700,Showers  ,Planktonic Foraminifers                      ,R              ,P                 ,-                           ,R                         ,-                   ,-                           ,-                  ,-                            ,-                     ,-                    ,-                   ,-                     ,-                     ,-                              ,R                              ,-                                     ,-                                ,-                                  ,R                            ,-                           ,-                        ,-                    ,-               ,M; from Leg 155IR p. 451 Table 5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
