leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
87,584,A,1,1,0.0,150.0,602.20,602.20,603.70,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,1,2,0.0,74.0,602.20,603.70,604.44,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,1,CC,0.0,15.0,602.20,604.55,604.60,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,2,1,0.0,150.0,698.80,698.80,700.30,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,2,2,0.0,150.0,698.80,700.30,701.80,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,2,3,0.0,150.0,698.80,701.80,703.30,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,2,4,0.0,21.0,698.80,703.30,703.51,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,2,CC,0.0,20.0,698.80,703.62,703.72,JL, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,3,1,0.0,150.0,795.10,795.10,796.60,CLS, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,3,2,0.0,149.0,795.10,796.60,798.09,CLS, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,3,CC,0.0,18.0,795.10,798.19,798.27,CLS, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,H3,1,0.0,150.0,708.40,708.40,709.90,CLS, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,H3,2,0.0,150.0,708.40,709.90,711.40,CLS, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,H3,3,0.0,12.0,708.40,711.40,711.52,CLS, MUDSTONE,,,,,,,, HARD, 22232220
87,584,A,H3,CC,0.0,20.0,708.40,711.62,711.72,CLS, MUDSTONE,,,,,,,, HARD, 22232220
87,584,A,H4,1,0.0,150.0,804.80,804.80,806.30,CAD, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,H4,2,0.0,150.0,804.80,806.30,807.80,CAD, MUDSTONE,,,,,,,, HARD, 00000000
87,584,A,H4,3,0.0,150.0,804.80,807.80,809.30,CAD, MUDSTONE,,,,,,,, HARD, 33233000
87,584,A,H4,4,0.0,150.0,804.80,809.30,810.80,CAD, MUDSTONE,,,,,,,, HARD, 33233000
87,584,A,H4,5,0.0,30.0,804.80,810.80,811.10,CAD, MUDSTONE,,,,,,,, HARD, 33233000
87,584,A,H4,CC,0.0,12.0,804.80,811.21,811.23,CAD, MUDSTONE,,,,,,,, HARD, 33233000
