Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Globorotalia opima nana/continuosa transition,Globorotalia mayeri,Globigerina ciperoensis ciperoensis,Globigerina ciperoensis angulisuturalis,Catapsydrax dissimilis,Globorotaloides suteri,Globorotaloides spp.,Globorotalia opima nana,Globoquadrina venezuelana,Globigerina spp.,Globigerina ciperoensis angustiumbilicata,Globigerina praebulloides,Catapsydrax unicavus,Globigerina ciperoensis,Globigerina sellii,Catapsydrax spp.,Globoquadrina dehiscens dehiscens,Globoquadrina dehiscens praedehiscens,Globigerinoides trilobus/immaturus,Globigerinita naparimaensis,Catapsydrax stainforthi,Globorotalia fohsi peripheroronda,Globorotalia continuosa,Globoquadrina dehiscens,Globigerinoides spp.,Globigerinoides primordius,Cassigerinella chipolensis,Globorotalia acrostoma,Globoquadrina altispira altispira,Globigerina tripartita,Marginotruncana spp.,Globorotalia siakensis,Globoquadrina spp.,Globoquadrina baroemoenensis,Globigerinoides sacculifer,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis disjuncta,Globorotalia praescitula,Praeorbulina transitoria,Globorotalia spp.,Globorotalia miozea,Globigerinoides subquadratus,Globigerina woodi woodi,Globigerina druryi,Globigerina bulloides,Praeorbulina sicana,Globorotalia obesa,Globoquadrina altispira globosa,Globoquadrina altispira,Globigerinoides altiaperturus,Globorotalia scitula,Orbulina suturalis,Hedbergella spp.,Globorotalia scitula s.l.,Globigerina megastoma cariacoensis,Globorotalia mayeri (small),Globorotalia inflata,Globigerinoides ruber (white),Globigerina nepenthes (small),Globigerina falconensis,Globigerina decoraperta,Orbulina universa,Orbulina bilobata,Neogloboquadrina pachyderma,Neogloboquadrina dutertrei,Neogloboquadrina atlantica,Hastigerina siphonifera,Hastigerina aequilateralis,Globorotalia truncatulinoides,Globorotalia triangula,Globorotalia tosaensis,Globigerinoides obliquus obliquus,Globigerinoides elongatus/obliquus extremus,Beella digitata,Sphaeroidinella dehiscens,Neogloboquadrina acostaensis,Globigerinoides conglobatus,Globigerina calida,Beella praedigitata,Globorotalia crassaformis ronda,Globorotalia crassaformis crassaformis,Globorotalia crassaformis,Globorotalia tumida,Globorotalia menardii,Globigerina bermudezi,Pulleniatina primalis,Neogloboquadrina humerosa,Globorotalia cf. Gr. hirsuta,Globorotalia crassaformis hessi,Pulleniatina obliquiloculata,Pulleniatina finalis,Pulleniatina obliquiloculata/inflata transition,Globorotalia hirsuta,Globigerinoides ruber (pink),Globigerinoides elongatus,Comment
  SR,Pleistocene      ,Holocene         ,N22               ,N23           ,149, 898,A,  9,H, 6,  99.00,     84.3000,Gervais  ,Planktonic Foraminifers                      ,A              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,r                        ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,R                                 ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,r                     ,r                   ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,C                    ,                   ,                  ,                               ,                       ,                             ,F                   ,                  ,                ,                         ,F                                 ,                           ,C                   ,C                            ,                             ,R                      ,                       ,F                ,                 ,C                          ,                          ,                          ,F                      ,C                         ,F                            ,C                     ,R                     ,R                                ,F                                          ,               ,                         ,F                           ,                           ,                  ,R                  ,F                              ,F                                     ,F                        ,                   ,                     ,R                    ,                     ,F                        ,                            ,R                              ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,Holocene         ,N22               ,N23           ,149, 898,A,  9,H, 7,  61.00,     85.4200,Gervais  ,Planktonic Foraminifers                      ,C              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,R                                        ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,R                          ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,F                    ,                   ,                  ,                               ,                       ,                             ,F                   ,                  ,                ,                         ,R                                 ,                           ,R                   ,C                            ,                             ,R                      ,                       ,                 ,                 ,C                          ,                          ,                          ,R                      ,                          ,R                            ,R                     ,?                     ,                                 ,R                                          ,               ,                         ,F                           ,                           ,R                 ,                   ,                               ,R                                     ,                         ,                   ,                     ,                     ,                     ,R                        ,R                           ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,Holocene         ,N22               ,N23           ,149, 898,A, 10,H, 3,  87.00,     89.0700,Gervais  ,Planktonic Foraminifers                      ,F              ,P                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,R                   ,                             ,                             ,                       ,                       ,                 ,                 ,F                          ,                          ,                          ,R                      ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,R                           ,                           ,                  ,                   ,R                              ,                                      ,R                        ,                   ,                     ,                     ,                     ,R                        ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,Holocene         ,N22               ,N23           ,149, 898,A, 11,H, 1, 108.00,     95.7800,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,R                    ,                   ,                  ,                               ,                       ,                             ,R                   ,                  ,                ,                         ,                                  ,                           ,R                   ,                             ,                             ,                       ,                       ,R                ,                 ,R                          ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,R                                     ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,Holocene         ,N22               ,N23           ,149, 898,A, 11,H, 4,  16.00,     99.3800,Gervais  ,Planktonic Foraminifers                      ,F              ,P                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,R                 ,                ,                         ,                                  ,                           ,R                   ,                             ,                             ,                       ,                       ,R                ,                 ,R                          ,                          ,                          ,                       ,                          ,                             ,R                     ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,R                              ,                                      ,R                        ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,Holocene         ,N22               ,N23           ,149, 898,A, 12,H, 3, 107.00,    108.2900,Gervais  ,Planktonic Foraminifers                      ,A              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,F                    ,                   ,                  ,                               ,                       ,                             ,R                   ,R                 ,                ,                         ,                                  ,                           ,F                   ,F                            ,                             ,                       ,                       ,C                ,R                ,C                          ,                          ,                          ,R                      ,R                         ,F                            ,F                     ,R                     ,R                                ,F                                          ,               ,                         ,R                           ,                           ,                  ,                   ,F                              ,R                                     ,R                        ,                   ,                     ,                     ,                     ,                         ,R                           ,F                              ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,Holocene         ,N22               ,N23           ,149, 898,A, 13,H, 1,  91.00,    114.6100,Gervais  ,Planktonic Foraminifers                      ,A              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,F                                 ,R                          ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,R                         ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,C                    ,                   ,                  ,                               ,                       ,                             ,F                   ,R                 ,                ,                         ,F                                 ,                           ,F                   ,C                            ,                             ,                       ,                       ,C                ,R                ,C                          ,                          ,                          ,                       ,C                         ,F                            ,F                     ,R                     ,R                                ,F                                          ,               ,                         ,C                           ,                           ,                  ,R                  ,F                              ,F                                     ,F                        ,                   ,                     ,                     ,                     ,R                        ,R                           ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,Holocene         ,N22               ,N23           ,149, 898,A, 13,H, 4, 135.00,    119.5500,Gervais  ,Planktonic Foraminifers                      ,A              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,C                    ,                   ,                  ,                               ,                       ,                             ,R                   ,R                 ,                ,                         ,F                                 ,                           ,C                   ,C                            ,                             ,R                      ,                       ,C                ,R                ,C                          ,                          ,C                         ,R                      ,R                         ,                             ,C                     ,                      ,R                                ,F                                          ,               ,                         ,F                           ,R                          ,                  ,                   ,R                              ,F                                     ,F                        ,                   ,                     ,                     ,                     ,R                        ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,Holocene         ,N22               ,N23           ,149, 898,A, 14,H, 3,  94.00,    127.1700,Gervais  ,Planktonic Foraminifers                      ,A              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,R                    ,                   ,                  ,                               ,                       ,                             ,                    ,R                 ,                ,                         ,                                  ,                           ,C                   ,F                            ,                             ,                       ,                       ,F                ,                 ,C                          ,                          ,C                         ,R                      ,                          ,R                            ,C                     ,R                     ,                                 ,R                                          ,               ,                         ,                            ,F                          ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,R                    ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Pleistocene      ,Holocene         ,N22               ,N23           ,149, 898,A, 14,H, 6,  64.00,    131.4500,Gervais  ,Planktonic Foraminifers                      ,A              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,R                                 ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,C                    ,                   ,                  ,                               ,                       ,                             ,F                   ,R                 ,                ,                         ,C                                 ,                           ,C                   ,C                            ,                             ,R                      ,                       ,C                ,R                ,C                          ,R                         ,R                         ,F                      ,C                         ,                             ,C                     ,                      ,R                                ,F                                          ,               ,                         ,R                           ,                           ,                  ,                   ,R                              ,R                                     ,R                        ,?                  ,R                    ,R                    ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,N22               ,              ,149, 898,A, 15,X, 4,  66.00,    137.8600,Gervais  ,Planktonic Foraminifers                      ,C              ,P                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,R                    ,                   ,                  ,                               ,                       ,                             ,R                   ,R                 ,                ,                         ,                                  ,                           ,F                   ,R                            ,                             ,                       ,                       ,F                ,                 ,F                          ,                          ,F                         ,R                      ,R                         ,                             ,R                     ,                      ,                                 ,                                           ,               ,                         ,                            ,R                          ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,N22               ,              ,149, 898,A, 16,X, 1,  33.00,    139.1300,Gervais  ,Planktonic Foraminifers                      ,A              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,R                          ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,F                    ,                   ,                  ,                               ,                       ,                             ,R                   ,F                 ,                ,                         ,R                                 ,                           ,C                   ,F                            ,                             ,                       ,                       ,F                ,R                ,C                          ,                          ,R                         ,R                      ,F                         ,                             ,F                     ,                      ,                                 ,                                           ,               ,                         ,R                           ,                           ,                  ,                   ,                               ,                                      ,R                        ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,N22               ,              ,149, 898,A, 16,X, 4, 105.00,    144.3500,Gervais  ,Planktonic Foraminifers                      ,A              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,R                                        ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,C                    ,                   ,                  ,                               ,                       ,                             ,R                   ,F                 ,                ,                         ,F                                 ,                           ,C                   ,F                            ,                             ,R                      ,                       ,C                ,F                ,C                          ,F                         ,R                         ,F                      ,C                         ,                             ,C                     ,R                     ,R                                ,F                                          ,               ,                         ,                            ,R                          ,R                 ,R                  ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,N22               ,              ,149, 898,A, 17,X, 2, 136.00,    151.3600,Gervais  ,Planktonic Foraminifers                      ,A              ,M                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,F                    ,                   ,                  ,                               ,                       ,                             ,                    ,F                 ,                ,                         ,                                  ,                           ,C                   ,F                            ,                             ,                       ,                       ,F                ,                 ,C                          ,R                         ,F                         ,                       ,                          ,                             ,C                     ,R                     ,                                 ,                                           ,               ,R                        ,                            ,                           ,                  ,                   ,R                              ,R                                     ,F                        ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,N22               ,              ,149, 898,A, 17,X, 6,  33.00,    156.3300,Gervais  ,Planktonic Foraminifers                      ,A              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,C                    ,                   ,                  ,                               ,                       ,                             ,R                   ,F                 ,                ,                         ,F                                 ,                           ,C                   ,C                            ,                             ,R                      ,                       ,C                ,F                ,C                          ,F                         ,C                         ,R                      ,C                         ,R                            ,C                     ,R                     ,R                                ,F                                          ,R              ,R                        ,R                           ,R                          ,R                 ,R                  ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Late Pliocene    ,Pleistocene      ,N22               ,              ,149, 898,A, 18,X, 1, 148.00,    159.5800,Gervais  ,Planktonic Foraminifers                      ,A              ,G                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,                 ,                   ,                            ,                       ,                  ,C                    ,                   ,                  ,                               ,                       ,                             ,C                   ,R                 ,                ,                         ,F                                 ,                           ,C                   ,C                            ,                             ,R                      ,                       ,C                ,F                ,C                          ,R                         ,F                         ,R                      ,F                         ,R                            ,C                     ,F                     ,R                                ,F                                          ,R              ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 5. page 174.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N14               ,              ,149, 898,A, 18,X, 5,  57.00,    164.6900,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,                                             ,                   ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,                                 ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,                        ,                        ,R                ,R                  ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,                  ,r               ,                         ,                                  ,R                          ,C                   ,R                            ,R                            ,R                      ,R                      ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N12               ,N13           ,149, 898,A, 18,X,CC,   7.00,    167.6400,Gervais  ,Planktonic Foraminifers                      ,F              ,P                 ,                                             ,R                  ,                                   ,                                       ,                      ,                      ,                    ,                       ,                         ,                ,                                         ,                         ,                    ,                       ,                  ,                ,F                                ,                                     ,                                  ,                           ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,                      ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,R                            ,                        ,                        ,F                ,R                  ,                            ,                       ,                  ,                     ,                   ,                  ,                               ,                       ,                             ,                    ,R                 ,                ,                         ,C                                 ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N9                ,N11           ,149, 898,A, 19,X, 3, 145.00,    172.2500,Gervais  ,Planktonic Foraminifers                      ,A              ,M                 ,                                             ,C                  ,                                   ,                                       ,                      ,?                     ,R                   ,                       ,R                        ,                ,                                         ,                         ,                    ,                       ,                  ,                ,F                                ,R                                    ,F                                 ,F                          ,                       ,                                 ,                       ,R                      ,R                   ,                          ,                          ,R                     ,R                                ,                      ,                    ,R                     ,                  ,R                           ,R                         ,                              ,R                            ,F                       ,                        ,                 ,R                  ,R                           ,                       ,                  ,F                    ,                   ,                  ,R                              ,R                      ,                             ,                    ,R                 ,r               ,R                        ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,Middle Miocene   ,                 ,N9                ,N11           ,149, 898,A, 19,X, 6, 117.00,    176.4700,Gervais  ,Planktonic Foraminifers                      ,F              ,M                 ,                                             ,R                  ,                                   ,                                       ,                      ,                      ,R                   ,                       ,R                        ,                ,                                         ,                         ,                    ,                       ,                  ,                ,F                                ,                                     ,R                                 ,R                          ,                       ,                                 ,                       ,                       ,                    ,                          ,                          ,R                     ,                                 ,                      ,                    ,                      ,                  ,                            ,                          ,                              ,                             ,R                       ,                        ,                 ,                   ,                            ,R                      ,R                 ,                     ,                   ,                  ,                               ,R                      ,                             ,                    ,                  ,                ,                         ,                                  ,                           ,                    ,                             ,                             ,                       ,                       ,                 ,                 ,                           ,                          ,                          ,                       ,                          ,                             ,                      ,                      ,                                 ,                                           ,               ,                         ,                            ,                           ,                  ,                   ,                               ,                                      ,                         ,                   ,                     ,                     ,                     ,                         ,                            ,                               ,                            ,                    ,                                               ,                    ,                            ,                         ,from 149 SR. Chapter 6. Table 6. page 175.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
