leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
38,337,,12,5,142.0,104.00,111.42,  111.50,"KHARIN, G.",APHYRIC TO PLAG-OL SPARSELY PHYRIC BASALT,PCE NO PIECE NUMBERS ASSIGNED,"APHYRIC TO SPARSELY PHYRIC, BRANCHING VARIOLITIC",,comments: WEAKLY WEATHERED AND OXIDIZED,DARK GRAY (N3),"     1-2   10          CHLORITE,CALCITE, |                        SMECTITE comments : AMYGDULES OF CHLORITE & CALCITE & SMECTITE",PLAG      3-5      <0.5 | OL        1-2      >0.5,"COMBINE comments : INCLUDES PLAG & PYX, CONSISTS OF SKELETAL PLAG & BRANCHING VARIOLITES OF PLAG & PYX",CHLORITE | CALCITE | SMECTITE,,
38,337,,13,1,61.0,113.50,114.11,  115.00,"KHARIN, G.",APHYRIC TO OL SPARSELY PHYRIC BASALT,PCE NO PIECE NUMBERS ASSIGNED,"APHYRIC TO SPARSELY PHYRIC, VARIOLITIC, PIECE OF BRECCIA AT 118-120CM, FRAGMENTS OF GLASS & PALAGONITE & CHLORITE IN INTERVAL 110-120CM",THIN CALCITE VEINS IN INTERVAL 132-150CM,comments: ALTERED BASALT,VISUAL DESCRIPTION FORM INTERVALS ARE UNCLEAR,"     1-2     ABUNDANT  CHLORITE,CALCITE comments : AMYGDALOIDAL IN INTERVALS 103-108 & 135-144CM","COMBINE   2-3      <0.5 comments : INCLUDES OL & PLAG, RARE OL PHENOS IN INTERVALS80-87 & 135-144CM",,CALCITE | CLAY | CHLORITE comments :  CEMENTED CLAY-CHLORITE MATRIX | PALAG,,
38,337,,13,2,0.0,113.50,115.00,  116.50,"KHARIN, G.",BASALT,PCE NO PIECE NUMBERS ASSIGNED,"VARIOLITIC, APHYRIC TO OL SPARSELY PHYRIC AT 35-65CM, APHYRIC AT 105-113CM, APHYRIC TO SPARSELY PORPHYRITIC AT 116-150CM, BASALTIC BRECCIA FRAGMENT IN CHLORITE-CALCITE MATRIX AT 80-100CM","CALCITE-CHLORITE VEINS AT 116-150CM, VEINS OF YELLOW CALCITE & FRAGMENTS OF DARK GREEN CHLORITE AT 35-65CM",comments: OXIDIZED IN PLACES,COLOR IS DARK GRAY (N3),"     1-210-15          CALCITE,CHLORITE,ROUNDED |                        SMECTITE comments : VESICLES & AMYGDULES FILLED WITH CALCITE & CHLORITE & SMECTITE, INTERVALS 0-35 & 65-80 & 100-105 & 113-116CM ARE AMYGDALOIDAL",OL                 <0.5 comments : ALTERED OLIVINE PHENOS,,CALCITE | SMECTITE | CHLORITE,,
38,337,,13,3,5.0,113.50,116.55,  118.00,"KHARIN, G.",APHYRIC TO OL SPARSELY PHYRIC BASALT,PCE NO PIECE NUMBERS ASSIGNED,"APHYRIC TO SPARSELY PHYRIC, VARIOLITIC, BRECCIATED, VOLCANIC BASALTIC GLASS FRAGMENTS & PALAGONITE & CHLORITE AT 50-53CM",ABUNDANT VEINS OF CALCITE WITH CHLORITE,comments: OXIDATION NEAR 40CM,COLOR IS DARK GRAY (N3),     1-2    5          CALCITE comments : AMYGDULES AT 20-23 & 137-140CM |    5-8CM               CALCITE comments : AMYGDULES AT 50-53CM,OL                 <0.5 comments : ALTERED OLIVINE PHENOS,,CALCITE | CHLORITE | PALAG,,
38,337,,13,4,0.0,113.50,118.00,  118.75,"KHARIN, G.",APHYRIC TO OL SPARSELY PHYRIC BASALT,PCE NO PIECE NUMBERS ASSIGNED,"APHYRIC TO SPARSELY PHYRIC, BRECCIATED, FRAGMENTS OF BASALTIC GLASS & PALAGONITE AT 53-56CM",ABUNDANT CALCITE-CHLORITE VEINS,comments: ALTERED BASALT,,                       CALCITE comments : RARE AMYGDULES,,,CALCITE | CHLORITE | PALAG,,
38,337,,13,4,75.0,113.50,118.75,  119.50,"KHARIN, G.",SEDIMENT,,,,,"SEDIMENT OUT OF PLACE, SEDIMENT INCLUDES BASALT FRAGMENTS",,,,,,
38,337,,14,1,0.0,123.00,123.00,  124.50,"KHARIN, G.",APHYRIC TO OL SPARSELY PHYRIC BASALTBASALTIC BRECCIA,PCE NO PIECE NUMBERS ASSIGNED,"APHYRIC TO SPARSELY PHYRIC, INTERVAL 0-60CM CONTAINS BASALTIC BRECCIA WITH BASALTIC FRAGMENTS IN A CHLORITE-CALCITE MATRIX, GLASS & PALAGONITE FRAGMENTS NEAR TOP OF SECTION",ABUNDANT VEINS OF CALCITE WITH CHLORITE FRAGMENTS AT 60-150CM,comments: YELLOW-GRAY OXIDATION NEAR THE VEINS,,"     1-3    5          CALCITE, CHLORITE comments : AMYGDULES OF WHITE CALCITE & GRAY-GREEN CHLORITE IN INTERVALS 0-2 & 15-22 & 110-117 & 144-150CM",OL comments : RARE ALTERED OLIVINE PHENOS,,CALCITE | CHLORITE | PALAG,,
38,337,,14,2,0.0,123.00,124.50,  126.00,"KHARIN, G.",APHYRIC TO OL SPARSELY PHYRIC BASALT,PCE NO PIECE NUMBERS ASSIGNED,"APHYRIC TO SPARSELY PHYRIC, BRECCIATED, FRAGMENTS OF BASALTIC GLASS & PALAGONITE IN CHLORITE MATRIX AT INTERVALS 0-5 & 55-60 & 100-103 & 140-143CM",CALCITE VEINS WITH CHLORITE FRAGMENTS AT 0-15 & 135-150CM,,,                       EMPTY            ROUNDED comments : RARE VUGS AT 75-80CM,OL comments : RARE OLIVINE PHENOS,,CALCITE | CHLORITE | PALAG,,
38,337,,14,3,0.0,123.00,126.00,  127.50,"KHARIN, G.",APHYRIC TO OL SPARSELY PHYRIC BASALT,PCE NO PIECE NUMBERS ASSIGNED,"APHYRIC TO SPARSELY PHYRIC, BRECCIATED, FRAGMENTS OF BASALTIC GLASS & PALAGONITE IN VEINS IN INTERVALS 33-35 & 77-78CM",ABUNDANT CHLORITE-SMECTITE VEINS CONTAINING DARK GREEN CHLORITE FRAGMENTS,comments: INTERVAL 5-30CM IS WEAKLY OXIDIZED,,,,,CHLORITE | SMECTITE | PALAG,,
38,337,,15,1,75.0,128.50,129.25,  129.55,"KHARIN, G.",BASALTIC BRECCIA,PCE NO PIECE NUMBERS ASSIGNED,INTERVALS 85-87 & 101-102CM CONTAIN BRECCIA WITH FRAGMENTS OF GLASS & PALAGONITE IN CHLORITE MATRIX,,,,,,,CHLORITE | PALAG,,
38,337,,15,1,105.0,128.50,129.55,  130.00,"KHARIN, G.",APHYRIC TO SPARSELY PORPHYRITIC BASALT,PCE NO PIECE NUMBERS ASSIGNED,"APHYRIC TO SPARSELY PORPHYRITIC, WEAKLY BRECCIATED",CALCITE VEINS WITH CHLORITE AT 120-130CM,,,,,,CALCITE | CHLORITE,,
38,337,,15,2,4.0,128.50,130.04,  131.50,"KHARIN, G.",APHYRIC TO SPARSELY PHYRIC BASALT,PCE NO PIECE NUMBERS ASSIGNED,"APHYRIC TO SPARSELY PHYRIC, WEAKLY BRECCIATED, INTERVALS 17-21 & 70-75 & 145-148CM CONTAIN BRECCIA WITH GLASS & PALAGONITE & CHLORITE FRAGMENTS IN CHLORITE-SMECTITE MATRIX",CALCITE-CHLORITE-SMECTITE VEINS,,,,,,CALCITE | CHLORITE | SMECTITE | PALAG,,
