Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
190,1173,A,Initial Reports          ,      55.260,    0.085000,FAD Emiliania huxleyi acme
,,,,,,
190,1173,A,Initial Reports          ,     118.390,    0.260000,FAD Emiliania huxleyi
,,,,,,
190,1173,A,Initial Reports          ,     128.560,    0.460000,LAD Pseudoemiliania lacunosa
,,,,,,
190,1173,A,Initial Reports          ,     175.320,    0.800000,LAD Reticulofenestra asanoi
,,,,,,
190,1173,A,Initial Reports          ,     203.440,    1.060000,FAD Reticulofenestra asanoi
,,,,,,
190,1173,A,Initial Reports          ,     208.920,    1.250000,LAD Helicosphaera sellii
,,,,,,
190,1173,A,Initial Reports          ,     237.990,    1.800000,FAD Gephyrocapsa oceanica
,,,,,,
190,1173,A,Initial Reports          ,     262.840,    1.950000,LAD Discoaster brouweri
,,,,,,
190,1173,A,Initial Reports          ,     286.980,    2.520000,LAD Discoaster pentaradiatus
,,,,,,
190,1173,A,Initial Reports          ,     286.990,    2.550000,LAD Discoaster surculus
,,,,,,
190,1173,A,Initial Reports          ,     384.350,    3.750000,LAD Reticulofenestra pseudoumbilicus (>7microns)
,,,,,,
190,1173,A,Initial Reports          ,     392.590,    4.000000,LAD Amaurolithus spp.
,,,,,,
190,1173,A,Initial Reports          ,     406.430,    5.540000,LAD Discoaster quinqueramus
,,,,,,
190,1173,A,Initial Reports          ,     447.210,    7.200000,FAD Amaurolithus primus
,,,,,,
190,1173,A,Initial Reports          ,     478.310,    8.600000,FAD Discoaster quinqueramus
,,,,,,
190,1173,A,Initial Reports          ,     490.500,    9.000000,LAD Reticulofenestra pseudoumbilicus (>7microns)
,,,,,,
190,1173,A,Initial Reports          ,     515.840,    9.630000,LAD Discoaster hamatus
,,,,,,
190,1173,A,Initial Reports          ,     539.620,   10.700000,FAD Discoaster hamatus
,,,,,,
190,1173,A,Initial Reports          ,     549.340,   10.900000,FAD Catinaster coalitus
,,,,,,
190,1173,A,Initial Reports          ,     575.750,   11.800000,FAD Discoaster kugleri
,,,,,,
190,1173,A,Initial Reports          ,     646.350,   13.600000,LAD Sphenolithus heteromorphus
,,,,,,
190,1173,A,Initial Reports          ,     720.610,   14.000000,LAD Helicosphaera waltrans
,,,,,,
190,1173,A,Initial Reports          ,     720.620,   14.100000,LAD Discoaster musicus
,,,,,,
