leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
41,367,,38,2,0.0,1142.00,1143.50, 1143.98,"GARDNER, J. V.",SEDIMENT (LIMESTONE)SAME LITHOLOGY AS SEC 1,,,,,,,,,,,
41,367,,38,2,48.0,1142.00,1143.98, 1145.00,"GARDNER, J. V.",BASALT,PCE NO PIECE NUMBERS ASSIGNED,APHANITIC,"CALCITE-VEINED, CHLORITE (ESPECIALLY ON OUTSIDE OF CALCITE VEINS)",,COLOR IS BLACK (N1),"                       PYRITE, GLASS comments : PYRITE-FILLED POCKETS (VUGS), GLASS-FILLED VUGS",,,"PYRITE comments :  DISSEMINATED PYRITE THROUGHOUT, IN VUGS | CALCITE | CHLORITE",,
41,367,,38,3,0.0,1142.00,1145.00, 1146.50,"GARDNER, J. V.",BASALTSAME LITHOLOGY AS SEC 2 BASALT,PCE NO PIECE NUMBERS ASSIGNED,BECOMES COARSER-GRAINED AT 70CM ALTHOUGH STILL APHANITIC,,,POSSIBLE START OF NEW UNIT AT 54CM,                       ZEOLITE comments : ZEOLITE?-FILLED VESICLES ABRUPTLY BEGIN AT 54CM |                        GLASS comments : NUMEROUS GLASS-FILLED VESICLES BY 107CM,,GLASS,ZEOLITE,,
41,367,,39,1,48.0,1148.00,1148.48, 1149.50,"GARDNER, J. V.",BASALTSEDIMENT (LIMESTONE)SAME LITHOLOGY AS CORE 38,PCE NO PIECE NUMBERS ASSIGNED,CLASTS OF ARGILLACEOUS LIMESTONE,,,SOME BASALT GREENISH GRAY (5G 6/1),,,,,,
41,367,,39,2,0.0,1148.00,1149.50, 1151.00,"GARDNER, J. V.",BASALTSAME LITHOLOGY AS CORE 38-2,PCE NO PIECE NUMBERS ASSIGNED,,,,,,,,,,
41,367,,40,1,0.0,1151.00,1151.00, 1152.50,"GARDNER, J. V.",BASALTSAME LITHOLOGY AS CORE 39,PCE NO PIECE NUMBERS ASSIGNED,"GRAIN SIZE LARGER THAN CORE 39, CHERT CLAST AT 110CM","AMYGDALOIDAL, CALCITE & CHLORITE VEINS",,CHERT CLAST AT 40CM, comments : GREEN MINERAL OR GLASS FILLING AMYGDULES,,,CALCITE | CHLORITE,,
