leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
87,583,F,6,1,0.0,135.0,198.70,198.70,200.05,AJS, SILTY MUD,,,,,,,, FIRM, 00000000,92bb3b4a7830677e8feed5716933c36f,87-583F-6-1
87,583,F,6,2,0.0,135.0,198.70,200.20,201.55,AJS, SANDY MUD,,,,,,,, FIRM, 00000000,a57c0756b6d02ee263af24fb3aa3036c,87-583F-6-2
87,583,F,6,3,0.0,28.0,198.70,201.70,201.98,AJS, MUD,,,,,,,, FIRM, 00000000,8595c40416959b22c8fcfa4c7845be8c,87-583F-6-3
87,583,F,6,CC,0.0,20.0,198.70,202.08,202.18,AJS, MUD,,,,,,,, FIRM, 00000000,d4518e0112661318f7ad046d51ed3ec8,87-583F-6-CC
87,583,F,7,CC,0.0,30.0,208.20,208.30,208.50,AJS, SILTY MUD,,,,,,,, FIRM, 00000000,96f5091f9631366c2653383cdea31e65,87-583F-7-CC
87,583,F,8,1,0.0,39.0,217.70,217.70,218.09,JC, MUD,,,,,,,, FIRM, 00000000,a047bc06d5d4fc5bf41aa14918d40a8b,87-583F-8-1
87,583,F,11,1,0.0,150.0,246.60,246.60,248.10,JC," MUD,SAND",,,,,,,, FIRM, 00000000,7a4a66cf5a34a1dec80c0d2ae2ad2fe3,87-583F-11-1
87,583,F,12,1,0.0,140.0,256.30,256.30,257.70,JC," MUD,SILT",,,,,,,, FIRM, 00000000,308b384d16593d8cc1fddf88c46c20f4,87-583F-12-1
87,583,F,12,2,0.0,132.0,256.30,257.80,259.12,JC," TURBIDITE,MUD",,,,,,,, FIRM, 00000000,c33bccca8c8ca486aa0c2c98efacc7be,87-583F-12-2
87,583,F,12,3,0.0,51.0,256.30,259.30,259.81,JC, MUD,,,,,,,, FIRM, 00000000,f50567bdad2968be0315b62fa150266b,87-583F-12-3
87,583,F,12,CC,0.0,16.0,256.30,259.93,259.99,JC, MUD,,,,,,,, FIRM, 00000000,5450af2d9ca7f21ba90164e2b0499f59,87-583F-12-CC
87,583,F,13,1,0.0,57.0,266.00,266.00,266.57,JC, MUD,,,,,,,, FIRM, 00000000,9283790429daf50e87594e7a4b40789e,87-583F-13-1
87,583,F,13,CC,0.0,12.0,266.00,266.67,266.69,JC, MUD,,,,,,,, FIRM, 00000000,a5f0667fa446fec5c6471e593d3aca01,87-583F-13-CC
87,583,F,14,1,0.0,135.0,275.70,275.70,277.05,JC, MUD,,,,,,,, FIRM, 00000000,dd12fd91340d512ff86a22db41ce487f,87-583F-14-1
87,583,F,14,2,0.0,139.0,275.70,277.20,278.59,JC," MUD,SILT",,,,,,,, FIRM, 00000000,f6f45686c74bb571e328d6387112b170,87-583F-14-2
87,583,F,14,CC,0.0,15.0,275.70,278.69,278.74,JC, CLAY,,,,,,,, FIRM, 00000000,f11a1526dd05fc0097cb3aa91ddb0ebb,87-583F-14-CC
87,583,F,15,1,0.0,89.0,285.40,285.40,286.29,JC, MUD,,,,,,,, FIRM, 00000000,8707edc1dc91965e609ceb10dba43145,87-583F-15-1
87,583,F,15,CC,0.0,15.0,285.40,286.39,286.44,JC, MUD,,,,,,,, FIRM, 00000000,1d8e590dc464d0356664bf180d508b65,87-583F-15-CC
87,583,F,16,1,0.0,110.0,295.00,295.00,296.10,JC, MUD,,,,,,,, FIRM, 00000000,229e700ffb27bedc8a4fb5fcfad660a7,87-583F-16-1
87,583,F,16,2,0.0,48.0,295.00,296.50,296.98,JC, MUD,,,,,,,, FIRM, 00000000,a7e2a0698bff08790b7d813df20da360,87-583F-16-2
87,583,F,16,CC,0.0,20.0,295.00,297.09,297.19,JC, MUD,,,,,,,, FIRM, 00000000,dfd9b8f847a80bc14ee141b21025f8ec,87-583F-16-CC
87,583,F,17,1,0.0,132.0,304.60,304.60,305.92,JC, MUD,,,,,,,, FIRM, 00000000,3ba8c8fc2ba54fd6dad06ad4d203d19f,87-583F-17-1
87,583,F,17,2,0.0,85.0,304.60,306.10,306.95,JC, MUD,,,,,,,, FIRM, 00000000,9d361eed960dcf4a564da0af0b5fa852,87-583F-17-2
87,583,F,17,CC,0.0,10.0,304.60,307.05,307.05,JC, MUD,,,,,,,, FIRM, 00000000,1aba49e00850f85997cfb464eec0a759,87-583F-17-CC
