leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id
7,65,,2,1,50.0,52.0,10.00,10.51, 1,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSPON0050,Spongaster tetras,RARE,  ,1,732675a883399e14e75852cb9718f5a0
7,65,,8,1,25.0,27.0,64.00,64.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0080,Cyclampterium tanythorax,PRESENT,  ,1,60139e2e7d841dc6565b9eeca5797b2b
7,65,,8,1,25.0,27.0,64.00,64.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0080,Dorcadospyris dentata,FEW,  ,1,46c1793795e3e6c690fd4cd496a6c838
7,65,,8,1,25.0,27.0,64.00,64.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0120,Liriospyris stauropora,FEW,  ,1,c3f731cbe6cf4e07f316d322bbc16981
7,65,,8,1,25.0,27.0,64.00,64.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0060,Stichocorys diploconus,FEW,  ,1,b902e2870d1c0569807f91c6735e83f8
7,65,,8,1,25.0,27.0,64.00,64.26, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0090,Stichocorys wolfii,COMMON,  ,1,bf81661ed9a106c08861ec462bae3f95
7,65,,8,3,25.0,27.0,64.00,67.26, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0050,Calocycletta costata,FEW,  ,1,dbb459e06edff3dd9d9d5014cca8e7f9
7,65,,8,3,25.0,27.0,64.00,67.26, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,COMMON,  ,1,8db53d23867eb7aaaa865451dc5e3022
7,65,,8,3,25.0,27.0,64.00,67.26, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0050,Cannartus mammifer,RARE,  ,1,b57b237c291230dc329e6eb2d36d50ed
7,65,,8,3,25.0,27.0,64.00,67.26, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARN0030,Carpocanopsis cristatatum,RARE,  ,1,cd21974c6afce8f3006be0a0af3776b7
7,65,,8,3,25.0,27.0,64.00,67.26, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0030,Cyclampterium leptetrum,FEW,  ,1,37ae6a48aecbe4048b5b0a1ff10df1e7
7,65,,8,3,25.0,27.0,64.00,67.26, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0080,Dorcadospyris dentata,RARE,  ,1,80d921bec6121ef4afd73e03ad9e7049
7,65,,8,3,25.0,27.0,64.00,67.26, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0120,Liriospyris stauropora,FEW,  ,1,c7ee7839540dc77f5418c88ca120e9e6
7,65,,8,3,25.0,27.0,64.00,67.26, 8,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0060,Stichocorys diploconus,RARE,  ,1,c5cf1ecd298978386bb9eb91d09372a9
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0050,Calocycletta costata,FEW,  ,1,f7dcf40e357f8b238d93d4ed9cd41300
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,COMMON,  ,1,8c658719a0c315a5200192ce6ec3b873
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARN0010,Carpocanopsis bramlettei,RARE,  ,1,a2d946a4d8cc89a722f2ccc7e5df8942
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARN0020,Carpocanopsis cingulata,FEW,  ,1,1ffdd524ec8427b967bd07ed62c75011
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARN0030,Carpocanopsis cristatatum,RARE,  ,1,d3041bcc831339e7b60c70b7cf29d24f
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARN0040,Carpocanopsis favosa,RARE,  ,1,1bba02343ffcec12fe9bc19e26dc8258
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0030,Cyclampterium leptetrum,FEW,  ,1,106ad7440368fc8f175ea279075dc61d
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0080,Dorcadospyris dentata,RARE,  ,1,936fb5454a01e769cbcf50f52e09e2d2
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0100,Dorcadospyris forcipata,RARE,  ,1,7555a68e66e305b966bd1c4a2e47dbce
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0020,Stichocorys armata,RARE,  ,1,f80c5ea0b1a4fe60aa6bcd9920ea050c
7,65,,8,5,25.0,27.0,64.00,70.26,11,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0060,Stichocorys diploconus,FEW,  ,2,568f422ab634accab053040a4f4468b5
7,65,,8,CC,0.0,0.0,64.00,73.10, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,FEW,  ,1,035743c4b5bca007237d8d8bc7cab667
7,65,,8,CC,0.0,0.0,64.00,73.10, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0090,Cannartus tubarius,FEW,  ,1,cd4c926a0e7ab76c57c932fe2af8a54f
7,65,,8,CC,0.0,0.0,64.00,73.10, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0080,Dorcadospyris dentata,RARE,  ,1,530f825eb31adf48e7e7876502cfd3ec
7,65,,8,CC,0.0,0.0,64.00,73.10, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RLIRI0120,Liriospyris stauropora,RARE,  ,1,e801a08a465b0b4ef1f72b35d82488c0
7,65,,8,CC,0.0,0.0,64.00,73.10, 5,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0020,Stichocorys armata,RARE,  ,1,c8480add4ffa59cead71d8418edacd05
7,65,,9,1,30.0,32.0,74.00,74.31, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,FEW,  ,1,5b1856a7051368ce3131a31b3c7f4bb0
7,65,,9,1,30.0,32.0,74.00,74.31, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0100,Cannartus violina,RARE,  ,1,e92e006e5bd1c78076b672e2b89a8e2c
7,65,,9,1,30.0,32.0,74.00,74.31, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RPSYC0020,Psychospyris intermedia,PRESENT,  ,1,e69ea11f67e086a3af465b052d51e53f
7,65,,9,1,30.0,32.0,74.00,74.31, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0060,Stichocorys diploconus,RARE,  ,1,f55aeb14b37922df655a767aa84c4b49
7,65,,9,3,25.0,27.0,74.00,77.26, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0100,Cannartus violina,RARE,  ,1,7c06d315ec42f7913900430a8461880e
7,65,,9,3,25.0,27.0,74.00,77.26, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0030,Cyclampterium leptetrum,RARE,  ,1,6789d17ae3c228d4cb2962219fee08f7
7,65,,9,3,25.0,27.0,74.00,77.26, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0100,Dorcadospyris forcipata,RARE,  ,1,0a3383b1756ab4b8139bcdcc7369f036
7,65,,9,3,25.0,27.0,74.00,77.26, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0110,Dorcadospyris papilio,PRESENT,  ,1,45272665151cc9addcfcd90ec83dd05a
7,65,,9,5,25.0,27.0,74.00,80.26, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0090,Cannartus tubarius,RARE,  ,1,57a49fd89e691eec9b8deb48a5894aa5
7,65,,9,5,25.0,27.0,74.00,80.26, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0100,Cannartus violina,RARE,  ,1,1c104c45f20d96e44c85166f3037b01c
7,65,,9,5,25.0,27.0,74.00,80.26, 3,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0030,Cyclampterium leptetrum,RARE,  ,1,f8a32041a65accb462084122c0024072
7,65,,9,CC,0.0,0.0,74.00,83.10, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,FEW,  ,1,53f669acd08135df207af3e55eacca59
7,65,,9,CC,0.0,0.0,74.00,83.10, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0090,Cannartus tubarius,FEW,  ,1,789fa47480b8ab71f8db7b41b8cf7677
7,65,,9,CC,0.0,0.0,74.00,83.10, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0030,Cyclampterium leptetrum,RARE,  ,1,7bb13ba16c5d6d7b72b07ad192a5592f
7,65,,9,CC,0.0,0.0,74.00,83.10, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0070,Cyclampterium pegetrum,RARE,  ,1,b84bdfc2044834c3b4f1181cebbaa9ea
7,65,,9,CC,0.0,0.0,74.00,83.10, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,1,138f69202562bf6a52d04a14e3fa2799
7,65,,9,CC,0.0,0.0,74.00,83.10, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYRC0060,Cyrtocapsella japonica,FEW,  ,1,5c1e15e446b62fe9c693039d640fcc75
7,65,,9,CC,0.0,0.0,74.00,83.10, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0020,Stichocorys armata,RARE,  ,1,58985c6274dcda913688bc90ed5be520
7,65,,9,CC,0.0,0.0,74.00,83.10, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0050,Stichocorys delmontensis,COMMON,  ,1,39d83183ec01386e77bd8a71a6ab9c1d
7,65,,9,CC,0.0,0.0,74.00,83.10, 9,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0090,Stichocorys wolfii,FEW,  ,1,8d217e350527de7f53f85ff845a5f83e
7,65,,10,1,76.0,78.0,83.00,83.77, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,FEW,  ,1,62fe125dd006d806e2db2f5b5d487bda
7,65,,10,1,76.0,78.0,83.00,83.77, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0100,Cannartus violina,RARE,  ,1,7e0b4cfea79dc12cc2a4a634fc3342b0
7,65,,10,1,76.0,78.0,83.00,83.77, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0020,Stichocorys armata,RARE,  ,1,885bd51faa2c8a3fdcfef97d153c238b
7,65,,10,1,76.0,78.0,83.00,83.77, 4,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RSTIO0050,Stichocorys delmontensis,FEW,  ,1,d42c6fbf1bba3b4a7b29be7f3dc9526e
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RACRO0010,Acrobotrys sp.,PRESENT,  ,1,688da11a9b1632660c650fd3a4fea338
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RBOTL0010,Botryopyle sp.,FEW,  ,1,9ba927e6f94c7be5c45b68bd045cbf71
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,RARE,  ,1,3ac4d62b84ea7a29deec636ec3f8e9cf
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RBOTO0010,Botryocyrtis sp.,PRESENT,  ,1,6b4646e796f6edecfefd409c102927e0
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,FEW,  ,1,24d5286f643c7b74cd4ea5a6e20edce7
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCANN0090,Cannartus tubarius,RARE,  ,1,0ffcd4c277deed1bfef88fd033f5e986
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCANN0100,Cannartus violina,PRESENT,  ,1,dfcf42dadd41c8737c8b8a252710715a
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCARN0020,Carpocanopsis cingulata,FEW,  ,1,a9e17ecfec81d1c0bdce2101eacb64bb
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCARN0040,Carpocanopsis favosa,PRESENT,  ,1,9c7a0c051994e336cca88bc8b8eeca58
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCENR0025,Centrobotrys sp.,RARE,  ,1,5c250fe1bfc40750e9b4546d00440e4d
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RCYCA0070,Cyclampterium pegetrum,RARE,  ,2,1550719993fe24cfeed21d6b0373187e
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RDORC0030,Dorcadospyris ateuchus,RARE,  ,2,d1939a6b7c8433c6a641921abad00bb6
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RDORC0100,Dorcadospyris forcipata,RARE,  ,2,5453982db54706e77b335850a6bedf72
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RDORC0110,Dorcadospyris papilio,PRESENT,  ,2,729a45c119a7a81a5e29ae74f33f6887
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RPSYC0020,Psychospyris intermedia,PRESENT,  ,2,fb071b670f03c05cef104e8f3e0a484b
7,65,,10,3,25.0,27.0,83.00,86.26,16,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,MODERATE,NO AGE GIVEN,1554,RSTIO0050,Stichocorys delmontensis,RARE,  ,2,11f0c545cb765e3c756e4df1bf460be9
7,65,,10,CC,0.0,0.0,83.00,89.10, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,FEW,  ,1,db0f25ab6da205e9736c5eda19a4533c
7,65,,10,CC,0.0,0.0,83.00,89.10, 2,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0090,Cannartus tubarius,RARE,  ,1,9c82dc5b10232fc03d41b2ecd6ddc411
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RACRO0010,Acrobotrys sp.,RARE,  ,1,8a6fdc57441bab199ada06cf2184968c
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0010,Botryopyle sp.,FEW,  ,1,52705754d0252a1bf41f0873c9eed6cd
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,FEW,  ,1,620f601b182088ecc77b6c06d769df50
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTO0010,Botryocyrtis sp.,PRESENT,  ,1,50cb221c2f37615116296a49bd11c94a
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,RARE,  ,1,348acc8ffb66b1176bfb6d216024b84b
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0070,Cannartus prismaticus,FEW,  ,1,b87a1e4a8a38915d45dfde18a2ef7e3c
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARN0020,Carpocanopsis cingulata,RARE,  ,1,7c24a927159a1e49325bcc83399ec77e
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0025,Centrobotrys sp.,PRESENT,  ,1,4468ead14fe4fa14dd14ebd26520b201
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0030,Centrobotrys thermophila,RARE,  ,1,5af6517f7d8253818f3e9390a12cd167
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0070,Cyclampterium pegetrum,RARE,  ,1,8c386c2ad61fe78d74ac684074a4be64
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RDORC0110,Dorcadospyris papilio,PRESENT,  ,2,9951a06f4c9d946bdb468904eb8be76f
7,65,,11,2,75.0,77.0,92.00,94.26,12,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RPSYC0030,Psychospyris parva,PRESENT,  ,2,87060d02fc9e3597c51fc942c851f236
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RACRO0010,Acrobotrys sp.,PRESENT,  ,1,efad176f2cc988955aee4eea7d26dffc
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0010,Botryopyle sp.,RARE,  ,1,4ae609f45ee5bbb2def570594e0a4998
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTL0020,Botryopyle dictyocephalus,FEW,  ,1,0c55c9625af4c4f24d796e91ddaf29b0
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RBOTO0010,Botryocyrtis sp.,PRESENT,  ,1,8f734ed7ccf8026c8c9991b46add43a1
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCALC0110,Calocycletta virginis,FEW,  ,1,7318a4236533aeca6a14d65af63b8583
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCANN0070,Cannartus prismaticus,FEW,  ,1,3904089459649e889d9b2de9b9b347b9
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCARN0040,Carpocanopsis favosa,PRESENT,  ,1,95658a45fe01db8b4411554029a9f801
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0025,Centrobotrys sp.,PRESENT,  ,1,568f8a0777a5f8fde3d16997350ecedc
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCENR0030,Centrobotrys thermophila,PRESENT,  ,1,875dae658f1622b6acbd8b5cfd89ca59
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYCA0070,Cyclampterium pegetrum,RARE,  ,1,ff9a2cf1e595f3a5b7ac7e3976e6a816
7,65,,11,4,125.0,127.0,92.00,97.76,15,"RIEDEL,W.R.;SANFILIPPO,A.",,7,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,1554,RCYRC0020,Cyrtocapsella cornuta,COMMON,  ,2,ede73e651cd64124ac2c3f68ebde36ad
