leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding
47,397,,1,1,0.0,37.,0.00,0.00,0.37,, FORAM NANNO OOZE," 7-5YR/4-BROWN,7-5YRS/4-BROWN",,,,,," VOID 27-30 3M,SOME BLACK SPECKS,RECORDED AS CC", SOF T*,
47,397,,2,1,0.0,150.,9.00,9.00,10.50,, FORAM NANNO OOZE," 10YR6/2-LIGHT BROWNISH GRAY,10Y R6/1-GRAY,5Y6/2-LIGHT OLIVE GRAY", 145-147 CM LIGHT OLIVE GRAY, SLIGHTLY DISTURBED,, SPECKS OF IRON OXI DE,, HOMOGENEOUS-MIXED, SOFT*,
47,397,,2,2,0.0,150.,9.00,10.50,12.00,, FORAM NANNO OOZE, 5Y6/2-LIGHT OLIVE GRAY,, SLIGHT LY DISTURBED,, SPECKS OF IRON OXIDE,,, SOFT*,
47,397,,2,3,0.0,150.,9.00,12.00,13.50,, FORAM NANNO OOZE," 5Y6/2-LIGHT OLIVE GRAY,10YR7/1- LIGHT GRAY",, 0-60 CM INTENSELY DISTURBED 60-150 CM M ODERATELY DISTURBED,, SPECKS OF IRON OXIDE,, LIGHT O LIVE GRAY TO LIGHT GRAY, SOFT*,
47,397,,2,4,0.0,150.,9.00,13.50,15.00,, FORAM NANNO OOZE,,, INTENSELY DISTURBED,,,, LIGHT OLI VE GRAY TO LIGHT GRAY, SOFT*,
47,397,,2,5,0.0,122.,9.00,15.00,16.22,, FORAM NANNO OOZE," 10YR6/3-PALE BROWN,2-5Y7/0-LIGH T GRAY,5Y6/2-LIGHT OLIVE GRAY", 73 CM PYRITIZED WORM BURROW, SLIGHT TO MODERATE DEFORMATION,, PYRITIZED WORM BURROW,," 0-45 CM PALE BROWN 45-80 CM LIGHT GRA Y 80-122 CM LIGHT OLIVE GRAY,0-20 CM LIGHT OLIVE GRA Y", SOFT*,
47,397,,2,6,0.0,78.,9.00,16.50,17.28,, FORAM NANNO OOZE, 2-5Y7/0-LIGHT GRAY,,,,,,, SOFT*,
47,397,,3,1,12.,150.,18.50,18.62,20.00,, FORAM NANNO OOZE, 5Y7/1-LT GRAY,," SLIGHTLY DIS TURBED,SOUPY",, SOME IRON OXIDE,, HYDROGEN SULFIDE SM ELL," SOUPY,SOFT*",
47,397,,3,2,20.,150.,18.50,20.20,21.50,, FORAM NANNO OOZE,,, SLIGHTLY DISTURBED,,,," 120-130 CM VOID,HYDROGEN SULFIDE SMELL", SOFT*,
47,397,,3,3,0.0,150.,18.50,21.50,23.00,, FORAM NANNO OOZE,,, MODERATELY DISTURBED,,,, HYDROGEN SULFIDE SMELL, SOFT*,
47,397,,3,4,0.0,150.,18.50,23.00,24.50,, FORAM NANNO OOZE,, 65 CM PYRITIZED WORM BURROW, S LIGHTLY DISTURBED,, PYRITIZED WORM BURROW,, HYDROGEN SULFIDE SMELL, SOFT*,
47,397,,3,5,10.,150.,18.50,24.60,26.00,, FORAM NANNO OOZE,,, MODERATELY DISTURBED,,,, HYDROGEN SULFIDE SMELL, SOFT*,
47,397,,3,6,0.0,104.,18.50,26.00,27.04,, FORAM NANNO OOZE,,, MODERATELY DISTURBED 0-100 CM,,,, HYDROGEN SULFIDE SMELL, SOFT*,
