leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
47,397,,1,1,10.0,10.0,0.00,0.10, 2,"CITA,M.B.;COLOMBO,M.R.",09/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,410,FGLOD0480,Globigerinoides sacculifer,PRESENT,  ,1
47,397,,1,1,10.0,10.0,0.00,0.10, 2,"CITA,M.B.;COLOMBO,M.R.",09/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,410,FGLOG0145,Globigerina calida,PRESENT,  ,1
47,397,,2,2,50.0,50.0,9.00,11.00, 1,"CITA,M.B.;COLOMBO,M.R.",09/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,410,FHAST0060,Hastigerina siphonifera,PRESENT,  ,1
47,397,,2,3,50.0,50.0,9.00,12.50, 1,"CITA,M.B.;COLOMBO,M.R.",09/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,410,FGLOD0180,Globigerinoides gomitulus,PRESENT,  ,1
47,397,,2,4,50.0,50.0,9.00,14.00, 4,"CITA,M.B.;COLOMBO,M.R.",09/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,408,FGLOA0246,Globorotalia inflata,PRESENT,  ,1
47,397,,2,4,50.0,50.0,9.00,14.00, 4,"CITA,M.B.;COLOMBO,M.R.",09/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,408,FGLOD0570,Globigerinoides tenellus,PRESENT,  ,1
47,397,,2,4,50.0,50.0,9.00,14.00, 4,"CITA,M.B.;COLOMBO,M.R.",09/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,408,FGLOG0105,Globigerina bulloides,PRESENT,  ,1
47,397,,2,4,50.0,50.0,9.00,14.00, 4,"CITA,M.B.;COLOMBO,M.R.",09/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,408,FHAST0060,Hastigerina siphonifera,PRESENT,  ,1
47,397,,2,5,50.0,50.0,9.00,15.50, 2,"CITA,M.B.;COLOMBO,M.R.",09/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,410,FGLOA0544,Globorotalia truncatulinoides,PRESENT,  ,1
47,397,,2,5,50.0,50.0,9.00,15.50, 2,"CITA,M.B.;COLOMBO,M.R.",09/1979,47,PLANKTONIC FORAMINIFERA,,,,,NO AGE GIVEN,410,FGLOD0410,Globigerinoides ruber,PRESENT,  ,1
