leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
94,611,D,1,1,0.0,42.0,5.50,5.50,5.92,PRH, CALCAREOUS MUD, GRAY, MOTTLING, MODERATELY DISTURBED, PEBBLES,,,, SOFT, 33213000.1110,74a3a7bb3991db6e6e10bbb837de743c,94-611D-1-1
94,611,D,1,1,42.0,150.0,5.50,5.92,7.00,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 11111210.2000,6e614333cfb8d0408e70d84f7a9e6547,94-611D-1-1
94,611,D,1,2,0.0,97.0,5.50,7.00,7.97,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000,c0051b1a7e2c1ea7f2d6102fecea6eb1,94-611D-1-2
94,611,D,1,2,97.0,150.0,5.50,7.97,8.50,PRH, CALCAREOUS MUD, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000,703833ad9c4719d69245b6a34a5eb288,94-611D-1-2
94,611,D,1,3,0.0,81.0,5.50,8.50,9.31,PRH, CALCAREOUS MUD, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000,13f03495993776755c505394ab930e27,94-611D-1-3
94,611,D,1,3,81.0,99.0,5.50,9.31,9.49,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000,68aaccbe4483f59235ac090f25e1d4c1,94-611D-1-3
94,611,D,1,3,99.0,114.0,5.50,9.49,9.64,PRH, CALCAREOUS MUD, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000,3799d5cbab2d5918e7c0703666c9786b,94-611D-1-3
94,611,D,1,3,114.0,150.0,5.50,9.64,10.00,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000,c990b51696ca77cb7ad9089e3bcc2681,94-611D-1-3
94,611,D,1,4,0.0,150.0,5.50,10.00,11.50,PRH, SILICEOUS FORAM NANNO OOZE, GRAY,, MODERATELY DISTURBED,,,,, SOFT, 00000000,85e18497127135ff824e0c67b249e7d6,94-611D-1-4
94,611,D,1,5,0.0,150.0,5.50,11.50,13.00,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, BURROWS, MODERATELY DISTURBED, PYRITE INFILLINGS, PYRITE,,, SOFT, 00000000,08606f1bdbf9130ddcbd30fe56a924ed,94-611D-1-5
94,611,D,1,6,0.0,56.0,5.50,13.00,13.56,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000,c033afec674925be6958198415be6b34,94-611D-1-6
94,611,D,1,6,56.0,94.0,5.50,13.56,13.94,PRH, CALCAREOUS MUD, GRAY,, MODERATELY DISTURBED,,,,, SOFT, 00000000,f0f14e3969c92f1088c7a5eea7853dbe,94-611D-1-6
94,611,D,1,6,94.0,120.0,5.50,13.94,14.20,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000,630ee89cda8eef26e484cbdcbabe1015,94-611D-1-6
94,611,D,1,6,120.0,150.0,5.50,14.20,14.50,PRH, CALCAREOUS MUD TO SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED, PEBBLES,,,, SOFT, 00000000,52b55be193d42713d849a777311a1579,94-611D-1-6
94,611,D,1,7,0.0,18.0,5.50,14.50,14.68,PRH, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING, MODERATELY DISTURBED,,,,, SOFT, 00000000,53e63317f51262c7836dab9f0f20aca8,94-611D-1-7
94,611,D,1,CC,0.0,6.0,5.50,14.78,14.74,PRH, SILICEOUS FORAM NANNO OOZE, GRAY,, MODERATELY DISTURBED,,,,, SOFT, 00000000,d33a6dc717a6ade82e7c01e46056dda6,94-611D-1-CC
94,611,D,2,1,0.0,150.0,128.90,128.90,130.40,JFD, SILICEOUS FORAM NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,8aada5618029c1806dba4cc11e07c007,94-611D-2-1
94,611,D,2,2,0.0,39.0,128.90,130.40,130.79,JFD, SILICEOUS FORAM NANNO OOZE, GRAY," MOTTLING,LAMINAE",,,,,, SOFT, 00000000,1359704c66574dc821772e05bb003276,94-611D-2-2
94,611,D,2,2,39.0,124.0,128.90,130.79,131.64,JFD, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,9e4affe220dad6564c731afe7e04b33c,94-611D-2-2
94,611,D,2,2,124.0,150.0,128.90,131.64,131.90,JFD, MARLY SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,b99a0715c253ce4c618c6537ccea5ccf,94-611D-2-2
94,611,D,2,3,0.0,150.0,128.90,131.90,133.40,JFD, MARLY SILICEOUS NANNO OOZE, GRAY, MOTTLING,,, GLAUCONITE,,, SOFT, 00000000,00f21d01a5e52b09cf258ac94fe71263,94-611D-2-3
94,611,D,2,4,0.0,150.0,128.90,133.40,134.90,JFD, MARLY SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,6e858cd93f0a85572ea0d45c44916a3f,94-611D-2-4
94,611,D,2,5,0.0,105.0,128.90,134.90,135.95,JFD, CALCAREOUS MUD," GRAY,GREEN,MOTTLING", MOTTLING,,,,,, SOFT, 00000000,c5d8206c5d3e1490873d56837da050e1,94-611D-2-5
94,611,D,2,5,105.0,150.0,128.90,135.95,136.40,JFD, MARLY SILICEOUS NANNO OOZE, GRAY,,,,,,, SOFT, 00000000,1a9ceee445d45c27868487c5d6821bfc,94-611D-2-5
94,611,D,2,6,0.0,150.0,128.90,136.40,137.90,JFD, MARLY SILICEOUS NANNO OOZE," GRAY,GREEN,OLIVE"," MOTTLING,LAMINAE",,, GLAUCONITE,,, SOFT, 00000000,be36cb77c8e8d1975ee1aa56fe488d50,94-611D-2-6
94,611,D,2,7,0.0,54.0,128.90,137.90,138.44,JFD, MARLY SILICEOUS NANNO OOZE," GRAY,GREEN,OLIVE", MOTTLING,,,,,, SOFT, 00000000,bfcb52705d8cde976e9bed25aca238ae,94-611D-2-7
94,611,D,2,CC,0.0,28.0,128.90,138.54,138.72,JFD, CALCAREOUS MUD TO SILICEOUS MARLY NANNO OOZE, GRAY,,,,,,, SOFT, 00000000,f31c8103d9139afa1bd98485788bf296,94-611D-2-CC
94,611,D,3,1,0.0,150.0,138.50,138.50,140.00,PRH, SILICEOUS NANNO OOZE, GRAY,,,,,,, SOFT, 00000000,2191481a4aa1f39e177ca66ef512ed12,94-611D-3-1
94,611,D,3,2,0.0,150.0,138.50,140.00,141.50,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,82e0bb3d15909356b0751683d5ae907f,94-611D-3-2
94,611,D,3,3,0.0,150.0,138.50,141.50,143.00,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,7a4ef80664f73904307391c4dec0c761,94-611D-3-3
94,611,D,3,4,0.0,150.0,138.50,143.00,144.50,PRH, SILICEOUS NANNO OOZE," GRAY,GREEN"," MOTTLING,GREEN",,,,,, SOFT, 00000000,6339e2675b02af7ea7b7724d6a82fdf5,94-611D-3-4
94,611,D,3,5,0.0,150.0,138.50,144.50,146.00,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,3a418155964df9ffa111297b43f43672,94-611D-3-5
94,611,D,3,6,0.0,150.0,138.50,146.00,147.50,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,0dce048511e13a224f7b99d9bf9e40dd,94-611D-3-6
94,611,D,3,7,0.0,34.0,138.50,147.50,147.84,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,, PYRITE,,, SOFT, 00000000,1d878eaf153004a967ae8f9fbc8818ce,94-611D-3-7
94,611,D,3,CC,0.0,28.0,138.50,147.94,148.12,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,2b364f0b76476f7708be169e88121d8a,94-611D-3-CC
94,611,D,4,1,0.0,150.0,148.10,148.10,149.60,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,72616be687d2864638e935d6d06b4c3a,94-611D-4-1
94,611,D,4,2,0.0,150.0,148.10,149.60,151.10,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,25f2a139a1d767b74361f46aac701ce7,94-611D-4-2
94,611,D,4,3,0.0,150.0,148.10,151.10,152.60,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,f485bc92dd054b725343909973add76e,94-611D-4-3
94,611,D,4,4,0.0,150.0,148.10,152.60,154.10,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,dc9af5f5958acf4a7070b85b73819acb,94-611D-4-4
94,611,D,4,5,0.0,150.0,148.10,154.10,155.60,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,521d43da5bc0d2b3c15c532b8ca1b481,94-611D-4-5
94,611,D,4,6,0.0,150.0,148.10,155.60,157.10,PRH, SILICEOUS NANNO OOZE, GRAY, MOTTLING,,,,,, SOFT, 00000000,169e66ce4452ac2c39d87ab072f1bd4a,94-611D-4-6
