leg,site,hole,core,section,top interval depth(cm),top of core depth(cm),top of section(m),sample midpoint depth(m),describer,rock name,piece numbers,texture data,structure data,alteration data,other information data,vesicle data,phenocryst data,groundmass mineral data,replacement mineral data,comments,unknown code
54,424,,4,6,0.0,28.50,36.00,   36.94,"NATLAND, J.",SEDIMENT,,,,,,,,,,,
54,424,,4,6,94.0,28.50,36.94,   37.45,"NATLAND, J.",PLAG SPARSELY PHYRIC BASALT,"PCE 1 (94-99), 2 (101-106), 3 (102-115), 4A (117-127), 4B (129-135), 4C (135-145)","VERY SPARSELY PHYRIC,PCES 1+2 DARKER LESS XLLIZED THAN PCES 3+4,UPPER CORNER OF PCE 2 VERGING ON GLASSY",FRACTURE SURFACES IN PCES 3+4 COATED WITH GREEN CLAY.MINS(FAIRLY HARD TO SCRAPE OFF),FRESH EXCEPT FOR VESICLE FILLINGS,"TWO BASALT PCES IN CORE CATCHER FIT WITH CAST PCE IN SECTION 6,THEY ARE NUMBERED CONSECUTIVELY AS THOUGH THEY WERE IN SECTION 6,PCES 1+2 MAY REPRESENT UPPER PORTION OF COOLING UNIT INCLUDING PCES 3+4 BUT THEY MAY ALSO COME FROM TWO DISTINCT COOLING UNITS","                       CLAY.MINS        PINHOLE comments : PINHOLE VESICLES IN ALL PCES FILLED WITH WHITISH- GREEN CLAY.MINS IN PCES 1+2,DARKER GREEN CLAY.MINS IN PCES 3+4",PLAG                 <2 comments : LATHS,"PLAG comments : PCES 3+4 HAVE IDENTIFIABLE GNDMASS PLAG ""WHORLS""","CLAY.MIN comments :  WHITISH-GREEN,DARK GREEN",,
54,424,,5,1,0.0,38.00,38.00,   39.48,"NATLAND, J.",PLAG SPARSELY PHYRIC BASALT,"PCE 1 (2-7), 2 (9-14), 3 (16-21), 4 (23-29), 5 (31-40), 6 (43-50), 7 (51-56), 8 (59-65), 9A (67-76), 9B (76-94), 9C (95-101), 10 (102-106), 11 (107-116), 12 (117-124), 13 (125-134), 14A (136-142), 14B (136-140), 14C (141-148)","APHANITIC,SPARSELY PHYRIC,PCES 1-3 HAVE GLASSY RINDS,PCES 1-6 SPHERULITIC,PCES 7-14 COARSEN DOWN SECTION",FRACTURES IN PCES 9A+9C+11 LINED WITH GREEN CLAY,"FRESH ES 1-6 DARK GRAY COLOR,PCES 7-14 LIGHTER COLOR",,      <1               CLAY.MINS comments : CLAY IS LIGHT GREEN,PLAG comments : OCCASIONAL LATHS,,"CLAY.MIN comments :  GREEN,FILLS VESICLES & LINES FRACTURES",,
54,424,,5,2,0.0,38.00,39.50,   40.90,"NATLAND, J.",PLAG SPARSELY PHYRIC BASALT,"PCE 1A (0-14), 1B (14-20), 1C (20-36), 2A (36-55), 2B (55-75), 3 (75-87), 4 (89-95), 5 (96-109), 6 (112-124), 7 (126-139)","APHANITIC,SPARSELY PHYRIC,COARSEST-GRAINED AREAS NEAR TOP",FRACTURES IN PCES 3+6+7 WITH GREEN CLAY.MINS ON FRACTURE SURFACES,FRESH ALTERATION RINDS ON PCES 6+7,DESCRIPTION ESSENTIALLY SAME AS CORE 5-1,          2-3 comments : PCES 1A-2A |            <1 comments : PCES 6-7,PLAG comments : OCCASIONAL LATHS,,CLAY.MIN comments :  GREEN,,
54,424,,5,3,0.0,38.00,41.00,   42.42,"DMITRIEV, Y.",APHYRIC BASALT,"PCE 1 (0-11), 2 (17-29), 3 (30-43), 4 (46-52), 5 (55-58), 6 (61-69), 7 (70-83), 8 (85-98), 9 (100-113), 10 (115-129), 11 (130-142)","APHANITIC,FINE-GRAINED,APHYRIC",GREENISH SECONDARY MINERAL ALONG FISSURES,"FRESH                      UNIDENT          PINPOINT VESICLES & VUGS WITH SOME VESICLES LINED BY GREENISH UNIDENT.MINS,VUGS LINED WITH XTLS",,,,,CLAY.MIN comments :  GREENISH | UNIDENT comments :  GREENISH,,
54,424,,5,4,0.0,38.00,42.50,   43.23,"DMITRIEV, Y.",APHYRIC BASALT,"PCE 1 (0-13), 2 (16-20), 3 (21-32), 4 (35-44), 5 (45-55), 6 (55-65), 7 (68-73)","APHYRIC,APHANITIC,FINE-GRAINED",,FRESH        RARE                           PINPOINT RARE PINPOINT VESICLES & A CLUSTER OF VUGS,,,,,,,
54,424,,6,1,0.0,47.50,47.50,   49.00,"DMITRIEV, Y.",APHYRIC BASALT,"PCES 1 (0-7), 2 (10-16), 3 (17-22), 4 (25-30), 5 (32-38), 6 (40-48), 7 (50-55), 8A (56-70), 8B (70-77), 9 (79-89), 10A (91-104), 10B (104-110), 10C (110-119), 11 (121-129), 12A (131-136), 12B (136-140), NO PCE NUMBER ASSIGNED (142-150)","APHYRIC,FINE-GRAINED,APHANITIC,140-150CM SEVERAL BASALT FRAGMENTS",FISSURES,"FRESH        RARE          CLAY.MIN         PINPOINT RARE PINPOINT VESICLES,SOME VUGS <5MM,SOME VUGS & VESICLES HAVE GREEN CLAY.MIN FILLING",,,,,"CLAY.MIN comments :  GREEN,FOUND IN SOME VUGS & VESICLES",,
54,424,,6,2,0.0,47.50,49.00,   50.40,"DMITRIEV, Y.",APHYRIC BASALT,"PCES 1A (1-10), 1B (10-23), 1C (23-26), 2A (27-45), 2B (45-54), 3 (56-67), 4A (70-74), 4B (76-84), 5 (85-94), 6A (96-102), 6B (102-106), 6C (106-116), 6D (116-134), 7 (135-145)","APHYRIC,FINE-GRAINED,APHANITIC",,FRESH           3          CLAY.MIN         PINPOINT PCES 1B-7 PINPOINT VESICLES,,    TO 2 comments : PCE 1A,,,"CLAY.MIN comments :  GREEN,PATCHES & LINES SOME VESICLES",,
54,424,,6,3,0.0,47.50,50.50,   50.87,"DMITRIEV, Y.",APHYRIC BASALT,"PCES 1A (0-8), 1B (8-14), 1C (14-25), 1D (25-34), NO PCE NUMBER ASSIGNED (36-37)","APHYRIC,FINE-GRAINED",,FRESH -37CM INTERVAL HAS THREE UNIDENTIFIED PCES,,          1-2                           PINPOINT,,,,,
54,424,,7,1,0.0,57.00,57.00,   57.17,"DMITRIEV, Y.",APHYRIC BASALT,"PCES 1 (0-6), 2 (8-13), 3 (10-12)","APHANITIC,APHYRIC",,FRESH         3-5                           PINPOINT PCE 1,,,,,,,
