Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
117, 728,A,Initial Reports          ,      12.280,    0.190000,FO Emiliania huxleyi
,,,,,,
117, 728,A,Initial Reports          ,      19.690,    0.490000,LO Pseudoemiliania lacunosa
,,,,,,
117, 728,A,Initial Reports          ,      31.180,    0.820000,LO Reticulofenestra sp. A
,,,,,,
117, 728,A,Initial Reports          ,      41.450,    0.980000,Bottom Jaramillo
,,,,,,
117, 728,A,Initial Reports          ,      53.180,    1.450000,LO Calcidiscus macintyrei
,,,,,,
117, 728,A,Initial Reports          ,      61.750,    1.800000,LO Globigerinoides extremus
,,,,,,
117, 728,A,Initial Reports          ,      65.380,    1.900000,LO Discoaster brouweri
,,,,,,
117, 728,A,Initial Reports          ,      69.180,    2.400000,LO Discoaster surculus
,,,,,,
117, 728,A,Initial Reports          ,      72.950,    2.470000,Matuyama/Gauss
,,,,,,
117, 728,A,Initial Reports          ,      79.550,    2.920000,Top Kaena
,,,,,,
117, 728,A,Initial Reports          ,      85.850,    3.180000,Bottom Mammoth
,,,,,,
117, 728,A,Initial Reports          ,      93.650,    3.400000,Gauss/Gilbert
,,,,,,
117, 728,A,Initial Reports          ,      95.890,    3.470000,LO Sphenolithus abies
,,,,,,
117, 728,A,Initial Reports          ,      97.980,    3.500000,LO Reticulofenestra pseudoumbilica
,,,,,,
117, 728,A,Initial Reports          ,     102.780,    3.540000,LO Phormostichoartus doliolum
,,,,,,
117, 728,A,Initial Reports          ,     102.800,    3.780000,FO Amphirhopalum ypsilon
,,,,,,
117, 728,A,Initial Reports          ,     123.530,    3.880000,Top Cochiti
,,,,,,
117, 728,A,Initial Reports          ,     132.150,    3.970000,Bottom Cochiti
,,,,,,
117, 728,A,Initial Reports          ,     143.650,    4.100000,Top Nunivak
,,,,,,
117, 728,A,Initial Reports          ,     153.940,    4.240000,Bottom Nunivak
,,,,,,
117, 728,A,Initial Reports          ,     167.750,    4.400000,Top Sidufjall
,,,,,,
117, 728,A,Initial Reports          ,     176.990,    4.470000,Bottom Sidufjall
,,,,,,
117, 728,A,Initial Reports          ,     185.500,    4.570000,Top Thvera
,,,,,,
117, 728,A,Initial Reports          ,     223.480,    4.750000,LO Solenosphaera omnitubus
,,,,,,
117, 728,A,Initial Reports          ,     244.950,    5.200000,FO Globorotalia tumida tumida
,,,,,,
117, 728,A,Initial Reports          ,     302.850,    6.400000,S. delmontensis to S. peregrina
,,,,,,
117, 728,A,Initial Reports          ,     319.930,    6.500000,FO Solenosphaera omnitubus
,,,,,,
117, 728,A,Initial Reports          ,     325.030,    7.150000,LO Diartus hughesi
,,,,,,
