leg,site,hole,core,coretype,section,observer,top interval,piece number top,sub piece top,bottom interval,piece number bottom,sub piece bottom,lithology,color,color number,structures,drilling deformities,unusual occurrences,minerals,paleontology,other,induration,more data available,code,latitude,longitude,depth,top interval depth below sea floor,bottom interval depth below sea floor
116,717,C,002,Hydraulic (Advanced) Piston Core,01,BAL,000,,,150,,,"micaceous sandy silt (0-81,90-103,106-150cm); voids (81-90,103-106cm)",dark greenish gray,5gy 4/1,fining upward sequence? (115-130cm),,,micaceous with abundant accessory minerals,,grains very angular to subangular (106-150cm),,,H,-0.92975,81.39013,0013.50,1350,1500
116,717,C,002,Hydraulic (Advanced) Piston Core,02,BAL,000,,,121,,,micaceous sandy silt,dark greenish gray,5gy 4/1,,,,"micaceous with abundant accessory minerals including zircon, hornblende, magnetite, and epidote?; several grains of fibrous acmite? in lower part of section",,highly angular and moderately sorted,,,H,-0.92975,81.39013,0015.00,1500,1621
116,717,C,002,Hydraulic (Advanced) Piston Core,CC,BAL,000,,,009,,,micaceous sandy silt,dark greenish gray,5gy 4/1,,,,micaceous,,,,,H,-0.92975,81.39013,0016.23,1622,1631
116,717,C,004,Extended Core Barrel,01,BAL,000,,,038,,,"clay (0-4,16-33,35-36cm); sandy silt (4-10cm); clayey silt (33-35,36-38cm); void (10-16cm); volcanic ash layer (4cm)",dark olive with smudge of olive gray volcanic ash at 4cm(0-10cm); dark gray (16-38cm),10gy 4/1 with smudge of 5y 5/2 volcanic ash (0-4cm); 10gy 3/1 to 10gy 5/1? or 10gy 3.5/1?(4-10cm); 10y 4/1 (16-38cm),bands (33-36cm),"gas expansion (4-10,33-35cm)",volcanic ash (4cm),volcanic ash with abundant hornblende (4cm),1% plant debris (16-33cm),"gas expansion (4-10, 33-35cm)",,,X,-0.92975,81.39013,0027.00,2700,2738
116,717,C,004,Extended Core Barrel,CC,BAL,000,,,024,,,sandy silt with thin mud layer at 23-24cm,dark gray,10y 4/1,thin mud layer (23-24cm),gas expansion,,micaceous with abundant accessory minerals (0-23cm),,thin mud layer (23-24cm); gas expansion,,,X,-0.92975,81.39013,0027.39,2738,2762
116,717,C,005,Extended Core Barrel,01,BAL,000,,,114,,,"clayey silt (0-10,50-53cm); clay (10-11.5,37-50,53-54cm); silt? (11.5-37cm); sandy silt (54-80,84-97,100-114cm); void (80-84,97-100cm)","dark olive gray (0-50,84-114cm); black (50-53cm); dark gray or dark olive gray (54-80cm)","10gy 4/1 (0-11.5cm); 10gy 3.5/1 (11.5-50,84-97,100-114cm); 5y 4/1 or 10gy 3.5/1 (54-80cm); 5y 2.5/1 (50-53cm)","fining upward sequence (5-10cm); thin clay layer (10-11.5,53-54cm)","gas expansion (11.5-37,54-114cm)",,"micaceous with abundant accessory minerals including opaques, hornblende, tourmaline, kyanite?, and zircon (11.5-37cm); ~10% accessory minerals (37-53,100-114cm)",1% plant debris (50-53cm); 1cm plant fragment (96cm),"thin clay layers (10-11.5,53-54cm); gradational contact (54cm); angular to subrounded grains (11.5-37cm); gas expansion (11.5-37,54-114cm)",,,X,-0.92975,81.39013,0036.50,3650,3764
116,717,C,005,Extended Core Barrel,01,BAL,114,,,150,,,organic geochemistry sample (120-145cm); interstitial water sample (145-150cm); void? (114-120cm),,,,,,,,,,,X,-0.92975,81.39013,0036.50,3764,3800
116,717,C,005,Extended Core Barrel,CC,BAL,000,,,040,,,sandy silt,greenish gray,5gy 5/1,"0.5-1cm clay laminae (7,9,20cm)",gas expansion,,10% accessory minerals,,"0.5-1cm clay laminae (7,9,20cm); gas expansion",,,X,-0.92975,81.39013,0038.00,3800,3840
116,717,C,006,Extended Core Barrel,01,BAL,000,,,146,,,"clay (0-10,18-33,62-88,94-105cm); volcanic ash layer (10-18cm); clay with clayey silt (33-62cm); calcareous ooze (88-94cm); clayey silt (105-146cm)","dark olive gray (0-10,33-62,105-146cm); olive gray (10-18cm); dark gray (62-105cm)","10gy 4/1 (0-10,33-62,105-146cm); 5y 4/2 (10-18cm); 10gy 3.5/1 (18-33cm); 10y 3/1 (62-88,94-105cm); 5y 4/1 (88-94cm)","fining upward sequences (45-55,115-124,124-130,130-139cm)","gas expansion (50-55,115-124,125-130,135-139cm)",volcanic ash layer with 65% volcanic glass (10-18cm); 10% volcanic glass (33-62cm),volcanic ash layer with 65% volcanic glass (10-18cm); 10% volcanic glass (33-62cm); 30% calcite (88-94cm),"5% carbonate microfossils? (88-94cm), 10% plant debris (128-135cm)","gas expansion (50-55, 115-124, 125-130,135-139cm)",,,X,-0.92975,81.39013,0046.00,4600,4746
116,717,C,006,Extended Core Barrel,01,BAL,146,,,150,,,physical properties whole round sample,,,,,,,,,,,X,-0.92975,81.39013,0046.00,4746,4750
116,717,C,006,Extended Core Barrel,02,BAL,000,,,054,,,sandy silt with clay at 47-48cm,not indicated in visual core description,not indicated in visual core description,,gas expansion (0-45cm),,15% accessory minerals,,gas expansion (0-45cm),,,X,-0.92975,81.39013,0047.50,4750,4804
116,717,C,006,Extended Core Barrel,CC,BAL,000,,,038,,,"sandy silt with two indistinct clay bands at 3-4,6-7cm",not indicated in visual core description,10y 4/1,"two indistinct clay bands (3-4,6-7cm)",,,micaceous,,,,,X,-0.92975,81.39013,0048.04,4804,4842
116,717,C,007,Extended Core Barrel,01,BAL,000,,,150,,,"silty clay (0-17,87-93,100-149cm); silty clay in clay matrix? (17-87,93-100cm); silt (149-150cm)",dark gray,"10gy 3.5/1 (0-17,87-93,135-149cm); 10gy 3.5/1 in groundmass of 10gy 4/1 (17-87, 93-100cm); 10gy 4/1 (100-135cm)",,"gas expansion (0-10,87-93,125-145cm); highly disturbed (30-65cm) or drilling breccia (17-125cm)","silty clay pebbles in clay matrix (17-87,93-100cm); mud pebble (77cm)","7% volcanic glass? (0-17cm), 10% accessory minerals (77-149cm), micaceous (105cm); 30% opaques (70cm)","plant debris (2% @ 77,5% @ 105,& 124cm)","gas expansion (0-10, 87-93, 125-145cm)","soft clay matrix (17-87, 93-100cm)",,X,-0.92975,81.39013,0055.50,5550,5700
116,717,C,007,Extended Core Barrel,02,BAL,000,,,040,,,silt,dark gray,10gy 3.5/1,"very faint bands of slightly finer sediment (9,15,31cm)",gas expansion,,micaceous,,"very faint bands of slightly finer sediment (9,15,31cm); gas expansion",,,X,-0.92975,81.39013,0057.00,5700,5740
116,717,C,007,Extended Core Barrel,CC,BAL,000,,,024,,,silt,dark gray,5y 4/1,,gas expansion,,micaceous,,gas expansion,,,X,-0.92975,81.39013,0057.40,5740,5764
116,717,C,008,Extended Core Barrel,01,BAL,000,,,115,,,silty sand (16-78cm); silt (78-115cm); void (0-16cm),gray?,5y 5/1,coarsening upward or fining upward? sequence (78-85cm); faint indication of finer grained laminae (16-78cm),gas expansion and slightly disturbed? at 16-80cm,,"mica, quartz, accessory minerals (10% @ 39cm)",,gas expansion (16-115cm),,,X,-0.92975,81.39013,0065.00,6500,6615
116,717,C,008,Extended Core Barrel,01,BAL,115,,,150,,,organic geochemistry sample (115-140cm); interstitial water sample (140-150cm),,,,,,,,,,,X,-0.92975,81.39013,0065.00,6615,6650
116,717,C,008,Extended Core Barrel,02,BAL,000,,,090,,,clay (2-53cm); layer with more than 90% nannofossils (53-73cm); mud? or silty clay? (73-90cm); void (0-2cm),"dark gray (2-53,73-90cm);gray with gray mn mottling? at 60-70cm (53-73cm)","10gy 4/1 (2-53,73-90cm); 10y 4/1 (53-73cm)",mn mottling? and moderate bioturbation? (60-70cm),gas expansion and slightly disturbed (2-45cm),,mn mottling? (60-70cm),more than 90% nannos (53-73cm),gas expansion (2-45cm),,,X,-0.92975,81.39013,0066.50,6650,6740
116,717,C,008,Extended Core Barrel,CC,BAL,000,,,018,,,mud? or silty clay?,dark gray,10gy 4/1,,gas expansion,, quartz,,gas expansion,,,X,-0.92975,81.39013,0067.40,6740,6758
116,717,C,010,Extended Core Barrel,01,AST,000,,,144,,,"interbedded clay or mud or silty clay? (0-72,82-130?cm); nannofossil ooze (72-82cm) and sandy silt (130?-144, esp 135-144cm)","dark gray (0-72, 82-95, 135-144cm); gray (72-82, 95-120cm); gray/light gray (120-135cm); purple-rose bands (83, 122-123cm)","7.5yr 4/0 (0-72, 82-95, 135-144cm); 10y 4/1 (72-82cm); 7.5yr 5/0 (95-120cm); 5y 6/1 (120-135cm)","fining upward sequences (25-29, 32-35, 40-44, 49-55, 55-59, 104-106, 126-131, 131-135cm); thin sandy silt layer (104-105cm); mn?-rich bands (83cm); laminae? (96-100cm)","soupy (0-15); highly disturbed? (15-43cm) or moderately disturbed (15-30cm); gas expansion (48-59, 96-101, 135-144cm or 130-144cm)",,"mn?-rich bands/chemical front (83, 122-123cm); mica-dominant (135-144cm)",nannos (72-82cm),"gradational contacts (71,101?,135cm); chemical fronts (83,107,122-123cm); sandy part (130-131cm); small-scale turbidites (0-59,82-101,101-105,105-122,122 continues into core catcher); sharp irregular base (101cm); silt and mud blebs (130-133cm)",,Y,X,-0.92975,81.39013,0074.50,7450,7594
116,717,C,010,Extended Core Barrel,01,AST,144,,,150,,,physical properties whole round sample,,,,,,,,,,,X,-0.92975,81.39013,0074.50,7594,7600
116,717,C,010,Extended Core Barrel,CC,AST,000,,,032,,,sandy silt,dark gray,7.5yr 4/0,fining upward sequence,gas expansion,,mica,,gas expansion; turbidite continues up into section 1 to 122cm,,,X,-0.92975,81.39013,0076.00,7600,7632
116,717,C,011,Extended Core Barrel,CC,RAM,000,,,008,,,mud or silty clay,gray,5y 5/1,,highly or moderately disturbed,,,,,,,X,-0.92975,81.39013,0084.00,8400,8408
116,717,C,012,Extended Core Barrel,CC,VJ,000,,,011,,,silty clay,dark gray,7.5yr 4/0,gas escape structure?,gas expansion/slightly disturbed,,quartz and mica,,gas expansion,,,X,-0.92975,81.39013,0093.50,9350,9361
116,717,C,014,Extended Core Barrel,01,RAM,000,,,115,,,silty clay,dark gray,5y 4/1,,"slightly disturbed (0-28,40-115cm); moderately disturbed (28-40cm) or slightly disturbed (0-115cm)",,"flakes of mica (58-68, 68-115?cm)",,"silt patches (34-77,104-115cm); less silt, more mud ( 0-34,77-104cm)",,,X,-0.92975,81.39013,0103.00,10300,10415
116,717,C,014,Extended Core Barrel,01,RAM,115,,,150,,,organic geochemistry sample (115-140cm); interstitial water sample (140-150cm),,,,,,,,,,,X,-0.92975,81.39013,0103.00,10415,10450
116,717,C,014,Extended Core Barrel,02,AST,000,,,096,,,"silty clay with silt? at 0-4,50-61,69-88cm","dark gray with darker and lighter alternations (0-4cm); gray (4-50,61-69,88-96cm); very dark gray with darker and lighter alternations at 50-61cm (50-61,69-88cm)","5y 4/1 (0-4cm); 5y 5/1 (4-50,61-69,88-96cm); 5y 3/1 (50-61,69-88cm)","parallel laminae (0-4,50-61cm); fining upward sequences (4-50,50-61,61-88cm); load structures (4cm)","slightly disturbed with gas expansion at 50-61,69-88cm)",,micaeous (4-61cm); less mica (61-96cm),,"sharp contacts (4,61cm); silty turbidite (0-4cm); mud turbidite (4-61,61-88cm), gradational contact (50cm)","more micaceous and finer (4-61cm); less micaceous and coarser (61-96cm); gas expansion (50-61, 69-88cm)",,X,-0.92975,81.39013,0104.50,10450,10546
116,717,C,014,Extended Core Barrel,CC,TOW,000,,,033,,,"sandy silt (9-17cm) and clayey silt? (0-9, 17-33cm)",dark gray,5y 4/1,fining upward sequence (0-17cm),moderately or slightly disturbed,,,,"very sharp contact (17cm), gradational contact (9cm)",,,X,-0.92975,81.39013,0105.47,10547,10580
116,717,C,015,Extended Core Barrel,01,VJ,000,,,145,,,clayey silt,gray (0-50cm); dark gray (50-145cm),2.5y 4/0 (0-50cm); 2.5y 5/0 (50-145cm),"fining upward sequences (45-50,50-59,59-63,63-67,67-70,70-73,73-76,76-80,80-83,83-86,86-92,92-96,96-101,101-114,114-120,120-134,134-140,140-141cm)",highly disturbed (0-25cm); slightly disturbed (25-50cm),,micaceous silt (~114cm),,series of turbidites with silt-rich bases (2-14cm thick) fining upward from silty to clay; silty layers are opened up due to gas expansion?; irregular silty blebs (~110cm); silt? (68-72cm),,Y,X,-0.92975,81.39013,0112.50,11250,11395
116,717,C,015,Extended Core Barrel,01,VJ,145,,,150,,,physical properties whole round sample,,,,,,,,,,,X,-0.92975,81.39013,0112.50,11395,11400
116,717,C,015,Extended Core Barrel,02,VJ,000,,,066,,,clayey silt with sandy mud? at 21-27cm and silt? at 32-66cm,dark gray with dark micaceous laminae at base of turbidite at 27-32cm,2.5y 4/0,"fining upward sequences (0-3,3-5,5-10,10-14,14-15,15-21,21-32,32-35,35-38,38-45,45-48,48-54,54-61,61-66cm); micaceous laminae (27-32cm)",slightly disturbed,,micaceous laminae? (27-32cm),,series of turbidites with varying thickness; silty layers are opened up due to gas expansion?,,Y,X,-0.92975,81.39013,0114.00,11400,11466
116,717,C,015,Extended Core Barrel,CC,VJ,000,,,029,,,clayey silt or silt?,gray,2.5y 5/0,fining upward sequence? (5-10cm);silty layers/laminae?,slightly disturbed,,,,"silty layer, laminations opened up due to gas expansion?",,,X,-0.92975,81.39013,0114.68,11468,11497
116,717,C,016,Extended Core Barrel,01,COR,000,,,130,,,"clay? (0-23,55-63,70-77cm); clayey silt (23-38,63-70,116-124cm); sandy silt (38-55,77-82,90-116,124-130cm); void (82-90cm)",dark gray,10y 4/1 with 10y 5/2 1cm diameter mudball at 0-23cm,"fining upward sequences (23-38,38-55,63-70,77-82,124-130cm)","moderately disturbed (0-38cm); highly disturbed (38-63cm); gas expansion (63-82,90-116cm)",,10% accessory minerals (90-116cm),7% plant debris (23-38cm),1cm diameter mud ball (0-23cm); gas escape texture occurs in silt,,,X,-0.92975,81.39013,0122.00,12200,12330
116,717,C,016,Extended Core Barrel,CC,COR,000,,,037,,,"sandy silt (0-8,14-37cm); silt? (8-14cm)",dark gray (8-14cm),"10y 5/1 (0-8,14-37cm); 10y 4/1 (8-14cm)","fining upward sequences (8-14,14-24,24-37cm);four 1-3mm thick silty mud laminae at ~14-24cm; 2mm thick mud lamina at ~ 5cm",gas expansion (14-37cm),,,,gas expansion,,,X,-0.92975,81.39013,0123.30,12330,12367
116,717,C,018,Extended Core Barrel,CC,COR,000,,,020,,,sandy silt?(0-5cm); sand (5-20cm),dark gray,10y 4/1,fining upward sequence with normal graded bedding (5-18cm),"gas expansion (0-5,13-15cm)",,,,"sand at 5-20cm is medium grained; gas expansion (0-5, 13-15cm)",,,X,-0.92975,81.39013,0131.50,13150,13170
