Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
159, 959,D,Initial Reports          ,     633.900,   41.900002,LO Nannotetrina spp.
,,,,,,
159, 959,D,Initial Reports          ,     759.500,   47.799999,FO Nannotetrina spp.
,,,,,,
159, 959,D,Initial Reports          ,     778.700,   52.000000,FO D. lodoensis
,,,,,,
159, 959,D,Initial Reports          ,     788.300,   53.299999,LO T. contortus
,,,,,,
159, 959,D,Initial Reports          ,     797.800,   53.599998,FO T. contortus
,,,,,,
159, 959,D,Initial Reports          ,     797.810,   54.099998,LO Fasciculithus spp.
,,,,,,
159, 959,D,Initial Reports          ,     823.750,   56.299999,FO D. multiradiatus
,,,,,,
159, 959,D,Initial Reports          ,     823.800,   57.700001,LO H. kleinpellii
,,,,,,
159, 959,D,Initial Reports          ,     825.600,   58.599998,FO H. kleinpellii
,,,,,,
