leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
77,538,A,UPPER MIOCENE,,0.0,2.1,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,DSDP INITIAL REPORTS
77,538,A,MIDDLE MIOCENE,,2.1,4.1,,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
77,538,A,UPPER OLIGOCENE,,4.1,12.0,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
77,538,A,MIDDLE MIOCENE,,12.0,13.6,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN, 10.5,   16,13.25,DSDP INITIAL REPORTS
77,538,A,LOWER MIOCENE,UPPER OLIGOCENE,13.6,14.6,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   16,   30,   23,DSDP INITIAL REPORTS
77,538,A,UPPER OLIGOCENE,,14.6,84.5,,NO AGE GIVEN,,NO AGE GIVEN, 22.5,   30,26.25,DSDP INITIAL REPORTS
77,538,A,UPPER OLIGOCENE,LOWER OLIGOCENE,84.5,97.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 22.5, 37.5,   30,DSDP INITIAL REPORTS
77,538,A,LOWER OLIGOCENE,,97.5,110.8,,NO AGE GIVEN,,NO AGE GIVEN,   30, 37.5,33.75,DSDP INITIAL REPORTS
77,538,A,UPPER EOCENE,,110.8,116.5,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
77,538,A,LOWER OLIGOCENE,UPPER EOCENE,116.5,117.5,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   30,   43, 36.5,DSDP INITIAL REPORTS
77,538,A,UPPER EOCENE,,117.5,126.0,,NO AGE GIVEN,,NO AGE GIVEN, 37.5,   43,40.25,DSDP INITIAL REPORTS
77,538,A,MIDDLE EOCENE,,126.0,175.8,,NO AGE GIVEN,,NO AGE GIVEN,   43,   49,   46,DSDP INITIAL REPORTS
77,538,A,UPPER PALEOCENE,,175.8,179.1,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   60,56.75,DSDP INITIAL REPORTS
77,538,A,LOWER PALEOCENE,,179.1,183.0,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,DSDP INITIAL REPORTS
77,538,A,LOWER EOCENE,,183.3,183.6,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,DSDP INITIAL REPORTS
77,538,A,LOWER MAESTRICHTIAN ,UPPER CAMPANIAN,183.6,186.7,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN, 67.5,   74,70.75,DSDP INITIAL REPORTS
77,538,A,UPPER CAMPANIAN,MIDDLE CAMPANIAN,186.7,188.2,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   70,   76,   73,DSDP INITIAL REPORTS
77,538,A,SANTONIAN,CONIACIAN,188.2,188.7,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   78,   86,   82,DSDP INITIAL REPORTS
77,538,A,UPPER ALBIAN,,188.7,212.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  104,  102,DSDP INITIAL REPORTS
77,538,A,VALANGINIAN,,221.0,240.0,,NO AGE GIVEN,,NO AGE GIVEN,  126,  131,128.5,DSDP INITIAL REPORTS
77,538,A,BERRIASIAN,,240.0,259.0,,NO AGE GIVEN,,NO AGE GIVEN,  131,  135,  133,DSDP INITIAL REPORTS
77,538,A,LOWER BERRIASIAN,,259.0,278.0,,NO AGE GIVEN,,NO AGE GIVEN,  133,  135,  134,DSDP INITIAL REPORTS
