leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
14,138,,1,1,0.0,0.0,52.00,52.00, 1,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,578,RSTYA0030,Stylatractus neptunus,PRESENT,  ,1,5eb2612430ccf0f5c11a938439f5c1e1,14-138-1-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RTHEM0170,Theocampe pirum,RARE,  ,2,3eb0545a4d078d9fb299b3d1711ab5ad,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RTHEP0050,Theocamptra ovata,FEW,  ,2,3cc327207d7a5e1066d9a3cd6649e8c9,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RTRIG0011,Trigonactinium angustum (q),RARE,  ,2,c42cd2995b453a1381ddb1761bf15e4a,14-138-2-1
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RASTR0020,Astractinium aristotelis,RARE,  ,1,55279340054679ef3fb7091092587ad0,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RASTR0030,Astractinium crux,TRACE,  ,1,0fa560c4c284ce654ab051f21280f3bc,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCALC0090,Calocycletta tuberosa,RARE,  ,1,d9829653f5fee4085ee6f758f7b2612b,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCALO0020,Calocyclas asperum,RARE,  ,1,b5ca24153f9f1b72931229dd8a270f02,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCANN0010,Cannartus sp.,PRESENT,  ,1,f45ddb7fe22f2478df694dc98a5278fa,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCYRH0050,Cyrtophormis gracilis,RARE,  ,1,c8780710db6abe4cd0dbc31a63bb12e1,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RDORC0035,Dorcadospyris ateuchus (q),RARE,  ,1,54dbd95cbfe76565a65d7c53579d9e07,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLIRI0010,Liriospyris sp.,RARE,  ,1,78ab12125f84032b06170799209c7576,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLITH0050,Lithamphora sacculifera quadrata,RARE,  ,1,f6eba8e7ce593597a44565d9a65f3344,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLOPP0020,Lophophaena capito,RARE,  ,1,b1ff71dc0085d08a1aa3b154feb3c550,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RSPOD0170,Spongodiscus resurgens osculosa,RARE,  ,2,6c6a1bf4f3743228e66b243740e02108,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RSTID0070,Stichopodium martellii conicum,RARE,  ,2,167ae5206455b44ddf65286b2b0d73af,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RSTYA0080,Stylatractus spinulosus,RARE,  ,2,a96a196e4e62e3a31fd05a08c87af7f7,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RTHEP0050,Theocamptra ovata,RARE,  ,2,952120d67048a3d50f8aa846b31b74db,14-138-2-2
14,138,,2,2,5.0,7.0,110.00,111.84,15,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RTRIG0011,Trigonactinium angustum (q),RARE,  ,2,c13eebfa047eae5932d055c38635ca7b,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RASTR0030,Astractinium crux,FEW,  ,1,472961c889fbf4a2677eed920889e14c,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RBOTY0040,Botryocella multicellaris,RARE,  ,1,c7acff655007937683b68cc90d49b55a,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RCALC0090,Calocycletta tuberosa,ABUNDANT,  ,1,9034b3cfc935760d6ccac730ca0d9801,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RCALO0020,Calocyclas asperum,ABUNDANT,  ,1,409a236694e951e561f23d199408a032,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RCYRH0050,Cyrtophormis gracilis,ABUNDANT,  ,1,c7b8ee9977eb49a935d57346642289b0,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RDESM0021,Desmospyris anthocyrtoides (q),FEW,  ,1,7c5e94b6532da880f2795146243804a8,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RDORC0035,Dorcadospyris ateuchus (q),RARE,  ,1,910d5140128e1a2c35b05ac0d0b4f055,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RLIRI0010,Liriospyris sp.,FEW,  ,1,08f33c914dc59b568a0fc11e983e3dfa,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RLITH0050,Lithamphora sacculifera quadrata,FEW,  ,1,7bffde58f3e8e3929857118a582f4743,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RLITO0180,Lithocampe subligata,RARE,  ,1,9ff86f6d38b75a1c15f7dc6d6c460ccd,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RLOPP0020,Lophophaena capito,RARE,  ,2,1454c5b00a8f24e22c262dd0f4065386,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RSTYA0080,Stylatractus spinulosus,RARE,  ,2,2f78bc826a521d081b738ce3a4a4f92d,14-138-2-2
14,138,,2,2,80.0,81.0,110.00,112.59,13,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,FEW,,,POOL,NO AGE GIVEN,507,RTRIG0011,Trigonactinium angustum (q),FEW,  ,2,6c6d09c1671245335540951ccf544bdd,14-138-2-2
14,138,,2,2,80.0,82.0,110.00,112.59, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RARCP0022,Archipilium macropus (q),PRESENT,  ,1,889101b08ad8041299a1190d24b8097c,14-138-2-2
14,138,,2,2,80.0,82.0,110.00,112.59, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RBATH0020,Bathropyramis aeshna,PRESENT,  ,1,6afaf3c93046ce544566226cf8e3849d,14-138-2-2
14,138,,2,2,80.0,82.0,110.00,112.59, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCARO0051,Carpocanistrum pulchrum (q),PRESENT,  ,1,80f2ba1f04276063793cd7b3b89b07b5,14-138-2-2
14,138,,2,2,80.0,82.0,110.00,112.59, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLAMP0010,Lamprocyclas sp.,PRESENT,  ,1,190cd8915f23da0ebc63e3fef1b458d0,14-138-2-2
14,138,,2,2,80.0,82.0,110.00,112.59, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLITT0070,Lithomitra imbricata,PRESENT,  ,1,842daca7460638d346efc7b34ddbfbb4,14-138-2-2
14,138,,2,2,80.0,82.0,110.00,112.59, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLYCN0050,Lychnocanium grande,PRESENT,  ,1,a632723ecbf1a99cb28dfb9445840303,14-138-2-2
14,138,,2,2,80.0,82.0,110.00,112.59, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RPTEP0010,Pteropilium sp.,PRESENT,  ,1,2e5e632519cc5e49a4fd28a47aa7d05b,14-138-2-2
14,138,,2,3,5.0,7.0,110.00,113.34, 2,"PETRUSHEVSKAYA,M.G.",,29,RADIOLARIA,,,,,NO AGE GIVEN,628,RAMPS0070,Amphisphaera spinulosa,PRESENT,  ,1,f2d7dff4155363afde5b17875c34e74d,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34, 2,"PETRUSHEVSKAYA,M.G.",,29,RADIOLARIA,,,,,NO AGE GIVEN,628,RBOTS0050,Botryostrobus joides,PRESENT,  ,1,102ca0bc1e856e8266c2be0e8d4b282e,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RBOTS0010,Botryostrobus sp.,PRESENT,  ,1,a5f096055b70874b704c4b50cbcb32dc,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RBOTY0031,Botryocella cribrosa (q),PRESENT,  ,1,476573f40e1b94cfc7816cd5d8975563,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RBOTY0040,Botryocella multicellaris,FEW,  ,1,f6a04a1d8578772536e9757641e4bae7,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCALC0090,Calocycletta tuberosa,COMMON,  ,1,04101aa01d2128293d35faadecda2dca,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCALO0020,Calocyclas asperum,COMMON,  ,1,f5cbbd51a68c8f17bccfbbdbcd0a86a4,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCARC0021,Carpocanium coronatum (q),PRESENT,  ,1,3d60589ffe59f762d5c6d8b609ca0521,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCLAH0011,Clathrocanium sp. (q),PRESENT,  ,1,92de2718d38e5b9d9ad5189f253bb9a2,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCYRH0050,Cyrtophormis gracilis,COMMON,  ,1,99da1442c5be965cf869626f5720b070,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLIRI0010,Liriospyris sp.,RARE,  ,1,dcf0767195d7a5b5b7702b0048196fde,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLIRI0010,Liriospyris sp.,PRESENT,  ,1,7ee81e887e4df90445d58440ad387457,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLITO0180,Lithocampe subligata,RARE,  ,2,74ab82a07144d2438b9d38eefb169b48,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLITT0081,Lithomitra lineata (q),PRESENT,  ,2,34dd8602e502c4bb8f09b52880094d88,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RPETA0045,Petalospyris sp.,FEW,  ,2,9b63cfcd84cc5777b44b1d9852c6ceb0,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RSTYA0080,Stylatractus spinulosus,FEW,  ,2,919628173b7b8294411934a7b60b831a,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RTHEM0170,Theocampe pirum,RARE,  ,2,7a588ef58e1787b6e54e1bdaabea269b,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RTHEP0030,Theocamptra formaster,FEW,  ,2,280d89d2ee9f1eb366296732d45ffa30,14-138-2-3
14,138,,2,3,5.0,7.0,110.00,113.34,17,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RTRIU0010,Tripodiscium sp.,PRESENT,  ,2,3af2b67a776e186e444739119df685b2,14-138-2-3
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RASTR0020,Astractinium aristotelis,RARE,  ,1,4a2af2f1cd204446ba73e3e45358d5df,14-138-2-4
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RBATH0020,Bathropyramis aeshna,PRESENT,  ,1,423cb4045b31fd6ae18d92ee4a06a617,14-138-2-4
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCALC0020,Calocycletta acanthocephala,FEW,  ,1,f1b46ca7d80097ac80c0a12dbef7fa27,14-138-2-4
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCALC0090,Calocycletta tuberosa,COMMON,  ,1,6991c17fbe0225b13198e575a2e93bab,14-138-2-4
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCALO0020,Calocyclas asperum,COMMON,  ,1,7e11b4b8f2cb19b9cc879b7dd6700aac,14-138-2-4
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCARA0011,Carpocanobium setosa (q),PRESENT,  ,1,d8834a2145c4a572a90ad92f1b088e99,14-138-2-4
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCORU0030,Cornutella longisetta,PRESENT,  ,1,55677784e1cfccdfe5b762f52d8f8496,14-138-2-4
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCORU0040,Cornutella profunda,PRESENT,  ,1,e6e297b4b3cbd52ebeb995158003ed6c,14-138-2-4
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCYRH0040,Cyrtophormis dominasinensis,PRESENT,  ,1,588e45a0e9a748084453a11fde63e965,14-138-2-4
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCYRH0050,Cyrtophormis gracilis,COMMON,  ,1,9b1a3daa978cde1f08e1678e8853b236,14-138-2-4
14,138,,2,4,5.0,7.0,110.00,114.84,21,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RDESM0021,Desmospyris anthocyrtoides (q),RARE,  ,2,1c21089c7e11e3ab37858bb259ec0d51,14-138-2-4
