leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code,eodp_id,sample
14,138,,1,1,0.0,0.0,52.00,52.00, 1,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,578,RSTYA0030,Stylatractus neptunus,PRESENT,  ,1,5eb2612430ccf0f5c11a938439f5c1e1,14-138-1-1
14,138,,1,CC,0.0,0.0,52.00,61.10, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,507,RBOTO0030,Botryocyrtis quinaria,FEW,  ,1,0783661a2f05bdfae6c2d96daa8eca15,14-138-1-CC
14,138,,1,CC,0.0,0.0,52.00,61.10, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,507,RCALC0100,Calocycletta veneris,FEW,  ,1,be61303aa7499e906b5d7cd4734b71a6,14-138-1-CC
14,138,,1,CC,0.0,0.0,52.00,61.10, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,507,RCLAC0020,Clathrocorona sphaerocephala,FEW,  ,1,db10e41ce699ea9a50fa2fb6902ff906,14-138-1-CC
14,138,,1,CC,0.0,0.0,52.00,61.10, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,507,RSPOG0010,Spongasteriscus sp.,RARE,  ,1,03ca312a34c4d906fc56932327f3d5ff,14-138-1-CC
14,138,,1,CC,0.0,0.0,52.00,61.10, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,507,RSTID0070,Stichopodium martellii conicum,FEW,  ,1,8b1ff8111db777e5005455c730489708,14-138-1-CC
14,138,,1,CC,0.0,0.0,52.00,61.10, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,507,RSTIO0050,Stichocorys delmontensis,FEW,  ,1,7e73f5403219770164140b65f3e2d91d,14-138-1-CC
14,138,,1,CC,0.0,0.0,52.00,61.10, 7,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,RARE,,,GOOD,NO AGE GIVEN,507,RTYMA0010,Tympanomma binoctonum,FEW,  ,1,6b4d80c27445a1b08f56d48a8007557e,14-138-1-CC
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RASTR0011,Astractinium sp.(q),RARE,  ,1,9150f9c4536c1af15a7e12d388484d6e,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RASTR0020,Astractinium aristotelis,RARE,  ,1,56b66fa31438dc4c1e96a3b9763254c6,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RBOTY0031,Botryocella cribrosa (q),PRESENT,  ,1,5da395a8a95dd1208266e8734e9e6eb6,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCALC0020,Calocycletta acanthocephala,RARE,  ,1,694e2abf0955df6a1abd47502a59fb53,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCALC0090,Calocycletta tuberosa,ABUNDANT,  ,1,04b692781449ef0e67de9f4abc5cca75,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCALO0020,Calocyclas asperum,COMMON,  ,1,af5c2953bff4ddfc0a237726bb6dea55,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RCYRH0050,Cyrtophormis gracilis,COMMON,  ,1,d2ad293e57e1ffd16377f1229f4c6579,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RDESM0021,Desmospyris anthocyrtoides (q),FEW,  ,1,ef3f18830fb91020c7c7098b4353b24c,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,REUSY0060,Eusyringium tubulus,PRESENT,  ,1,ec92711d2b20d8214c72a9a90edb8bde,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLAMP0080,Lamprocyclas rhinoceros,COMMON,  ,1,4bafa70aac6f623be4d4e72835ee12db,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLIRI0010,Liriospyris sp.,FEW,  ,2,63f18d992383eddab3749d70e7f3c6b1,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLITH0050,Lithamphora sacculifera quadrata,FEW,  ,2,f4afc48d9d1fffc50f32cf65ba0fad01,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLITO0180,Lithocampe subligata,FEW,  ,2,d6ee35ac478a7ef83c540c530ee6c32a,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RLOPP0020,Lophophaena capito,FEW,  ,2,d3c28da7ba98256f261408f2d0152706,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RSTIO0050,Stichocorys delmontensis,COMMON,  ,2,a107756e753f2481a7e5dce0016ec9b9,14-138-2-1
14,138,,2,1,5.0,7.0,110.00,110.34,19,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,507,RTHEM0160,Theocampe mongolfieri,RARE,  ,2,960565d65047782d5e8e274c95f375ff,14-138-2-1
