leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
47,398,A,1,1,3.0,20.0,172.50,172.53,172.70,, MARLY NANNO OOZE," 5Y7/1-LIGHT GRAY, 2.5Y5/2-GRAYI SH BROWN", 5Y7/1 NANNO OOZE AT 3-8 CM, DISTURBED AT 3-8 CM,, PYRITE BLEBS AT 8-20 CM SCATTERED,," 2.5Y5/ 2 WITH SLIGHT COLOR VARIATIONS AT 8-20 CM, SHARP CON 2 WITH SLIGHT COLOR VARIATIONS AT 8-20 CM, SHARP CON TACT AT 8 CM, GRADATIONAL LOWER CONTACT"," SOUPY AT 3 -8 CM, FIRM AT 8-20 CM*",,2572535b0f76cb1413884618184e6680,47-398A-1-1
47,398,A,1,1,20.0,150.0,172.50,172.70,174.00,, NANNO OOZE," 5Y7/1-LIGHT GRAY, -WHITE", MODERATELY MOTTLED," DRILLING D ISTURBANCE AT 102-107 CM MODERATELY DEFORMED, OCCASIONALLY SOUPY AT EDGES", CLAST OF APPA RENTLY SAME LITHOLOGY AS 8-20 CM UNIT AT U02-107 CM, NUMEROUS PYRITE BLEBS STR EAKED DOWN CORE,, SLIGHT COLOR CHANGE TO LIGHTER WHITE AT 120-150 CM," FIRM, OCCASIONALLY SOUPY AT EDGES*",,86a99a67dd36e4ff1f5884801d1658bb,47-398A-1-1
47,398,A,1,2,0.0,150.0,172.50,174.00,175.50,, NANNO OOZE," N7-LIGHT GRAY, 5Y5/2-LIGHT OLIVE GRAY", MOTTLED WITH PYRITE SPECKS STREAKED THROUGHOUT, INTENSELY DISTURBED THROUGHOUT, CLASTS OF 5Y5/2 INC REASING DOWNWARDS,,, HOMOGENOUS N7 NO LAMINATIONS, S OFT*,,665996a9042eba86597f3c323994d4e0,47-398A-1-2
47,398,A,1,3,0.0,150.0,172.50,175.50,177.00,, NANNO OOZE," N7-LIGHT GRAY, 5Y5/2-LIGHT OLIVE GRAY , 5GY6/1-GREENISH GRAY", SLIGHT GRAY T O GREEN LAMINATIONS WITHIN SOME DARKER UNITS, SEVERELY DISTURBED AT 0-85 CM," 5Y5/1 CLASTS INCREASE DOWNWARD TO 85 CM (NONE B ELOW), CLAST AT 65-70 CM", PYRITE SPECKS SMEARED THR OUGHOUT PERHAPS MORE PREVALENT IN THE DARKER UNITS,," N7 WITH 5GY6/1 LAYERS AT 97-105 CM 116-121 CM 126-1 32 CM 146-150 CM WITH SOME VARIATION, FAIRLY SHARP C ONTACTS BETWEEN THE ABOVE TWO LAYERS", FIRM*,,e3f7c53f91ca956957f2c424e375ed1d,47-398A-1-3
47,398,A,1,4,4.0,150.0,172.50,177.04,178.50,, NANNO OOZE," 5B8/1-BLUISH WHITE, 5GY6/1-GREENISH G RAY, 5GY5/1-MEDIUM GREENISH GRAY, -DARK GRAY, 5B9/1- BLUISH WHITE", BED AT 17-2 6 CM 5GY6/1 GRADES DOWN TO 5GY5/1 WITH SHARP CONTACT S MODERATELY MOTTLED BY DARK GRAY PYRITE BLEBS,,, PYRITE BLEBS THROUGHOUT,," 5B8 /1 AT 4-17 CM, 5B9/1 AT 26-150 CM", FIRM*,,d48bdb938c9755f5d2c465f1ff62aa7c,47-398A-1-4
47,398,A,1,5,0.0,150.0,172.50,178.50,180.00,, NANNO OOZE," 5B8/1-BLUISH WHITE, N8-VERY LIGHT GRA Y, -GREEN", ONE GREENISH LAMINATION AT 18-20 CM,,, PY RITE BLEBS AND SMEARS THROUGHOUT MORE PREVALENT AT T OP,," HOMOGENOUS BELOW 20 CM, 5B8/1 GRADES TO N8", ST IFF*,,810e261c35eea144a3028eafc43cc05e,47-398A-1-5
47,398,A,1,6,4.0,75.0,172.50,180.04,180.75,, NANNO OOZE, 5B9/1-BLUISH WHITE -BLACK*, SOME VISIBLE PYR ITIZED WORM BURROWS (APPROX 5 MM),,, BLACK SMEARED PY RITE BLEBS COMMON,, HOMOGENOUS, FAIRLY FIRM INCREAS ING DOWNWARD,,5aefef192e14439db5b06076545c2793,47-398A-1-6
47,398,A,1,CC,0.0,4.0,172.50,181.18,181.12,, NANNO OOZE, 5B9/1-BLUISH WHITE,,,, PYRITE BLEBS,, S AME AS ABOVE, FIRM*,,86b96205c75c5487f73c3afe3565881b,47-398A-1-CC
47,398,A,2,1,9.0,150.0,201.00,201.09,202.50,, NANNO (CALCAREOUS) OOZE," 5B9/1-BLUISH WHITE, 5GY8 /1-LIGHT GREENISH GRAY, 5Y3/2-OLIVE GRAY"," MOSTLY 5B 9/1 NANNO (CALCAREOUS) PELAGIC OOZE WITH 5GY8/1 NANN O (HEMIPELAGIC) OOZE AT 15-20 CM 44-46 CM 120-125 CM 134-136 CM AND MIXED IN WITH 5B9/1 AT 50-110 CM, EV ERY 10-15 CM THIN LAMINAE AF 5Y3/2 ORGANIC MATTER AN D/OR PYRITIC-RICH MUD, MOTTLED AND BURROWED ALL THE SECTION ALONG, DWELLING TRACES, HALO BURROWS"," SEVER ELY DISTURBED AT 9-33 CM, HIGHLY DISTURBED AT 33-95 CM, MODERATELY DISTURBED AT 95-150 CM",,,,, SOFT-FIRM*,,2f2beae9c6da873ffb7e5cdf02c3850e,47-398A-2-1
47,398,A,2,2,3.0,150.0,201.00,202.53,204.00,, NANNO OOZE," 5B9/1-BLUISH WHITE, 5G8/1-LIGHT GREEN ISH GRAY"," THIN PARALLEL IRREGULAR LAMINATION (3-5 L AMINAE EACH CM) AT 5-90 CM, LARGE PYRITIZED BURROW 1 CM THICK AT 8-10 CM, INTENSIVELY BIOTURBATED MOTTLE D AT 90-150 CM (IT SEEMS IT WAS ORIGINALLY FINELY LA MINATED AND LATER INTENSELY BIOTURBATED)"," SEVERELY DISTURBED, LARGE DRILLING DEFORMED CLASTS OF 5G8/1 N ANNO OOZE AT 73-77 CM (FORMERLY MAYBE WAS A THIN LAY ER",,,,, SOFT*,,db6533820e8b3c5f6d547214cc8afd73,47-398A-2-2
