Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
138, 847,B,Post Moratorium          ,       0.000,    0.000000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       1.790,    0.039000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       3.010,    0.088000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       3.810,    0.116000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       4.110,    0.127000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       4.750,    0.148000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       5.990,    0.171000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       6.730,    0.184000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       7.450,    0.220000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       8.170,    0.240000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       8.830,    0.247000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       9.490,    0.278000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,       9.790,    0.290000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      10.290,    0.308000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      10.770,    0.326000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      11.130,    0.333000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      11.810,    0.349000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      13.190,    0.388000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      13.770,    0.405000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      14.050,    0.422000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      14.510,    0.446000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      15.190,    0.463000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      15.710,    0.479000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      16.050,    0.484000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      16.690,    0.509000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
138, 847,B,Post Moratorium          ,      17.450,    0.544000,By site only; depth=mcd; Leg 138 SR p 76
,,,,,,
