leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
44,391,C,PLEISTOCENE,,335.5,345.0,,NO AGE GIVEN,,NO AGE GIVEN,0.011,  1.8,.9055,DSDP INITIAL REPORTS
44,391,C,LOWER MIOCENE,,611.0,620.5,,NO AGE GIVEN,,NO AGE GIVEN,   16, 22.5,19.25,DSDP INITIAL REPORTS
44,391,C,UPPER CRETACEOUS,ALBIAN,677.5,687.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   65,  108, 86.5,DSDP INITIAL REPORTS
44,391,C,UPPER ALBIAN,,687.0,791.5,,NO AGE GIVEN,,NO AGE GIVEN,  100,  104,  102,DSDP INITIAL REPORTS
44,391,C,LOWER ALBIAN,UPPER APTIAN,829.5,839.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  106,  112,  109,DSDP INITIAL REPORTS
44,391,C,LOWER ALBIAN,APTIAN,896.5,905.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  106,  110,  108,DSDP INITIAL REPORTS
44,391,C,APTIAN,UPPER BARREMIAN,924.5,962.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  108,  118,  113,DSDP INITIAL REPORTS
44,391,C,LOWER BARREMIAN,UPPER VALANGINIAN,981.5,991.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  118,128.5,123.3,DSDP INITIAL REPORTS
44,391,C,BARREMIAN,,1000.5,1010.0,A LEGITIMATE AGE INVERSION,NO AGE GIVEN,,NO AGE GIVEN,  115,  121,  118,DSDP INITIAL REPORTS
44,391,C,LOWER BARREMIAN,UPPER VALANGINIAN,1010.0,1209.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  118,128.5,123.3,DSDP INITIAL REPORTS
44,391,C,LOWER VALANGINIAN,UPPER BERRIASIAN,1209.5,1257.0,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,128.5,  133,130.8,DSDP INITIAL REPORTS
44,391,C,LOWER BERRIASIAN,UPPER TITHONIAN,1257.0,1323.5,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,  133,  138,135.5,DSDP INITIAL REPORTS
44,391,C,LOWER TITHONIAN,,1323.5,1412.0,,NO AGE GIVEN,,NO AGE GIVEN,  138,  141,139.5,DSDP INITIAL REPORTS
