Data,Age From (oldest),Age To (youngest),Zone From (bottom),Zone To  (top),Leg,Site,H,Cor,T,Sc,Top(cm),Depth (mbsf),Scientist,Fossil Group                                 ,Group Abundance,Group Preservation,Liriospyris stauropora,Eucyrtidium diaphanes,Dorcadospyris dentata,Didymocyrtis prismatica,Carpocanopsis cingulata,Carpocanopsis bramlettei,Calocycletta costata,Acrocubus octopylus,Stichocorys wolffii,Stichocorys delmontensis,Stichocorys armata,Siphostichartus corona,Lithopera renzae,Liriospyris parkerae,Giraffospyris toxaria,Dorcadospyris alata,Cyrtocapsella cornuta,Carpocanopsis cristata,Calocycletta robusta,Botryostrobus miralestensis,Calocycletta caepa,Lithopera thornburgi,Cyrtocapsella japonica,Diartus petterssoni,Stichocorys johnsoni,Diartus hughesi,Solenosphaera omnitubus omnitubus,Stichocorys peregrina,Theocorythium vetulum,Theocalyptra davisiana,Stylatractus universus,Spongaster tetras,Pterocanium prismatium,Phormostichoartus doliolum,Lamprocyrtis neoheteroporos,Lamprocyrtis heteroporos,Anthocyrtidium pliocenica,Anthocyrtidium jenghisi,Amphirhopalum ypsilon,Anthocyrtidium angulare,Theocorythium trachelium trachelium,Pterocorys minythorax,Lamprocyrtis nigriniae,Lychnodictyum audax,Didymocyrtis penultima,Collosphaera tuberosa,Comment
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 12,H,CC,  20.00,    109.5900,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,F                       ,                  ,-                     ,-               ,                    ,                     ,-                  ,F                    ,-                     ,                    ,R                          ,R                 ,R                   ,R                     ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 13,H, 3, 109.00,    113.0900,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,R               ,                    ,                     ,-                  ,C                    ,R                     ,                    ,R                          ,F                 ,R                   ,-                     ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 13,H,CC,  26.00,    118.9500,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,R               ,                    ,                     ,-                  ,C                    ,-                     ,                    ,R                          ,C                 ,R                   ,-                     ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 14,H, 3, 110.00,    122.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,F                       ,                  ,R                     ,R               ,                    ,                     ,-                  ,C                    ,-                     ,R                   ,R                          ,C                 ,R                   ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 14,H,CC,  18.00,    128.2300,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,F                       ,                  ,R                     ,R               ,                    ,                     ,-                  ,C                    ,-                     ,R                   ,R                          ,C                 ,R                   ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 15,H, 3, 110.00,    132.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,F                       ,                  ,R                     ,R               ,                    ,                     ,-                  ,C                    ,R                     ,R                   ,R                          ,C                 ,R                   ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 15,H, 5, 110.00,    135.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,R               ,                    ,                     ,-                  ,C                    ,R                     ,R                   ,R                          ,C                 ,R                   ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 15,H,CC,  24.00,    137.7900,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,R               ,                    ,                     ,-                  ,C                    ,R                     ,R                   ,R                          ,C                 ,-                   ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 16,H, 3, 110.00,    141.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,R               ,                    ,-                    ,-                  ,C                    ,-                     ,R                   ,R                          ,C                 ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 16,H,CC,  27.00,    147.3900,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,R               ,                    ,-                    ,-                  ,C                    ,-                     ,R                   ,R                          ,C                 ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 17,H, 3, 110.00,    151.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,R               ,                    ,-                    ,R                  ,C                    ,-                     ,R                   ,R                          ,F                 ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 17,H, 5, 110.00,    154.1000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,F                       ,                  ,R                     ,R               ,                    ,-                    ,R                  ,C                    ,R                     ,R                   ,R                          ,F                 ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 17,H,CC,  24.00,    157.0400,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,R               ,                    ,-                    ,-                  ,C                    ,-                     ,F                   ,R                          ,R                 ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 18,H, 3, 110.00,    160.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,                  ,R                     ,R               ,                    ,-                    ,R                  ,C                    ,R                     ,F                   ,R                          ,R                 ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 18,H,CC,  19.00,    166.4000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,R                 ,R                     ,R               ,                    ,-                    ,-                  ,C                    ,-                     ,F                   ,R                          ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 19,H, 3,  98.00,    169.9800,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,                   ,F                  ,C                       ,F                 ,R                     ,R               ,                    ,-                    ,R                  ,C                    ,-                     ,F                   ,R                          ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 19,H,CC,  13.00,    175.8000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,-                  ,F                  ,C                       ,C                 ,R                     ,R               ,                    ,-                    ,-                  ,C                    ,-                     ,F                   ,R                          ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 20,H, 3, 110.00,    179.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,-                  ,F                  ,F                       ,C                 ,R                     ,R               ,                    ,-                    ,R                  ,C                    ,R                     ,C                   ,R                          ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 20,H, 5, 110.00,    182.6000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,-                  ,R                  ,F                       ,C                 ,R                     ,R               ,-                   ,-                    ,-                  ,C                    ,-                     ,C                   ,R                          ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 20,H,CC,  25.00,    185.5500,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,-                  ,-                  ,C                       ,C                 ,R                     ,R               ,R                   ,R                    ,-                  ,C                    ,R                     ,C                   ,R                          ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 21,X, 3, 110.00,    189.1000,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,R                  ,R                  ,C                       ,F                 ,R                     ,R               ,R                   ,-                    ,-                  ,C                    ,-                     ,C                   ,R                          ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 21,X, 5, 110.00,    192.1000,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,R                  ,R                  ,C                       ,F                 ,R                     ,R               ,R                   ,R                    ,-                  ,C                    ,-                     ,C                   ,R                          ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 21,X,CC,  27.00,    194.6600,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,                     ,                       ,                       ,                        ,                    ,R                  ,R                  ,C                       ,F                 ,R                     ,R               ,R                   ,-                    ,R                  ,C                    ,-                     ,C                   ,R                          ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 22,X, 3, 110.00,    198.7000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,-                       ,                    ,-                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 22,X,CC,  16.00,    204.2400,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,                     ,                       ,                       ,R                       ,-                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,D. alata (RN5)    ,              ,138, 844,B, 23,X, 3, 110.00,    208.4000,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,                     ,                       ,                       ,-                       ,T                   ,-                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Traces; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 23,X, 5, 110.00,    211.4000,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,                     ,                       ,                       ,R                       ,-                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 23,X,CC,  18.00,    213.8700,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,                     ,                       ,                       ,R                       ,F                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 24,X, 3, 110.00,    218.0000,Moore    ,Radiolarians                                 ,A              ,G                 ,                      ,                     ,-                    ,                       ,                       ,R                       ,F                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 24,X, 5, 110.00,    221.0000,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,T                    ,                       ,                       ,-                       ,F                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,Reworked older fauna = Traces; from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 24,X,CC,  26.00,    223.6200,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,-                    ,                       ,                       ,R                       ,R                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 25,X, 3, 109.00,    227.6900,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,R                    ,                       ,                       ,R                       ,C                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 25,X, 5, 109.00,    230.6900,Moore    ,Radiolarians                                 ,A              ,M                 ,                      ,                     ,F                    ,                       ,                       ,R                       ,C                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 25,X,CC,  21.00,    232.0100,Moore    ,Radiolarians                                 ,A              ,G                 ,-                     ,                     ,R                    ,                       ,                       ,R                       ,F                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 26,X, 3, 112.00,    237.4200,Moore    ,Radiolarians                                 ,C/A            ,G                 ,R                     ,                     ,F                    ,                       ,                       ,R                       ,F                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  SR,                 ,                 ,C. costata (RN4)  ,              ,138, 844,B, 26,X, 5, 109.00,    240.3900,Moore    ,Radiolarians                                 ,A              ,G                 ,R                     ,-                    ,R                    ,                       ,                       ,R                       ,F                   ,R                  ,                   ,                        ,                  ,                      ,                ,                    ,                     ,                   ,                     ,                      ,                    ,                           ,                  ,                    ,                      ,                   ,                    ,               ,                                 ,                     ,                     ,                      ,                      ,                 ,                      ,                          ,                           ,                        ,                         ,                       ,                     ,                       ,                                   ,                     ,                      ,                   ,                      ,                     ,from Leg 138 SR; Chapter 11; Fig 1; p 192-194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
