Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
108, 664,D,Initial Reports          ,      15.650,    0.470000,LO Pseudoemiliania lacunosa
,,,,,,
108, 664,D,Initial Reports          ,      27.950,    0.730000,Brunhes /Matuyama
,,,,,,
108, 664,D,Initial Reports          ,      35.800,    0.910000,Top Jaramillo
,,,,,,
108, 664,D,Initial Reports          ,      38.300,    0.990000,Base Jaramillo
,,,,,,
108, 664,D,Initial Reports          ,      64.050,    1.450000,LO Calcidiscus macintyrei
,,,,,,
108, 664,D,Initial Reports          ,      73.550,    1.890000,LO Discoaster brouweri
,,,,,,
108, 664,D,Initial Reports          ,      91.100,    2.070000,FO D. triradiatus acme
,,,,,,
108, 664,D,Initial Reports          ,     102.050,    2.200000,LO Globorotalia miocenica
,,,,,,
108, 664,D,Initial Reports          ,     121.050,    2.650000,LO Discoaster tamalis
,,,,,,
108, 664,D,Initial Reports          ,     130.550,    3.000000,LO Sphaerodinellopsis seminulina
,,,,,,
108, 664,D,Initial Reports          ,     158.500,    3.450000,LO Sphenolithus abies
,,,,,,
108, 664,D,Initial Reports          ,     163.400,    3.560000,LO Reticulofenestra pseudoumbilica
,,,,,,
108, 664,D,Initial Reports          ,     187.550,    3.900000,LO Globigerina nepenthes
,,,,,,
108, 664,D,Initial Reports          ,     205.650,    4.600000,FO Ceratolithus rugosus
,,,,,,
108, 664,D,Initial Reports          ,     229.500,    5.600000,LO Discoaster quinqueramus
,,,,,,
108, 664,D,Initial Reports          ,     284.000,    8.200000,FO D. quinqueramus
,,,,,,
108, 664,D,Initial Reports          ,     295.150,    8.750000,LO Catinaster calyculus
,,,,,,
