leg,site,hole,age mnemonic,auxiliary age mnemonic,top of section depth(m),bottom of section depth(m),special condition,age,auxiliary age,averaged age,age top of section(million years),age bottom of section(million years),average age(million years)t,data source
89,585,A,UPPER MIOCENE,,0.0,363.7,,NO AGE GIVEN,,NO AGE GIVEN,    5, 10.5, 7.75,INITIAL CORE DESCRIPTIONS
89,585,A,LOWER EOCENE,,363.7,364.8,,NO AGE GIVEN,,NO AGE GIVEN,   49, 53.5,51.25,INITIAL CORE DESCRIPTIONS
89,585,A,PALEOCENE,,364.8,373.3,,NO AGE GIVEN,,NO AGE GIVEN, 53.5,   65,59.25,INITIAL CORE DESCRIPTIONS
89,585,A,LOWER PALEOCENE,,373.3,383.8,,NO AGE GIVEN,,NO AGE GIVEN,   60,   65, 62.5,INITIAL CORE DESCRIPTIONS
89,585,A,MAESTRICHTIAN,,383.8,392.3,,NO AGE GIVEN,,NO AGE GIVEN,   65,   70, 67.5,INITIAL CORE DESCRIPTIONS
89,585,A,CAMPANIAN,,502.6,511.8,,NO AGE GIVEN,,NO AGE GIVEN,   70,   78,   74,INITIAL CORE DESCRIPTIONS
89,585,A,TURONIAN,,520.9,543.5,,NO AGE GIVEN,,NO AGE GIVEN,   86,   92,   89,INITIAL CORE DESCRIPTIONS
89,585,A,TURONIAN,UPPER CENOMANIAN,543.5,552.6,,NO AGE GIVEN,NO AGE GIVEN,NO AGE GIVEN,   86,   95, 90.5,INITIAL CORE DESCRIPTIONS
89,585,A,UPPER ALBIAN,,552.6,658.0,,NO AGE GIVEN,,NO AGE GIVEN,  100,  104,  102,INITIAL CORE DESCRIPTIONS
89,585,A,UPPER APTIAN,,772.1,892.8,,NO AGE GIVEN,,NO AGE GIVEN,  108,  112,  110,INITIAL CORE DESCRIPTIONS
