leg,site,hole,core,section,top interval depth(cm),bottom interval depth (cm),coredepth(m),sample depth(m),total number of observed fossils,investigators name,publication date (month/year),dsdp initial report volume number,fossil group,group abundance,chemical overgrowth,chemical dissolution,mechanical preservations,age,page number reference,fossil code,fossil,fossil abundance,fossil preservation,record join code
14,139,,1,1,5.0,7.0,114.00,114.06, 1,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,,,,,NO AGE GIVEN,508,RSPIO0010,Spirocyrtis sp.,PRESENT,  ,1
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDICU0081,Dictyophimus hirundo (q),PRESENT,  ,2
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDIPL0040,Diplocyclas ionis,FEW,  ,2
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RHALO0010,Haliometta miocenica,COMMON,  ,2
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0020,Lamprocyclas aegles,ABUNDANT,  ,2
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0040,Lamprocyclas junonis,COMMON,  ,2
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMT0020,Lamprotripus mawsoni,PRESENT,  ,2
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0040,Lipmanella dogieli,COMMON,  ,2
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0070,Lipmanella xiphephorum,FEW,  ,2
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLYCN0070,Lychnocanium korotnevi,PRESENT,  ,3
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLYCN0070,Lychnocanium korotnevi,FEW,  ,3
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,ROMMA0036,Ommatartus ceratospyris (q),FEW,  ,3
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPERY0040,Peripyramis woodringi,RARE,  ,3
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPTEC0040,Pterocorys sabae,RARE,  ,3
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPIO0010,Spirocyrtis sp.,PRESENT,  ,3
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPIO0020,Spirocyrtis cornutella,FEW,  ,3
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPOD0160,Spongodiscus resurgens,ABUNDANT,  ,3
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPOD0170,Spongodiscus resurgens osculosa,PRESENT,  ,3
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTID0030,Stichopodium calvertense,RARE,  ,3
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYA0020,Stylatractus fragilis,FEW,  ,4
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYA0030,Stylatractus neptunus,COMMON,  ,4
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYH0010,Stylosphaera sp.,COMMON,  ,4
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYH0020,Stylosphaera angelina,COMMON,  ,4
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTHEY0015,Theocorythium sp.(q),PRESENT,  ,4
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTRIL0030,Tricolocapsa papillosa,COMMON,  ,4
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTRIN0010,Trigonastrum sp.,PRESENT,  ,4
14,139,,1,1,80.0,82.0,114.00,114.81,38,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RZYGO0050,Zygocircus productus,FEW,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56, 1,"PETRUSHEVSKAYA,M.G.",,29,RADIOLARIA,,,,,NO AGE GIVEN,620,RLYCN0051,Lychnocanium grande (q),PRESENT,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RACTI0031,Actinomma hexaconthium arachinoidale (q),COMMON,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RANTY0040,Anthocyrtidium ophirense,FEW,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RANTY0050,Anthocyrtidium ovata,COMMON,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RARTY0010,Artocyrtis sp.,PRESENT,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RAXOP0060,Axoprunum stauraxonium,COMMON,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBOTS0020,Botryostrobus auritus,PRESENT,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBOTS0030,Botryostrobus australis,PRESENT,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBOTS0070,Botryostrobus tumidulus,COMMON,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCLAL0020,Clathrocyclas bicornis,PRESENT,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCORU0030,Cornutella longisetta,PRESENT,  ,1
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCORU0040,Cornutella profunda,COMMON,  ,2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCROY0020,Cromyechinus langii,RARE,  ,2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDICU0081,Dictyophimus hirundo (q),PRESENT,  ,2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDIPL0020,Diplocyclas bicorona,PRESENT,  ,2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RDIPL0040,Diplocyclas ionis,FEW,  ,2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,REUCE0010,Eucecryphalus sp.,FEW,  ,2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RHALO0010,Haliometta miocenica,COMMON,  ,2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0020,Lamprocyclas aegles,ABUNDANT,  ,2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0030,Lamprocyclas heteroporos,FEW,  ,2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0031,Lamprocyclas heteroporus (q),PRESENT,  ,2
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0040,Lamprocyclas junonis,COMMON,  ,3
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0040,Lipmanella dogieli,COMMON,  ,3
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0070,Lipmanella xiphephorum,FEW,  ,3
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLYCN0070,Lychnocanium korotnevi,COMMON,  ,3
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,ROMMA0036,Ommatartus ceratospyris (q),FEW,  ,3
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,ROMMG0020,Ommatogramma sp.,PRESENT,  ,3
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPERY0040,Peripyramis woodringi,RARE,  ,3
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPTEC0010,Pterocorys clausus,PRESENT,  ,3
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPTEC0040,Pterocorys sabae,FEW,  ,3
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RRHOP0030,Rhopalastrum angulatum,PRESENT,  ,3
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RRHOP0040,Rhopalastrum profunda,PRESENT,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPIO0020,Spirocyrtis cornutella,RARE,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPIO0021,Spirocyrtis cornutella (q),PRESENT,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPOD0160,Spongodiscus resurgens,ABUNDANT,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTID0011,Stichopodium sp.(q),PRESENT,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTID0030,Stichopodium calvertense,FEW,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTID0076,Stichopodium matujamai (q),PRESENT,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYA0020,Stylatractus fragilis,COMMON,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYA0030,Stylatractus neptunus,COMMON,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYD0010,Stylodictya aculeata,PRESENT,  ,4
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYH0010,Stylosphaera sp.,COMMON,  ,5
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTYH0020,Stylosphaera angelina,COMMON,  ,5
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RTRIL0030,Tricolocapsa papillosa,FEW,  ,5
14,139,,1,2,5.0,7.0,114.00,115.56,44,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RZYGO0050,Zygocircus productus,FEW,  ,5
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RACTI0031,Actinomma hexaconthium arachinoidale (q),COMMON,  ,1
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RANTY0050,Anthocyrtidium ovata,FEW,  ,1
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RAXOP0060,Axoprunum stauraxonium,COMMON,  ,1
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBATH0061,Bathropyramis spongiosa (q),PRESENT,  ,1
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBOTS0055,Botryostrobus lithobotrys,PRESENT,  ,1
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RBOTS0070,Botryostrobus tumidulus,COMMON,  ,1
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCIRC0030,Circodiscus microporus,PRESENT,  ,1
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RCORU0012,Cornutella bimarginata,PRESENT,  ,1
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,REUCE0010,Eucecryphalus sp.,FEW,  ,1
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RHALO0010,Haliometta miocenica,COMMON,  ,1
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0030,Lamprocyclas heteroporos,PRESENT,  ,2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLAMP0050,Lamprocyclas maritalis,PRESENT,  ,2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0040,Lipmanella dogieli,FEW,  ,2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLIPM0071,Lipmanella xiphephorum (q),PRESENT,  ,2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLITS0016,Lithomelissa campanulaeformis (q),PRESENT,  ,2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RLYCN0070,Lychnocanium korotnevi,FEW,  ,2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,ROMMA0036,Ommatartus ceratospyris (q),FEW,  ,2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPSEO0011,Pseudodictyophimus sp. (q),PRESENT,  ,2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPSEO0020,Pseudodictyophimus gracilipes,PRESENT,  ,2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RPTEC0010,Pterocorys clausus,PRESENT,  ,2
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSPOD0160,Spongodiscus resurgens,ABUNDANT,  ,3
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTID0011,Stichopodium sp.(q),PRESENT,  ,3
14,139,,1,CC,0.0,0.0,114.00,117.10,29,"PETRUSHEVSKAYA,M.;KOZLOVA,G.",,14,RADIOLARIA,ABUNDANT,,,GOOD,NO AGE GIVEN,508,RSTIH0060,Stichocapsa hexagonalis,FEW,  ,3
