Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
117, 722,B,Initial Reports          ,      39.100,    0.830000,Top of acme of Reticulofenestra sp. A
,,,,,,
117, 722,B,Initial Reports          ,      40.000,    0.890000,FO Gephyrocapsa parallela
,,,,,,
117, 722,B,Initial Reports          ,      48.550,    1.190000,LO Helocosphaera sellii
,,,,,,
117, 722,B,Initial Reports          ,      58.050,    1.570000,FO Gephyrocapsa oceanica
,,,,,,
117, 722,B,Initial Reports          ,      67.700,    1.660000,FO Gephyrocapsa caribbeanica
,,,,,,
117, 722,B,Initial Reports          ,     273.430,    7.750000,FO Acrobotrys tritubus & LO Didymocyrtis laticonus
,,,,,,
117, 722,B,Initial Reports          ,     280.450,    8.150000,LO Diartus petterssoni
,,,,,,
117, 722,B,Initial Reports          ,     288.950,    8.600000,FO Neogloboquadrina acostaensis
,,,,,,
117, 722,B,Initial Reports          ,     302.530,    8.900000,FO Botryostrobus bramlettei
,,,,,,
117, 722,B,Initial Reports          ,     328.850,   10.000000,FO Discoaster hamatus
,,,,,,
117, 722,B,Initial Reports          ,     331.530,   10.150000,LO Cyrtocapsella japonica
,,,,,,
117, 722,B,Initial Reports          ,     334.780,   10.400000,LO Globorotalia mayeri
,,,,,,
117, 722,B,Initial Reports          ,     343.800,   11.300000,FO Globigerinoides nepenthes
,,,,,,
117, 722,B,Initial Reports          ,     355.450,   11.750000,LO Cyrtocapsella cornuta
,,,,,,
117, 722,B,Initial Reports          ,     378.650,   13.100000,FO Discoaster kugleri
,,,,,,
117, 722,B,Initial Reports          ,     383.220,   14.400000,LO Sphenolithus heteromorphus
,,,,,,
117, 722,B,Initial Reports          ,     392.830,   14.600000,LO Globorotalia peripheroronda
,,,,,,
