leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
94,610,D,1,1,0.0,21.0,0.00,0.00,0.21,LDK, FORAM NANNO OOZE, GRAY,, MODERATELY  DISTURBED,,,,, SOFT, 00000000,007171157445f378be69767705f4363c,94-610D-1-1
94,610,D,1,1,21.0,150.0,0.00,0.21,1.50,LDK, CALCAREOUS MUD, GRAY,, SLIGHTLY DISTURBED TO UNDISTURBED,,, MOLLUSCS,, SOFT, 00000000,99e90c3fffdbb2a4872736dd1c9d0ecc,94-610D-1-1
94,610,D,1,2,0.0,135.0,0.00,1.50,2.85,LDK, CALCAREOUS MUD, GRAY, BURROWS,,,,,, SOFT, 33213000.1110,49df7191797ca92b861d286886509055,94-610D-1-2
94,610,D,1,3,0.0,84.0,0.00,3.00,3.84,LDK, CALCAREOUS MUD, GRAY, ASH LAYER,, VOLCANOGENIC DEPOSITS, VOLCANIC ASH,,, SOFT, 33213000.1110,b1961ed902e46ad7a7516692504841a5,94-610D-1-3
94,610,D,1,3,84.0,150.0,0.00,3.84,4.50,LDK, FORAM NANNOFOSSIL OOZE," GRAYS,WHITE",,,,,,, SOFT, 11111210.1221,b16b9adfd230b9656895eca71dc3ebe6,94-610D-1-3
94,610,D,1,4,0.0,150.0,0.00,4.50,6.00,LDK, FORAM NANNOFOSSIL OOZE," GRAYS,PURPLE", LAMINAE,,,,,, SOFT, 00000000,db4b8aaff60fae7ac08717d2aafed581,94-610D-1-4
94,610,D,1,5,0.0,32.0,0.00,6.00,6.32,LDK, FORAM NANNOFOSSIL OOZE," GRAY,WHITE",,,,,,, SOFT, 00000000,3a728beb9e25927d0fdcfc21f7ee7d97,94-610D-1-5
94,610,D,1,5,32.0,150.0,0.00,6.32,7.50,LDK, CALCAREOUS MUD, GRAY,,," VOLCANOGENIC DEPOSIT,PEBBLES", VOLCANIC ASH,,, SOFT, 00000000,4ea6cf4da58d51f6ff26f620fe4519fa,94-610D-1-5
94,610,D,1,6,0.0,65.0,0.00,7.50,8.15,LDK, CALCAREOUS MUD, GRAY,,, PEBBLES,,,, SOFT, 00000000,dc68472471ac219bd37d84d5743413b5,94-610D-1-6
94,610,D,1,CC,0.0,19.0,0.00,8.25,8.34,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,cf634ba8dd0c89c934c5f19b567cf9df,94-610D-1-CC
94,610,D,2,1,0.0,40.0,8.40,8.40,8.80,LDK, FORAM NANNO OOZE, GRAYS,,,,,,, SOFT, 00000000,8deae4b8ad22fc3a0c1f8d006931aa97,94-610D-2-1
94,610,D,2,1,40.0,108.0,8.40,8.80,9.48,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,e2b486fe4e57be3809d47d7ac0beedb1,94-610D-2-1
94,610,D,2,1,108.0,150.0,8.40,9.48,9.90,LDK, FORAM NANNO OOZE," WHITE,GRAY", BURROWS,,,,,, SOFT, 00000000,1c4a8a44ec8265f792b9307a5bfc681c,94-610D-2-1
94,610,D,2,2,0.0,150.0,8.40,9.90,11.40,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,a2235bd30a05210dda3f0bea1261e20d,94-610D-2-2
94,610,D,2,3,0.0,150.0,8.40,11.40,12.90,LDK, CALCAREOUS MUD, GRAY, BURROWS,, PEBBLES,,,, SOFT, 00000000,2af40fd607d911ebdef2d4da9cbf4d6c,94-610D-2-3
94,610,D,2,4,0.0,10.0,8.40,12.90,13.00,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,5493411387e68e476024fe70726c4878,94-610D-2-4
94,610,D,2,4,10.0,60.0,8.40,13.00,13.50,LDK, FORAM NANNO OOZE," GRAY,PURPLE", BURROWS,, PYRITE INFILLINGS, PYRITE,,, SOFT, 00000000,d4275479b7624b0db8f5a5eb4f58f269,94-610D-2-4
94,610,D,2,4,60.0,80.0,8.40,13.50,13.70,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,0e267397f20b793c862cfe925ee9ce3a,94-610D-2-4
94,610,D,2,4,80.0,150.0,8.40,13.70,14.40,LDK, FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 00000000,e150844e2932adfd8a18872375fdb577,94-610D-2-4
94,610,D,2,5,0.0,46.0,8.40,14.40,14.86,LDK, CALCAREOUS MUD TO FORAM NANNO OOZE, GRAY TO WHITE,,,,,,, SOFT, 00000000,0b5bf85f62ec447e01504ae2fbd7a3eb,94-610D-2-5
94,610,D,2,5,46.0,79.0,8.40,14.86,15.19,LDK, CALCAREOUS MUD, GRAY,,," ERRATICS,VOLCANOGENIC DEPOSIT", VOLCANIC ASH,,, SOFT, 00000000,79ace535a52d596485f151bcdaf4c54e,94-610D-2-5
94,610,D,2,5,79.0,118.0,8.40,15.19,15.58,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,c2977ee7a20863263377792726cc7ee4,94-610D-2-5
94,610,D,2,6,0.0,44.0,8.40,15.90,16.34,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,522ecd91ebc14dea0d8fa35726e05d29,94-610D-2-6
94,610,D,2,6,44.0,124.0,8.40,16.34,17.14,LDK, FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 00000000,616561677a04a4c23a4ee1ab13b1fb22,94-610D-2-6
94,610,D,2,CC,0.0,24.0,8.40,17.25,17.39,LDK, FORAM NANNO OOZE," GRAY,WHITE",,,,,,, SOFT, 00000000,0b00990b1bfe4a48b8dbffe1efcb625f,94-610D-2-CC
94,610,D,3,1,0.0,23.0,27.60,27.60,27.83,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 00000000,e9570d35d4ea8d1952bfcfc9b2424d9c,94-610D-3-1
94,610,D,3,1,23.0,80.0,27.60,27.83,28.40,LDK, FORAM NANNO OOZE," WHITE,GRAY",,,,,,, SOFT, 00000000,82c08b95a9e8c888238da0d52af115bd,94-610D-3-1
94,610,D,3,1,80.0,150.0,27.60,28.40,29.10,LDK, FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 00000000,a8625c7eee95f1ea6fca5475ae8193d9,94-610D-3-1
94,610,D,3,2,0.0,150.0,27.60,29.10,30.60,LDK, CALCAREOUS MUD," GRAYS,GREEN",,, PEBBLES,,,, SOFT, 00000000,c65cc26e44b4c9091c4093b15d123cb6,94-610D-3-2
94,610,D,3,3,0.0,150.0,27.60,30.60,32.10,LDK, CALCAREOUS MUD, GRAY,,," VOLCANOGENIOC DEPOSITS,PEBBLES", VOLCANIC ASH,,, SOFT, 33213000.1110,1a9a5ef319b2d81d10e8bfa537e4c3d1,94-610D-3-3
94,610,D,3,4,0.0,11.0,27.60,32.10,32.21,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,710feab5888d4162d91b391942f44275,94-610D-3-4
94,610,D,3,4,11.0,90.0,27.60,32.21,33.00,LDK, FORAM NANNO OOZE, WHITE,,,,,,, SOFT, 00000000,142b6a92d79ca4220452973726c4cd26,94-610D-3-4
94,610,D,3,4,90.0,100.0,27.60,33.00,33.10,LDK, MARLY FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 12211210.1221,2d87d18412201cc2480052d6a20a712f,94-610D-3-4
94,610,D,3,4,100.0,150.0,27.60,33.10,33.60,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,73f3d87a95cac4169bae6bc26031e7fc,94-610D-3-4
94,610,D,3,5,0.0,136.0,27.60,33.60,34.96,LDK, CALCAREOUS MUD, GRAY, LAMINAE,,,,,, SOFT, 33213000.1110,4dc50ffb2f4f30b2b2012fbd291b242b,94-610D-3-5
94,610,D,3,5,136.0,150.0,27.60,34.96,35.10,LDK, MARLY FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 12211210.1221,54678e7af676556a2daa08e00aea3f11,94-610D-3-5
94,610,D,3,6,0.0,37.0,27.60,35.10,35.47,LDK, MARLY FORAM NANNO OOZE TO FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 12211210.1221,ec582ecea48d579b9b8863fd124845f4,94-610D-3-6
94,610,D,3,6,37.0,101.0,27.60,35.47,36.11,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,e809edbd77dba047880a2642081b2631,94-610D-3-6
94,610,D,3,CC,0.0,9.0,27.60,36.24,36.23,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,88e701ab82f2fc0a0a8f7f851e225d43,94-610D-3-CC
94,610,D,4,1,0.0,33.0,37.20,37.20,37.53,LDK, CALCAREOUS MUD, GRAY,, SLIGHTLY DISTURBED,,,,, SOFT, 33213000.1110,1555b976b0f01b1bea4f4c08c47a2471,94-610D-4-1
94,610,D,4,1,33.0,115.0,37.20,37.53,38.35,LDK, FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 11111210.1221,b6def0800c10ae34c7e53a55a1610772,94-610D-4-1
94,610,D,4,1,115.0,150.0,37.20,38.35,38.70,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,3e693797a098da429435abc95d76a6bc,94-610D-4-1
94,610,D,4,2,0.0,150.0,37.20,38.70,40.20,LDK, CALCAREOUS MUD, GRAY, BURROWS,,,,,, SOFT, 33213000.1110,1d0ce440b97dc7a6a657b14c601ba5ee,94-610D-4-2
94,610,D,4,3,0.0,109.0,37.20,40.20,41.29,LDK, CALCAREOUS MUD, GRAY, ASH LAYER,, VOLCANOGENIC DEPOSIT, VOLCANIC ASH,,, SOFT, 00000000,881ad45417bc40e8abe79feda892d75e,94-610D-4-3
94,610,D,4,3,109.0,119.0,37.20,41.29,41.39,LDK, FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 11111210.1221,b18b22ba637a301dd52c6af13c1e4095,94-610D-4-3
94,610,D,4,4,0.0,18.0,37.20,41.70,41.88,LDK, FORAM NANNO OOZE, WHITE,,," VOLCANOGENIC DEPOSIT,PEBBLE"," VOLCANIC ASH,PYRITE",,, SOFT, 11111210.1221,caddba9150bfe367ebfbffdc9b02f9dc,94-610D-4-4
94,610,D,4,4,18.0,35.0,37.20,41.88,42.05,LDK, CALCAREOUS MUD," GREENISH GRAY,GRAY",,,,,,, SOFT, 33213000.1110,dbef1922d3b590802a370ecdd9b02200,94-610D-4-4
94,610,D,4,4,35.0,81.0,37.20,42.05,42.51,LDK, FORAM NANNO OOZE, GREENISH GRAY,,,,,,, SOFT, 11111210.1221,994fd4675fcf3156e8cf975b748c59e5,94-610D-4-4
94,610,D,4,4,81.0,97.0,37.20,42.51,42.67,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,6291e98780d0c0ac52049c17ad2f6845,94-610D-4-4
94,610,D,4,4,97.0,140.0,37.20,42.67,43.10,LDK, FORAM NANNO OOZE, GREENISH GRAY,,,,,,, SOFT, 11111210.1221,42d6de2bfe00e9c90a539696aa8b37f3,94-610D-4-4
94,610,D,4,4,140.0,150.0,37.20,43.10,43.20,LDK, CALCAREOUS MUD, GREENISH GRAY,,,,,,, SOFT, 33213000.1110,fd2d34159a89838f32232ea25e4c0eb5,94-610D-4-4
94,610,D,4,5,0.0,40.0,37.20,43.20,43.60,LDK, CALCAREOUS MUD," GREENISH GRAY,GRAY",,,,,,, SOFT, 33213000.1110,80d5caf92b1660204d23d07c187cf5f1,94-610D-4-5
94,610,D,4,5,40.0,57.0,37.20,43.60,43.77,LDK, MARLY FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 12211210.1221,f88f6034b0cceb4aa98eee63845d8006,94-610D-4-5
94,610,D,4,5,57.0,70.0,37.20,43.77,43.90,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,ca49ea8548cb72b1cc44a6fcc09d25db,94-610D-4-5
94,610,D,4,5,70.0,111.0,37.20,43.90,44.31,LDK, FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 11111210.1221,93868bd3487cdd685725faf2750b2bcc,94-610D-4-5
94,610,D,4,5,111.0,150.0,37.20,44.31,44.70,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,8b43b654391d3c2d977219abcc3dfb1d,94-610D-4-5
94,610,D,4,6,0.0,21.0,37.20,44.70,44.91,LDK, CALCAREOUS MUD, GRAY,,,,,,, SOFT, 33213000.1110,d49df0b8729c45a2f7f5ef447b1e8fde,94-610D-4-6
94,610,D,4,6,21.0,125.0,37.20,44.91,45.95,LDK, FORAM NANNO OOZE," GRAY,WHITE", BURROWS,,,,,, SOFT, 00000000,d9433d8a312c64a02ca492b7cf256dfc,94-610D-4-6
94,610,D,4,CC,0.0,22.0,37.20,46.08,46.20,LDK, FORAM NANNO OOZE," GRAY,WHITE",,,,,,, SOFT, 00000000,dd1e26f1877271ea298b43b4f04eea92,94-610D-4-CC
94,610,D,5,1,0.0,40.0,46.80,46.80,47.20,LDK, FORAM NANNO OOZE," GRAY,WHITE",, GREATLY DISTURBED,,,,, SOFT, 00000000,c6dc49365efafb7230213e55b437d3cd,94-610D-5-1
94,610,D,5,1,40.0,150.0,46.80,47.20,48.30,LDK, CALCAREOUS MUD, GRAYS,, GREATLY DISTURBED,,,,, SOFT, 00000000,6e3b25eb76e64f696f5e6c45ae553bf1,94-610D-5-1
94,610,D,5,2,0.0,135.0,46.80,48.30,49.65,LDK, CALCAREOUS MUD, GRAYS,, GREATLY DISTURBED,,,,, SOFT, 00000000,cf71d227e8c99b6c90e5e7791227196f,94-610D-5-2
94,610,D,5,2,135.0,150.0,46.80,49.65,49.80,LDK, FORAM NANNO OOZE, GRAYS,,,,,,, SOFT, 00000000,05ba634895e6f0af4d01ed4aada507bf,94-610D-5-2
94,610,D,5,3,0.0,98.0,46.80,49.80,50.78,LDK, CALCAREOUS MUD, GRAYS,,,,,,, SOFT, 00000000,53e0f9720a772db028a17ae576c0d396,94-610D-5-3
94,610,D,5,3,98.0,150.0,46.80,50.78,51.30,LDK, FORAM NANNO OOZE, GRAYS,,,,,,, SOFT, 00000000,13021c30874cacb0adef0a0c20f2b68d,94-610D-5-3
94,610,D,5,4,0.0,52.0,46.80,51.30,51.82,LDK, CALCAREOUS MUD, GRAYS,,,,,,, SOFT, 00000000,3656c429fd517f410e0362c82055da41,94-610D-5-4
94,610,D,5,4,52.0,116.0,46.80,51.82,52.46,LDK, FORAM NANNO OOZE, GRAY,,,,,,, SOFT, 00000000,d159517bebc35878478b70b62bed2748,94-610D-5-4
94,610,D,5,5,0.0,67.0,46.80,52.80,53.47,LDK, CALCAREOUS MUD, GRAYS,,,,,,, SOFT, 00000000,e8324bc1a5d3ce6007adaf48116a50c1,94-610D-5-5
