leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
87,583,D,1,1,0.0,10.0,46.80,46.80,46.90,JC, MUD,,,,,,,, SOFT, 33213000,966f060ef7ac53e6e3ec6f88f80db8cb
87,583,D,3,1,0.0,107.0,66.00,66.00,67.07,AJS, MUD,,,,,,,, SOFT, 33213000,decd6e4f9e4f325ead57a380b2166791
87,583,D,4,1,0.0,95.0,75.60,75.60,76.55,AJS, MUD,,,,,,,, SOFT, 00000000,22c0821962fc9fe69620c197c66446b9
87,583,D,4,CC,0.0,10.0,75.60,76.66,76.66,AJS, MUD,,,,,,,, SOFT, 00000000,21548fd8d75437e6e0abed8dd5c91e2d
87,583,D,5,1,0.0,75.0,85.30,85.30,86.05,CLS, MUD,,,,,,,, SOFT, 00000000,5eb221536b86894b50e175e6dc0083b4
87,583,D,5,CC,0.0,30.0,85.30,86.16,86.36,CLS, MUD,,,,,,,, SOFT, 00000000,2b0322c1f9424c070e757593f597873a
87,583,D,6,1,0.0,150.0,95.00,95.00,96.50,CLS, MUD,,,,,,,, SOFT, 00000000,864aa05c7cd2707749fc6b6e83b8bc10
87,583,D,6,2,0.0,150.0,95.00,96.50,98.00,CLS, MUD,,,,,,,, SOFT, 00000000,5a6c6c8acfa2d09c984c278fd4044d0f
87,583,D,6,3,0.0,86.0,95.00,98.00,98.86,CLS, MUD,,,,,,,, SOFT, 00000000,426f89bdaa21ddecd4952e939fb7782f
87,583,D,6,CC,0.0,15.0,95.00,98.98,99.03,CLS, MUD,,,,,,,, SOFT, 00000000,d70f1186c2fc49c1edf5afed6c170b3c
87,583,D,7,1,0.0,129.0,104.70,104.70,105.99,CLS, MUD,,,,,,,, SOFT, 00000000,9918fd03fd2df07fae2d392022b116f1
87,583,D,7,CC,0.0,15.0,104.70,106.09,106.14,AJS, MUD,,,,,,,, SOFT, 00000000,633fa85f646ed955667daa06993530c6
87,583,D,8,1,0.0,150.0,114.20,114.20,115.70,AJS, MUD,,,,,,,, SOFT, 00000000,e0fbcc77e5bae53616dfaf8c9ca8e6e2
87,583,D,8,CC,0.0,14.0,114.20,115.83,115.87,JC, MUDDY SILT,,,,,,,, SOFT, 00000000,4f19750482aad70d4baf7532d79ba01e
87,583,D,9,1,0.0,150.0,123.70,123.70,125.20,JC, MUD,,,,,,,, SOFT, 00000000,e992b2ee1d4959a388d8b0cbaa1e6eca
87,583,D,9,2,0.0,135.0,123.70,125.20,126.55,JC, MUD,,,,,,,, SOFT, 00000000,71a1eb93937e7398189191f7f7375a6a
87,583,D,9,3,0.0,145.0,123.70,126.70,128.15,JC, MUD,,,,,,,, SOFT, 33213000,6c39c7d38b90d06ae51ea933ece86170
87,583,D,9,CC,0.0,15.0,123.70,128.25,128.30,JC, MUD,,,,,,,, SOFT, 33213000,ee09cf4f4598a476f6e75fe29903216f
87,583,D,10,1,0.0,98.0,133.20,133.20,134.18,JC, MUD,,,,,,,, SOFT, 00000000,3beb3fe87302f406bd1e56aa097bce22
87,583,D,10,CC,0.0,19.0,133.20,134.28,134.37,JC, MUD,,,,,,,, SOFT, 00000000,33251b0e04cf50ae50321f83983fab0a
87,583,D,11,1,0.0,150.0,142.90,142.90,144.40,JC, MUD,,,,,,,, SOFT, 00000000,56decf114cd1c9dd5765b3a526911acf
87,583,D,11,2,0.0,33.0,142.90,144.40,144.73,JC, MUD,,,,,,,, SOFT, 00000000,f7b6fd61cabe917bc65c17ed3d1d1f02
87,583,D,11,CC,0.0,15.0,142.90,144.83,144.88,JC, MUD,,,,,,,, SOFT, 00000000,e9b08c0b37e649b1cfc0ba9b0626bc9d
87,583,D,12,1,0.0,150.0,152.60,152.60,154.10,JC, MUD,,,,,,,, SOFT, 00000000,4c94ae193b2e0c36d2521ee98e2ac902
87,583,D,12,2,0.0,110.0,152.60,154.10,155.20,JC, MUD,,,,,,,, SOFT, 00000000,9299eebca0b90ad42da0b94578054574
87,583,D,12,3,0.0,64.0,152.60,155.60,156.24,NL, MUD,,,,,,,, SOFT, 00000000,8ef182fa76eeb72a2957ac5acd446494
87,583,D,12,CC,0.0,15.0,152.60,156.34,156.39,JC, MUD,,,,,,,, SOFT, 00000000,8a8bccbab98768157f1e0c5f2219f31c
87,583,D,13,1,0.0,150.0,162.30,162.30,163.80,JC, MUD,,,,,,,, SOFT, 00000000,95a06074ec4b09298bc48148623118fb
87,583,D,13,2,0.0,50.0,162.30,163.80,164.30,AJS, MUD,,,,,,,, SOFT, 00000000,500a32bb0e235f28c205e0c3c25be0b9
87,583,D,13,CC,0.0,20.0,162.30,164.40,164.50,AJS, MUD,,,,,,,, SOFT, 00000000,6c2937c1ec715446e6cad7ca768391d6
87,583,D,14,1,0.0,150.0,172.00,172.00,173.50,AJS, MUD,,,,,,,, SOFT, 00000000,36ec3dbb70a8cf6663fd35ad5bd1aa54
87,583,D,14,2,0.0,134.0,172.00,173.50,174.84,AJS, CLAY,,,,,,,, SOFT, 00000000,02629cd4062a94c93e648d38ecc58eb7
87,583,D,14,3,0.0,120.0,172.00,175.00,176.20,AJS, MUD,,,,,,,, SOFT, 00000000,1e7ffde0de06611fbe028c49c2b6132a
87,583,D,14,4,0.0,56.0,172.00,176.50,177.06,CLS, CLAY,,,,,,,, SOFT, 00000000,22b2e68d56567b4500a768458cbf4aa5
87,583,D,15,1,0.0,150.0,181.70,181.70,183.20,CLS, CLAY,,,,,,,, SOFT, 00000000,cafc76430c3d574a5f7de892500f5325
87,583,D,15,2,0.0,150.0,181.70,183.20,184.70,CLS, MUD,,,,,,,, SOFT, 00000000,b9cf1a7480135d5278095e918204aea3
87,583,D,15,3,0.0,24.0,181.70,184.70,184.94,CLS, CLAY,,,,,,,, SOFT, 00000000,582cc6d3b63e87ead97bdfef50752ceb
