leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
87,583,D,1,1,0.0,10.0,46.80,46.80,46.90,JC, MUD,,,,,,,, SOFT, 33213000,623b5862cd979b944324f7d39187267f,87-583D-1-1
87,583,D,3,1,0.0,107.0,66.00,66.00,67.07,AJS, MUD,,,,,,,, SOFT, 33213000,c0720f566c6d3e99842b05abc0fb1ebc,87-583D-3-1
87,583,D,4,1,0.0,95.0,75.60,75.60,76.55,AJS, MUD,,,,,,,, SOFT, 00000000,7bc227bfc1293d403947bbeea35ae180,87-583D-4-1
87,583,D,4,CC,0.0,10.0,75.60,76.66,76.66,AJS, MUD,,,,,,,, SOFT, 00000000,8122154af604adeecc3fecdf9549f882,87-583D-4-CC
87,583,D,5,1,0.0,75.0,85.30,85.30,86.05,CLS, MUD,,,,,,,, SOFT, 00000000,e04e65f91813da1450c0b589a9f48f96,87-583D-5-1
87,583,D,5,CC,0.0,30.0,85.30,86.16,86.36,CLS, MUD,,,,,,,, SOFT, 00000000,d31461531107dbe8b0e28300065e6431,87-583D-5-CC
87,583,D,6,1,0.0,150.0,95.00,95.00,96.50,CLS, MUD,,,,,,,, SOFT, 00000000,f440d26692c502b6fdbdcabdba0c2057,87-583D-6-1
87,583,D,6,2,0.0,150.0,95.00,96.50,98.00,CLS, MUD,,,,,,,, SOFT, 00000000,382f53b0f850193eed1a2f0654fc456d,87-583D-6-2
87,583,D,6,3,0.0,86.0,95.00,98.00,98.86,CLS, MUD,,,,,,,, SOFT, 00000000,3e2e6adc18634383dd0ab75f02638815,87-583D-6-3
87,583,D,6,CC,0.0,15.0,95.00,98.98,99.03,CLS, MUD,,,,,,,, SOFT, 00000000,c519ea6cee48a214245ac25fc688088a,87-583D-6-CC
87,583,D,7,1,0.0,129.0,104.70,104.70,105.99,CLS, MUD,,,,,,,, SOFT, 00000000,9caba92a3b78f5c94ec257419e2ef1ae,87-583D-7-1
87,583,D,7,CC,0.0,15.0,104.70,106.09,106.14,AJS, MUD,,,,,,,, SOFT, 00000000,93da9805961d8b38c23042fcf52e41d9,87-583D-7-CC
87,583,D,8,1,0.0,150.0,114.20,114.20,115.70,AJS, MUD,,,,,,,, SOFT, 00000000,531c07cb100d196d5b46c4044b2cb983,87-583D-8-1
87,583,D,8,CC,0.0,14.0,114.20,115.83,115.87,JC, MUDDY SILT,,,,,,,, SOFT, 00000000,a01dddc6de808e7e8310d2c217c29a28,87-583D-8-CC
87,583,D,9,1,0.0,150.0,123.70,123.70,125.20,JC, MUD,,,,,,,, SOFT, 00000000,fcc07debcb8f7bc76f6cc78b7eb835c6,87-583D-9-1
87,583,D,9,2,0.0,135.0,123.70,125.20,126.55,JC, MUD,,,,,,,, SOFT, 00000000,0925c931518351bbdd2de4688a7801c5,87-583D-9-2
87,583,D,9,3,0.0,145.0,123.70,126.70,128.15,JC, MUD,,,,,,,, SOFT, 33213000,99711442f524c3b41dbcc2921c5e2af9,87-583D-9-3
87,583,D,9,CC,0.0,15.0,123.70,128.25,128.30,JC, MUD,,,,,,,, SOFT, 33213000,cd41d450f1122754fae1bfa5b9338dc0,87-583D-9-CC
87,583,D,10,1,0.0,98.0,133.20,133.20,134.18,JC, MUD,,,,,,,, SOFT, 00000000,94e5852626a8bfc3ea6bce2e33fbf058,87-583D-10-1
87,583,D,10,CC,0.0,19.0,133.20,134.28,134.37,JC, MUD,,,,,,,, SOFT, 00000000,987986999fab83bebabed37cb9366579,87-583D-10-CC
87,583,D,11,1,0.0,150.0,142.90,142.90,144.40,JC, MUD,,,,,,,, SOFT, 00000000,4d4bc3e29bf9eebb816eab044a264212,87-583D-11-1
87,583,D,11,2,0.0,33.0,142.90,144.40,144.73,JC, MUD,,,,,,,, SOFT, 00000000,c2a589f66b48a9ac27f7de2daeb8817e,87-583D-11-2
87,583,D,11,CC,0.0,15.0,142.90,144.83,144.88,JC, MUD,,,,,,,, SOFT, 00000000,8a1b4beb69a901589c0002ba6503a149,87-583D-11-CC
87,583,D,12,1,0.0,150.0,152.60,152.60,154.10,JC, MUD,,,,,,,, SOFT, 00000000,a75288f4ebafc3815f36d67e30622cbe,87-583D-12-1
87,583,D,12,2,0.0,110.0,152.60,154.10,155.20,JC, MUD,,,,,,,, SOFT, 00000000,fafe01f613071546fc1d5ac75daf9b84,87-583D-12-2
87,583,D,12,3,0.0,64.0,152.60,155.60,156.24,NL, MUD,,,,,,,, SOFT, 00000000,d812329bb97c11dfac9a15dd55d64486,87-583D-12-3
87,583,D,12,CC,0.0,15.0,152.60,156.34,156.39,JC, MUD,,,,,,,, SOFT, 00000000,4b381d81a85dd5810e351ebf1d2b1ff8,87-583D-12-CC
87,583,D,13,1,0.0,150.0,162.30,162.30,163.80,JC, MUD,,,,,,,, SOFT, 00000000,42815674573079f91d8642d1812944e0,87-583D-13-1
87,583,D,13,2,0.0,50.0,162.30,163.80,164.30,AJS, MUD,,,,,,,, SOFT, 00000000,ceaa8f6121e8477482c2dd20ef87dee2,87-583D-13-2
87,583,D,13,CC,0.0,20.0,162.30,164.40,164.50,AJS, MUD,,,,,,,, SOFT, 00000000,c209ed0bc166ffc57c442917abeed4f4,87-583D-13-CC
87,583,D,14,1,0.0,150.0,172.00,172.00,173.50,AJS, MUD,,,,,,,, SOFT, 00000000,d09c95be501c8ea14db850fe17c9cf14,87-583D-14-1
87,583,D,14,2,0.0,134.0,172.00,173.50,174.84,AJS, CLAY,,,,,,,, SOFT, 00000000,48868f12fa472afbdb2b8be48cd23b94,87-583D-14-2
87,583,D,14,3,0.0,120.0,172.00,175.00,176.20,AJS, MUD,,,,,,,, SOFT, 00000000,2fe334204053eea433ffeeb4720cdcaa,87-583D-14-3
87,583,D,14,4,0.0,56.0,172.00,176.50,177.06,CLS, CLAY,,,,,,,, SOFT, 00000000,8845296f09f5c3990f4cc7ceaddf4c95,87-583D-14-4
87,583,D,15,1,0.0,150.0,181.70,181.70,183.20,CLS, CLAY,,,,,,,, SOFT, 00000000,56898351f064e41acf06abec119531ac,87-583D-15-1
87,583,D,15,2,0.0,150.0,181.70,183.20,184.70,CLS, MUD,,,,,,,, SOFT, 00000000,e63ff844daa387dc71a65b834679d9d7,87-583D-15-2
87,583,D,15,3,0.0,24.0,181.70,184.70,184.94,CLS, CLAY,,,,,,,, SOFT, 00000000,3eb47a6f3a650aea98ed537c616a83f1,87-583D-15-3
87,583,D,15,CC,0.0,15.0,181.70,185.04,185.09,CLS, CLAY,,,,,,,, SOFT, 00000000,b575dcbedf9c636ff83dc09124da5965,87-583D-15-CC
87,583,D,16,1,0.0,150.0,191.40,191.40,192.90,JC, MUD,,,,,,,, SOFT, 00000000,b3ed31ab248b16f9dfb7b6cd0ad5a6d7,87-583D-16-1
87,583,D,16,2,0.0,150.0,191.40,192.90,194.40,JC," MUD,SAND,SILT",,,,,,,, SOFT, 00000000,f03ec3eaef76331e4f7c3e6ee2deeff4,87-583D-16-2
87,583,D,16,3,0.0,150.0,191.40,194.40,195.90,JC, MUD,,,,,,,, SOFT, 00000000,38b69470efce2fb8f8050704eece95b7,87-583D-16-3
87,583,D,16,4,0.0,10.0,191.40,195.90,196.00,JC, MUD,,,,,,,, SOFT, 00000000,7ff1453f611705e9f5294de77e18071e,87-583D-16-4
87,583,D,16,CC,0.0,12.0,191.40,196.11,196.13,JC, MUD,,,,,,,, SOFT, 00000000,2f8fcaf845cc57923c85fe92e3236259,87-583D-16-CC
87,583,D,17,1,0.0,20.0,201.00,201.00,201.20,JC, DRILLING BRECCIA,,,,,,,, SOFT, 00000000,e40be2bc328c5d99a478648ca96adab0,87-583D-17-1
87,583,D,17,1,20.0,115.0,201.00,201.20,202.15,JC, MUD,,,,,,,, SOFT, 00000000,748253108108f03ba3011925d6d1c8cf,87-583D-17-1
87,583,D,17,2,0.0,84.0,201.00,202.50,203.34,JC, MUD,,,,,,,, SOFT, 00000000,1927fa33536f13605aebd3d3c60b9acb,87-583D-17-2
87,583,D,17,CC,0.0,15.0,201.00,203.44,203.49,JC, MUD,,,,,,,, SOFT, 00000000,1ae0c6c81400fe0181a36c9e747dcc50,87-583D-17-CC
87,583,D,18,1,0.0,27.0,210.60,210.60,210.87,JC, MUD,,,,,,,, SOFT, 00000000,f8a312f4e6d548ffe53a3fbf94b29fa0,87-583D-18-1
87,583,D,18,CC,0.0,21.0,210.60,210.97,211.08,JC, MUD,,,,,,,, SOFT, 00000000,4ad8e67a24ea8d84bfdbb75116c29aa4,87-583D-18-CC
87,583,D,19,1,0.0,135.0,220.20,220.20,221.55,JC, MUD,,,,,,,, SOFT, 00000000,b9af3325672945c127beaf98353ebf34,87-583D-19-1
87,583,D,19,2,0.0,82.0,220.20,221.70,222.52,JC," MUD,SAND",,,,,,,, SOFT, 00000000,23d1340aa300305d6fc5e2037d6b8b4a,87-583D-19-2
87,583,D,19,3,0.0,111.0,220.20,223.20,224.31,CLS," CLAY,SAND",,,,,,,, SOFT, 00000000,e5b39c3d14f9603e91d859ddc80baec5,87-583D-19-3
87,583,D,19,CC,0.0,20.0,220.20,224.43,224.53,CLS," CLAY,SAND",,,,,,,, SOFT, 00000000,ca90652406a6fafb2f525211625d3c19,87-583D-19-CC
87,583,D,20,1,0.0,80.0,229.90,229.90,230.70,JC, MUD,,,,,,,, SOFT, 00000000,2c44f65fe1d4b583612dfca4d5d1a3f9,87-583D-20-1
87,583,D,20,CC,0.0,14.0,229.90,230.81,230.85,JC, MUD,,,,,,,, SOFT, 00000000,f7569c29c7951d8bec63dcfa863837b1,87-583D-20-CC
87,583,D,21,CC,0.0,16.0,239.60,239.70,239.76,JC, MUD,,,,,,,, SOFT, 00000000,7fdeac06a2883c3a35ac50eff3376de9,87-583D-21-CC
87,583,D,22,1,0.0,115.0,249.30,249.30,250.45,JC, MUD,,,,,,,, SOFT, 00000000,403882deb79ccd4d25c1b8937479ec29,87-583D-22-1
87,583,D,22,2,0.0,150.0,249.30,250.80,252.30,JC, MUD,,,,,,,, SOFT, 00000000,94e1846576f4da4372b9a67008e69312,87-583D-22-2
87,583,D,22,3,0.0,150.0,249.30,252.30,253.80,JC, MUD,,,,,,,, SOFT, 00000000,c49b10bd41be7ba8002056e6c5505861,87-583D-22-3
87,583,D,22,4,0.0,133.0,249.30,253.80,255.13,AT, MUD,,,,,,,, SOFT, 00000000,5a795b8855fffa5e7b8046d223c34091,87-583D-22-4
87,583,D,22,5,0.0,150.0,249.30,255.30,256.80,AT, MUD,,,,,,,, SOFT, 00000000,0fcdd91f57a78855b16bee312d06e0f2,87-583D-22-5
87,583,D,22,6,0.0,121.0,249.30,256.80,258.01,AT, MUD,,,,,,,, SOFT, 00000000,a15076f307a25859c3646bc3c0af1f22,87-583D-22-6
87,583,D,22,7,0.0,44.0,249.30,258.30,258.74,AT, MUD,,,,,,,, SOFT, 00000000,f6b67fc69d2b4d01172bee969e9a8f25,87-583D-22-7
87,583,D,22,CC,0.0,23.0,249.30,258.84,258.97,AT, MUD,,,,,,,, SOFT, 00000000,09f1fcbf81166afa13c1eb30a07b4e0e,87-583D-22-CC
87,583,D,23,1,0.0,150.0,259.00,259.00,260.50,AT," MUD,TURBIDITES",,,,,,,, SOFT, 00000000,e8a97c73e015097dfe81abdd5b28c09b,87-583D-23-1
87,583,D,23,2,0.0,80.0,259.00,260.50,261.30,AT," MUD,TURBIDITES",,,,,,,, SOFT, 00000000,3e55e3c3555d7571b9aab84aca005180,87-583D-23-2
87,583,D,23,CC,0.0,15.0,259.00,261.42,261.47,AT," MUD,TURBIDITES",,,,,,,, SOFT, 00000000,c2c1ae9afcd5f0c5dc6eea33fb926969,87-583D-23-CC
87,583,D,24,1,0.0,150.0,268.70,268.70,270.20,AJS," MUD,SILT",,,,,,,, SOFT, 00000000,b0ceee67ded8cb45b5b1eb60db6e283c,87-583D-24-1
87,583,D,24,2,0.0,150.0,268.70,270.20,271.70,AJS," MUD,SILT,TURBIDITES",,,,,,,, SOFT, 00000000,1815d8959504edbf2ca0bb5b7fd3ddba,87-583D-24-2
87,583,D,24,3,0.0,150.0,268.70,271.70,273.20,AJS, MUD,,,,,,,, SOFT, 00000000,18fa00e8029d99e5a558e8f456370596,87-583D-24-3
87,583,D,24,4,0.0,150.0,268.70,273.20,274.70,AJS, MUD,,,,,,,, SOFT, 00000000,5545e058d3211ff928133820dc359bc9,87-583D-24-4
87,583,D,24,5,0.0,150.0,268.70,274.70,276.20,AJS, MUD,,,,,,,, SOFT, 00000000,c831b4cd78d46610c13c07d70f9eb35b,87-583D-24-5
87,583,D,24,6,0.0,150.0,268.70,276.20,277.70,AJS, MUD,,,,,,,, SOFT, 00000000,d0c4235a4a771ca144c465039572050c,87-583D-24-6
87,583,D,24,7,0.0,45.0,268.70,277.70,278.15,AJS, MUD,,,,,,,, SOFT, 00000000,d18bca5501a81db41e69a7761d198b36,87-583D-24-7
87,583,D,24,CC,0.0,20.0,268.70,278.25,278.35,AJS, MUD,,,,,,,, SOFT, 00000000,71696d85bd75c09d3e694d02716e23e1,87-583D-24-CC
87,583,D,25,1,0.0,120.0,278.40,278.40,279.60,AJS, SILTY MUD,,,,,,,, SOFT, 00000000,a408efc850bb920bc29e3cb63fc15faf,87-583D-25-1
87,583,D,25,2,0.0,99.0,278.40,279.90,280.89,AJS, MUD,,,,,,,, SOFT, 00000000,27147a2f452fe13d0b2dbcf51416f59a,87-583D-25-2
87,583,D,25,CC,0.0,15.0,278.40,280.99,281.04,AJS, MUD,,,,,,,, SOFT, 00000000,d516b29921ef04da4b09b6815b562208,87-583D-25-CC
87,583,D,28,1,0.0,30.0,307.20,307.20,307.50,AJS, MUD,,,,,,,, SOFT, 00000000,334e6572be620d96b52eb853ec6884f3,87-583D-28-1
87,583,D,28,CC,0.0,15.0,307.20,307.60,307.65,AJS, MUD,,,,,,,, SOFT, 00000000,260070c19c130742894bb4b03660b771,87-583D-28-CC
87,583,D,29,1,0.0,150.0,316.90,316.90,318.40,JC, MUD,,,,,,,, SOFT, 00000000,7d8dec221bc7b185a387500fd39b964a,87-583D-29-1
87,583,D,29,2,0.0,135.0,316.90,318.40,319.75,JC, MUD,,,,,,,, SOFT, 00000000,bd2ee4d6729e82f703f54447b8eab925,87-583D-29-2
87,583,D,29,3,0.0,150.0,316.90,319.90,321.40,JC," MUD,SAND",,,,,,,, SOFT, 33213000,8f176f8097355bede118c72d0a19bba3,87-583D-29-3
87,583,D,29,4,0.0,12.0,316.90,321.40,321.52,JC, MUD,,,,,,,, SOFT, 33213000,3301c21c989c4d1b1f4e99a3f7f6a7d9,87-583D-29-4
87,583,D,29,CC,0.0,16.0,316.90,321.62,321.68,JC, MUD,,,,,,,, SOFT, 33213000,641eff04a6fccc2f736765c5d8fac0ad,87-583D-29-CC
