leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id,sample
87,583,,1,1,0.0,116.0,0.00,0.00,1.16,JC, MUD,,,,,,,, SOFT, 33212000,89c6053bc1cef2a3b3c057c2694a87cd,87-583-1-1
87,583,,1,CC,0.0,25.0,0.00,1.26,1.41,JC, MUD,,,,,,,, SOFT, 33212000,69b43f97e29e24200d365c698045a179,87-583-1-CC
87,583,,2,1,0.0,150.0,5.50,5.50,7.00,JC, MUD,,,,,,,, SOFT, 33212000,e0f0d42ac4836228f2848e6adf45a2bf,87-583-2-1
87,583,,2,2,0.0,150.0,5.50,7.00,8.50,COUL, MUD,,,,,,,, SOFT, 33212000,85ae36db80bd99a487783a526445cbe4,87-583-2-2
87,583,,2,3,0.0,150.0,5.50,8.50,10.00,JC, MUD,,,,,,,, SOFT, 00000000,c62d5e3ba95ea89144e4c1aac3be1f39,87-583-2-3
87,583,,2,4,0.0,120.0,5.50,10.00,11.20,JC, MUD,,,,,,,, SOFT, 00000000,f1195bd33a69100ddee7c31abb3d8987,87-583-2-4
87,583,,2,5,0.0,139.0,5.50,11.50,12.89,COUL," MUD,CLAY",,,,,,,, SOFT, 00000000,2447c5be561f2f06bd2531a763bfd614,87-583-2-5
87,583,,2,6,0.0,150.0,5.50,13.00,14.50,JC," MUD,CLAY",,,,,,,, SOFT, 00000000,c1cb6fdcc67c252acd349b5805f3ea04,87-583-2-6
87,583,,2,7,0.0,50.0,5.50,14.50,15.00,JC, MUD,,,,,,,, SOFT, 00000000,d6fdefcf8712b24369ea3f138f067dfb,87-583-2-7
87,583,,2,CC,0.0,30.0,5.50,16.42,16.62,JC, MUD,,,,,,,, SOFT, 00000000,5797007b1a25838b73cef7742d98e5d4,87-583-2-CC
87,583,,3,1,0.0,150.0,15.00,15.00,16.50,JC, MUD,,,,,,,, SOFT, 00000000,29d27b9d39470436eca37b13bb9a93f9,87-583-3-1
87,583,,3,2,0.0,150.0,15.00,16.50,18.00,JC, MUD,,,,,,,, SOFT, 00000000,25f5e205ff38d1131eb3f903f6cd2fc4,87-583-3-2
87,583,,3,3,0.0,150.0,15.00,18.00,19.50,JC, MUD,,,,,,,, SOFT, 00000000,d27f9c8fee7e4cf1674cbb4e4c5be5bd,87-583-3-3
87,583,,3,4,0.0,150.0,15.00,19.50,21.00,JC, MUD,,,,,,,, SOFT, 33213000,6d9e8f488c281aecafd6a6045b393b8d,87-583-3-4
87,583,,3,5,0.0,150.0,15.00,21.00,22.50,JC, MUD,,,,,,,, SOFT, 33213000,a7a31e64dd432ee3b2d053f37a31e936,87-583-3-5
87,583,,3,6,0.0,134.0,15.00,22.50,23.84,JC, MUD,,,,,,,, SOFT, 00000000,cc6be6861cd72535d2765a0d671903a7,87-583-3-6
87,583,,3,CC,0.0,34.0,15.00,23.94,24.18,JC, MUD,,,,,,,, SOFT, 00000000,af5eb2d075973988f226ac00eaeeca0d,87-583-3-CC
87,583,,4,0,0.0,42.0,23.00,23.00,23.42,JC, MUD,,,,,,,, SOFT, 00000000,853dc8420817cf312a09f5a1999a1051,87-583-4-0
87,583,,4,1,0.0,150.0,23.00,23.42,24.92,JC, MUD,,,,,,,, SOFT, 00000000,132a59205f8164937dbe2c604f54948a,87-583-4-1
87,583,,4,2,0.0,135.0,23.00,24.92,26.27,JC, MUD,,,,,,,, SOFT, 33213000,195c4c931c5246197b0276eb181a8844,87-583-4-2
87,583,,4,3,0.0,150.0,23.00,26.42,27.92,JC, MUD,,,,,,,, SOFT, 33213000,c3037840fa93f695c619ccd8d9012541,87-583-4-3
87,583,,4,4,0.0,150.0,23.00,27.92,29.42,AJS, MUD,,,,,,,, SOFT, 33213000,a462bb00071206e9f0575947532377d4,87-583-4-4
87,583,,4,5,0.0,120.0,23.00,29.42,30.62,AJS, MUD,,,,,,,, SOFT, 00000000,f6ca5a400492dbd4bf05b38cdedc9eda,87-583-4-5
87,583,,4,6,0.0,135.0,23.00,30.92,32.27,AJS, MUD,,,,,,,, SOFT, 00000000,3f95d54c1bc66c63b4cb33b2b5a0c063,87-583-4-6
87,583,,4,CC,0.0,39.0,23.00,32.95,33.24,AJS, MUD,,,,,,,, SOFT, 00000000,eba724bf60ef8f9731e8923af4d8cb8c,87-583-4-CC
87,583,,5,1,0.0,150.0,32.50,32.50,34.00,AJS, MUD,,,,,,,, SOFT, 00000000,9787cfcf83dd6a91be1dca4ae460a12c,87-583-5-1
87,583,,5,2,0.0,112.0,32.50,34.00,35.12,CLS, SANDY MUD,,,,,,,, SOFT, 00000000,d2e330d74c033340dde6f5c66ad814c9,87-583-5-2
87,583,,5,3,0.0,140.0,32.50,35.50,36.90,AJS, MUD,,,,,,,, SOFT, 00000000,a698079516b76f42f1c714628cf16a42,87-583-5-3
87,583,,5,4,0.0,135.0,32.50,37.00,38.35,CLS, MICACEOUS SANDY SILT,,,,,,,, SOFT, 00000000,0e27a2eb3c7fb996e884bed1189cc173,87-583-5-4
87,583,,5,5,0.0,140.0,32.50,38.50,39.90,AJS, MUD,,,,,,,, SOFT, 00000000,95a3bb03b26d650e4e87f7cc0fe726dd,87-583-5-5
87,583,,5,6,0.0,150.0,32.50,40.00,41.50,CLS, SILTY MUD,,,,,,,, SOFT, 00000000,ed0d75ba0e70986a6379b3e85ea18a81,87-583-5-6
87,583,,5,7,0.0,45.0,32.50,41.50,41.95,CLS, MUD,,,,,,,, SOFT, 00000000,15ee6026ce110c0db8d97c9d9523c924,87-583-5-7
87,583,,5,CC,0.0,26.0,32.50,42.08,42.24,CLS, MUD,,,,,,,, SOFT, 00000000,e9ec38e0d9675ee0f942683ecaf90699,87-583-5-CC
87,583,,6,1,0.0,14.0,40.90,40.90,41.04,CLS, MUD,,,,,,,, SOFT, 00000000,cf4f879e5a0485ca03351cd80b07558a,87-583-6-1
87,583,,6,CC,0.0,18.0,40.90,41.25,41.33,CLS, MUD,,,,,,,, SOFT, 00000000,43dce4d158373c9db598bb8fd75b9b05,87-583-6-CC
87,583,,7,1,0.0,150.0,45.90,45.90,47.40,JC, MUD,,,,,,,, SOFT, 00000000,78a7cf1b152d430851ba7d87579206df,87-583-7-1
