leg,site,hole,core,section,top interval depth (cm),bottom interval depth (cm),top of core depth(m),top of layer depth (m),bottom of layer depth (m), describer,lithology,color,structures,deformations due to drilling,unusual occurrences,minerals,paleontology,other observations,hardness or induration,z-coding,eodp_id
84,566,C,2,1,0.0,85.0,59.30,59.30,60.15,MB, ASHY SAND, DARK OLIVE GRAY,,," PEBBLES,VOLCANOGENIC DEPOSITS"," VOLCANIC ASH,PUMICE",,, FIRM, 33214000,06831792798de5bda2575722a822ff3b
84,566,C,3,CC,0.0,12.0,68.80,69.03,69.05,MB, MUD, DARK OLIVE GRAY,,, PEBBLES, PUMICE,,, FIRM, 33213000,224d57cc4fd1bc5f0b75a6ed950f82c1
84,566,C,5,1,0.0,150.0,109.10,109.10,110.60,YO, SERPENTINITE, DUSKY BLUE, VEINS,,,,,, HARD, 00000000,c68f2e4460b51adc554fd4cbe3552f94
84,566,C,5,CC,0.0,24.0,109.10,110.70,110.84,YO, SERPENTINITE, DUSKY BLUE," FAULTING,BEDDING",,,,,, HARD, 00000000,2a95c9460963df28adb94db054280b2c
84,566,C,H1,1,20.0,150.0,0.00,0.20,1.50,MB, MUD, DARK OLIVE GRAY,, GREATLY DISTURBED,,,,, SOFT, 33213000,1f61ddf2c1ce385c72d82c771754a82a
84,566,C,H1,2,0.0,85.0,0.00,1.50,2.35,MB, MUD, DARK OLIVE GRAY,, GREATLY DISTURBED,,,,, SOFT, 33213000,b752146fb2462d024f6c34a8ffb39de9
84,566,C,H1,3,81.0,150.0,0.00,3.81,4.50,MB, MUD, DARK OLIVE GRAY,, GREATLY DISTURBED, PEBBLES,,,, SOFT, 33213000,b9986eaae43f36681cc94ee2629c47be
84,566,C,H1,4,0.0,150.0,0.00,4.50,6.00,MB, MUD, DARK OLIVE GRAY,, GREATLY DISTURBED,,,,, SOFT, 33213000,d9e1349d94ee0eeace07137b9a068888
84,566,C,H1,5,110.0,150.0,0.00,7.10,7.50,MB, MUD, DARK OLIVE GRAY,,,, VOLCANIC ASH,,, SOFT, 33213000,0671e08bfc428597083826941534cc20
84,566,C,H1,CC,0.0,10.0,0.00,7.60,7.60,MB, MUD, DARK OLIVE GRAY,,, PEBBLES, VOLCANIC ASH,,, FIRM, 33213000,73593193fd3a9262181e05c2340443af
84,566,C,H2,1,0.0,150.0,88.10,88.10,89.60,BOU," MUDSTONE,SANDSTONE", DARK OLIVE GRAY,,,,,,, HARD, 33233000,7e3d542c1cf891f1b826c64350c6e5db
84,566,C,H2,2,0.0,46.0,88.10,89.60,90.06,BOU," SANDSTONE,MUDSTONE", DARK GREENISH GRAY,,, VOLCANOGENIC DEPOSIT, VOLCANIC GLASS, SHELL DEBRIS,, HARD, 33234000,9f510f26274c2acab7c8d36479ec3024
84,566,C,H2,CC,0.0,21.0,88.10,90.17,90.28,BOU, MUDSTONE, GREENISH GRAY,,,,,,, HARD, 33233000,e92434bcdf3d2c35825a8940c6e42f0f
