Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
138, 852,B,Post Moratorium          ,       0.000,    0.000000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       0.530,    0.039000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       0.730,    0.056000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       1.110,    0.088000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       1.650,    0.127000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       2.170,    0.171000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       2.230,    0.184000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       2.370,    0.220000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       2.570,    0.240000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       2.650,    0.247000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       2.930,    0.278000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       3.110,    0.308000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       3.230,    0.326000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       3.610,    0.349000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       4.050,    0.388000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       4.370,    0.422000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       4.610,    0.446000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       5.110,    0.479000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       5.650,    0.510000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       6.310,    0.579000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       6.490,    0.614000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       6.770,    0.628000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       6.950,    0.659000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       7.510,    0.681000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       8.090,    0.712000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
138, 852,B,Post Moratorium          ,       8.170,    0.717000,By site only; depth=mcd; Leg 138 SR p 80
,,,,,,
