Leg,Site,H,Age Model Type           ,Depth (mbsf),    Age (Ma),Control Point Comment
,,,,,,
,,,,,,
,,,,,,
101, 628,A,Post Moratorium          ,     154.380,   26.299999,FO Paragloborotalia pseudokugleri
,,,,,,
101, 628,A,Post Moratorium          ,     214.280,   30.000000,LO Chiloguembelina (common)
,,,,,,
101, 628,A,Post Moratorium          ,     228.650,   31.600000,FO Globigerina angulisuturalis
,,,,,,
101, 628,A,Post Moratorium          ,     228.660,   32.000000,LO Subbotina angiporoides
,,,,,,
101, 628,A,Post Moratorium          ,     228.670,   32.799999,"LO ""Turborotalia"" ampliapertura"
,,,,,,
101, 628,A,Post Moratorium          ,     233.030,   34.000000,LO Pseudohastigerina spp.
,,,,,,
101, 628,A,Post Moratorium          ,     257.780,   36.599998,LO Turborotalia cerroazulensis gr.
,,,,,,
101, 628,A,Post Moratorium          ,     257.790,   36.599998,LO Hantkenina spp.
,,,,,,
